,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600352.SH,X601898.SH,X600547.SH,X000723.SZ,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X000898.SZ,X600801.SH,X002466.SZ,X600111.SH,X600176.SH,X600299.SH,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002271.SZ,X600808.SH,X002110.SZ,X000553.SZ,X000825.SZ,X600489.SH,X601158.SH,X000883.SZ,X600583.SH,X600985.SH,X000630.SZ,X600157.SH,X600339.SH,X600426.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0188823303543825,0,0,0.0334112537652599,0,0,0,-0.00723250969710796,0,0,-0.0116131281929721,0,0,0,0,0,0.165058162591814,0,0.0236796863769183,0,0,0,0,0,0.0154977345600517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116085135475713,0,0.00427940152640657,0,0,0,0,0,-0.0200961535507226,0,0,0,0,0,0
X600028.SH,0,0,0.0816593441870386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101922334964988,0,0.0663788064656381,0,0,0,0.0226979403704871,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0660380813491083,0,0,0,0,0,0,0,0,0,0,0,0,0.0861243723804486,0.00634326675459185,0,0.00363305515745886,-0.0305310642112705,0,0,0,0,0,0
X601088.SH,0,0.00555834149228127,0,0,0.125037483776856,0.0245010076931388,0,0,0,-0.17647488351427,0,0,-0.0450024087895635,0,0,0,0,0,0,0,0,0,0,0,0.283412215847422,0,0.13173846146249,0,0,0,0,0,0,0,0,0.0382839545922861,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0358598862208353,0,0.044010472829456,0,0,-0.00761019786518084,-0.0307843136562202,0,0,0,-0.0047194202874903,0,0
X600585.SH,0,0,-2.16840434497101e-19,0,0,0.110847874001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00518333735707906,0,0,0,0.483718012210908,0,0,0,0,0,0,-0.0161737364779359,0,0,-0.0292651802199927,0,0,0.0622237933995105,-0.0059313019431441,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163688856323926,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.107156785433906,0,0.149972795733576,0.0352765139171341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889827509333358,0,0.053027249719851,0,0,0,0,0,0,0,0,0,0,0.12841035108234,0,0,0,0,0,0,0.00820006326444341,0,0.0270539410046729,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.113229972691648,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00627083297113051,0.0179415354868496,0,0,0.0143944567707691,0,0.150309843145857,0,0,0,0,0,0,0,-0.0257928100060342,4.33680868994202e-19,0,0.452556301414094,0,0,-0.0177780456041938,0.0294323381749349,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0684612138593371,0,0,0,0,0,0,0.44780443783985,-0.080007191488083,0,0.534591459040613,0,0,0,0,0,0,-0.0180634132971213,0,0,0.059811428377883,0,0,0,0,0,0,-0.0413302725657403,0,0,0,0,0,0,0,0,0,-0.0337022959157714,0,0.00378452118778585,0.0312671357513373,0,0,0,-0.0135184379699208,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00700074408585927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304981888104097,0,0,5.42101086242752e-20,0.0474701461317236,-0.0325024777834703,0,0.249583211921208,0,0,0,0,0,0.15836109712223,0,0,0,0,0,0,0.0995517939592289,0,0,0.0203615574477477,0,-0.00064929181029603,-0.0372858914072792,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0144901138737768,0,0,0,0,0,0.165397420468283,0,0,0,0,0,0,0.106397444638136,0.111665157604078,0,0,0,0,0,0,0.30507966426702,0,0,0,0,0.0286149418225543,0,0,0,0,0,0,0,0,0.00411024770125362,0.18617288239827,0,0,-0.0108123020306462,-0.00912304218535594,0,0,0,0,0,0
X600352.SH,0,0,0,0.0792596566527359,0,0.0214278327776144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24848310245043,0,0,0,0,0,0,0,0.240288968981135,0,0,0,0,0,0.0653210787563348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228136949276921,0,0,0,-0.305603130859033,0,0
X601898.SH,0,0,0.0178499771457083,0,0,0,0,0,0.196145572895948,-0.00806266199841105,0,0,0,0,0,0,0,0.0928077096746026,0.257900182227274,0,0,0,0,0,0,0,0.0306261874048895,0,0,0,0,-0.0165192733908653,0,0,0,0,0,0,0,0,0,0,0.0163856286953867,0,0.00644401457589428,0,-1.0842021724855e-19,0,0,0,0,-0.00387365815762071,0,0,0,0,-0.0123437843138775,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0263426051782873,0,0.00253802348333128,0,0,0.0137747161045209,0,0,0,0,0,0,0,0,0,-0.0105176191966805,0,0,0,-0.063078671729183,0,0.0478864671471221,0,0,0,0,0,0,0.0403694173462975,0,0,0,0,0.960537609091467,0,0,0,-0.0419024218664601,0,0.0475027029488803,0,0,-0.00199282712473472,-0.0977662640933354,-0.00151044833219002,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139116302480619,0,0,0,0,0,0,0,0.589783160717396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246842310975617,0,0,0,0,-0.0436030592564021,0,0.0829088980328076,0,0,0,0,0.0578286229648798,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.049257806373731,0,0,0,0,0,0.0767095620548089,0,-0.0576427796867231,0,0,0,0,0.085422476971042,0,0.0251193832126205,0,0,0,0.0315290901148614,0.220950745375795,0,0,0,0,0,0,0,0.000276032338591964,0,0,0,-0.0503649074521961,0,0,0,0,0,0,-0.00488648481118117,0.0175340195730881,0,0,0,0,0,0
