,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000553.SZ,X000786.SZ,X000825.SZ,X000883.SZ,X600583.SH,X000539.SZ,X000408.SZ,X002470.SZ,X600612.SH,X002110.SZ,X600157.SH,X600339.SH,X600021.SH,X300072.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.274019604655758,0,0,0,0,0,0,0,0.0215101392141162,0,0,0.0120885145790077,0,0.0150208389222558,0,0,0,-0.0769078243984895,0,0,0.0404257414568152,0,0,0,0,0.114263816709977,0.138143103707777,0,0,0,0,0,0,0,0,0,0,0.243019506476819,0,0,0,0,-0.0270116785956585,0.0112992441207735,0,0,0,-0.0293524622463573,0,0
X600028.SH,0.13934532755153,0,0.0779437394443847,0,0,0.0371911266284951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583380363118755,0,0,0,0,0,0,0,0,0.133872975508548,0,0,0,0.14537488202243,0,0,0,0,0,0,0,-0.147728109837969,0,0.140983629705639,0,0,-0.133733965520644,0.383584501101671,0,0,0,0,0.00477412615619925,0.139760996267276,0,0,0,0,0,0
X601088.SH,0.174459187725489,0,0,0.0305757333913098,0,-0.254608284219479,0,0,0,0,0,0,0,0,0.0547241854980875,0,0,0,0.372556928934421,0,0,0.0996621788829577,0.121474597118454,0,0,0,0,0,0,0,0,0.0581117083868021,0.119599860245289,0,0,0,0,0,0,0,0,0,0,-0.191792415097789,6.93889390390723e-18,0,0,0,-0.117518349715298,0,0,-0.00127058144342418,-1.73472347597681e-18,0,0,0,0.0189205731457251,0,0
X600585.SH,0,0,0,0,0.0291686762435189,0.289533973525256,0,0,0,0,0,0,0,0,0.0273772929655496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217787639844985,0,0,0,0,0,-0.233988552030596,0.114805719210177,0,0,0,0,0,0.030886709201817,0,0,0,-0.0192316791417304,0.0269688647243112,0,0,0,0.0510945364701089,0,0
X600019.SH,0,0,0.0822420511094214,0,0,0,0.125704967311348,0,0,0,0,0,0,0,0,0,0,0,0.123967163657649,0,0.325282517269146,0,0,0,0,0,0,0,0,-0.107232853943389,0,0,0.00682537123656744,0,0,0,0,0,0,0.0753611456696144,0,0,0,0,0.0737574026228728,0,0,0,0,0,0,0.0122639035340354,0.00285356803483643,0,0,0,0.011963347959075,0,0
X600011.SH,0,0,0,0.211585789165571,0,0,0.162518507490441,0,0,0,0,0,0,0,0,0,0,0.634270377934666,0,0,0.0198660530680313,0,-0.0597989959588915,0,0,0,0,0,0,-0.166732893565165,0,0,0.105760258345816,0,0,0,0,0,0,0,0,0,0.00846498184463816,0,0,0,-0.118877243380603,-0.127074772270923,-0.00101399393488692,0,0,-0.0109128551725004,0,0,0,0,-0.108736662721662,0,0
X600309.SH,0,0,0,0,0,0.331244998744269,0,0,0,0,0,0,0,0,0,0,0,0,0.25196232268948,0,0,0,0,0.15467961301333,0,0,0,0,0,-0.0843089386922916,0,-0.0413723304466259,-0.484816628975408,0,-0.259375255002165,0,0.475100994178979,0,0,0,0.20336727534106,0,0.158262181434638,0,0.122894730490326,0,0,0,0,0,-0.554048004640269,-0.0276116856840287,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.013700887468938,0,0,0.0114148923631253,0,0,0,0,0,0,0,0,0,0,0.0629018430227772,0,0,-0.0314403489203615,0,0,0,0,0,0,0,0,0,0,0.195593524453904,0.202809993608624,0.239318737778175,0,0,0,0,0,0,0,0,0,-0.080463808805873,0,0,0,0,0,-0.00454600926109532,0.0231133455956527,0,0,0,0.0274825788701096,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00216655775242124,0,0,0,0,0.0461356519315678,0.0148284964702105,0,0.119141624271968,3.46944695195361e-18,0,0,0.633578651940974,0,0,0,0,-0.100672317656337,0,0,0,0,0,0,0,0,0,0,0,0,0.094214951344955,0.0779330662290526,0,0,0.00969669369233746,-0.0377280731493724,0,0,0,0,0,0
X601898.SH,0.356284990273092,0,0,0,0,0,0,0,0,0,0.386033151699206,0,0,0,0,0,0,0.0394747309691699,0.0962318108339247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150085899931041,0,0,0.0119111848580557,0,0,0,0,0,0,0,0,0.0767769722145273,0.0255045800043559,0,0,0,0,0,-0.0160638574092417,0.0298033906990059,0,0,0,0,0,0
