,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X002271.SZ,X600299.SH,X601158.SH,X000629.SZ,X600219.SH,X600489.SH,X600808.SH,X000883.SZ,X000553.SZ,X000630.SZ,X600583.SH,X600985.SH,X000990.SZ,X000825.SZ,X000027.SZ,X600426.SH,X601699.SH,X002110.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,3.46944695195361e-18,0,0,0.0287340777436408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214146164792337,0.0794286435499627,0,0,0,0,0,0,0,0,0.018200983246259,0,0,0,0,0,0,0,0,0,0,0,0.0938089943483588,0,0,0.065893871419847,0,0,0,0,0,-0.000800842061923875,-0.0389674074974044,0,0,0,0,0,0
X600028.SH,0,0,0.0440675417153378,0,0,0.00951390461237165,0,0.00548176264497609,0.101544169593837,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0241111598178007,0.0749687489350123,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935593887205859,0,0,0,0,0,-0.0321152552102053,0,0,0,0,0,0
X601088.SH,0,0,0,0.114709442341462,0,0.0566698317809257,0,0,0,0,0,-0.183066249914084,0,0,0,0,0.157765289319312,0,0,0,0.0141148617136673,0.195431589620647,0,0,0,0,0.0189883507774729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653150277776254,0,0.0227415552392083,-0.0322944017138339,0,0,0,0,0,0
X600585.SH,0,0,0.00542842586903938,0,0,0.0964582779846622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479626546777931,0,0,0,0,0,0,0,0,0,0,-0.0184751147046208,0,0,0,0,0,0,0,0,0,0.0120410509361479,-0.0122526528515387,0,0,0,0,0,0,0,-0.00796818908984133,0,0,0,0,-0.0179893086903788,0,0
X600019.SH,0,0,0.0211138154456943,0,0,0,0,0,0.0204035006867885,0,0,0,0,0,0,0.0473955099418144,0.0208619248777393,0,0,0,0,0.202637163422882,0,0,0,0,0,0.00576163555766405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758265047597264,0,0,0,0,0,0,0.135772314921328,0,0,-0.0280146660591219,0,0,0,-0.00548330493522219,0,0
X600309.SH,0,0,0,0.0357694563354738,0,0,0,0,0,0,0,0.162036940711598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125596868378302,0,0,0,0,0,0,0,0.0898070634328989,0,0,0.142201075504838,0,0.424128619995313,0,0,0.0481913242768522,0,0,0,0,-0.0198424571314515,0,0
X600011.SH,0,0,0,0,0,0,0,0.0364341452803713,0,0,0,0.209274836707392,0,0,0,0,0,0,0,0,0,0,0,0.520062629756605,0,0,0,-0.132210638849348,0,0,-0.0047639904995235,0,0,0,0,0,0,0,0,-0.0180663487220686,0,0,0.0486968592557102,-0.0209900380567909,0,0,0,0,0,0.0602254822525675,0,0.0475386221360847,0,0,0,0,0.00551052114966917,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0851297153791815,0,0,0,0.0345999446198305,0,0,0.400416511778954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282462490287903,0,0,0.140574838695372,0,0,0,0,0,0,0.0184121449314193,0,0,0,0,0,0,0.216391278758823,0,0.0263540497179213,0,0,0,0,-0.027813265104365,0,0
X601600.SH,0,0,0,0,0,0,0,0.399951360394703,0,0,0,0,0,0,0,0.000360952197072249,0,0,0.236122406239466,0,0,0,0,0,0,0,0,0,0,0,0.0260385297932361,0,0,0,0,0,0,0,0,0.0414608485047779,0,0,0.0866758895735991,0,0,0,0,0,0.0511451119099638,0,0,-0.00514623316686296,-0.00871912438107738,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0513670525871679,0,0,0,0,0,0,0,0,-0.0546296163315292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733936015117512,0,0,0.0579509487771847,0,0,-0.0435289845520371,0,0,-0.00502470192421369,0,0,0,0.061077472744383,-0.00718986499915133,0.00934049192683277,3.46944695195361e-18,0.0841655205161455,0,0,0.0218541783099358,0,0
X601898.SH,0,0,0.0898981496907025,0,0,0,0,0,0,0,0,0,0,0,0,0.0101382330150142,0.295099357720406,0,0.0481173982736169,0,0,0.0542098540039669,0,0.04190116670697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246874416071405,0,0,0,0,0.0317703925998097,0,0,0,0,0,0,0.0504006317305334,0,-0.0276093111177992,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.0120571834901088,0,0,0,0,0,0,0,0,0,0.229347701437035,0,0,0,0,0,0.217633791666033,0,0,0,0,0.210312773611292,-0.218930441877361,0,0,0,0,0,0,0,0,0,0,0,0.0611908053947361,0.437857931067451,0,0,0,0,0,0,0,0,-0.0789364026354025,0,-0.215084836681032,0.352718384050758,0,0,0,0.0272383528667,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.00623961918510267,0,0,0,0.0067838986685606,0,0,0,0.0882572618726017,0.0412520831465467,0,0.0796245574697323,0,0,0,0,0,0,0,0,0,0,0,0.0207143774673394,-1.73472347597681e-18,0,0,0,0,0.0220881322795768,0,0.0627857589808722,0.0657219395745438,0,0,0.0587133192280352,0,0,0.099720876236712,0,0.00423266171613723,-0.0550389865830356,0,0,0,0.0029501178709416,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0111551864126431,0,0,0,0.040393178839088,0,0,0,0,0,0,0,0.152647929550618,0,0.0498234855728005,0.0599359607616714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561812281685802,0,0.0737666437919573,0,0,0,0,0,0.060709704632085,0,-0.0205842575261585,0,0,0,0,0,0,0
X600688.SH,0,0.097164830992766,0,0,0,0.0915588174100797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742802567176459,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0048286997505511,0,0,0,0,0,0.0119063314148599,0.15415876151516,0,0,0,0,0,0.0712469525405565,0,0.043313930125576,0,0,0.0144354961685922,0,-0.00245114867570939,-0.0328418602499146,0,0,0,-0.0180789909958134,0,0
X000723.SZ,0,0,0,0,0.452708352971837,0,0,0,0,0,0,0.501934115497038,0,0,0,0,0,0,0,0,-0.127145507587832,0,0,0,0.162132991197342,0,0.0862553055846239,0.26992697769954,0,0,0,0.350767686489975,0,0,0,0,0,0,0,0,0,0,0,0.0752651438361231,0,0,0,0,0.063380241308008,0,0,2.16840434497101e-19,0,0,0,0,-0.0765669844947425,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.123004001277302,0,0,0,0,0,0,0.0233757094165626,0,0,0.0246582685937737,0,0,0,0,0,0,0,0,0,0,0,0.176540110003835,0,0,0,0,0,0,0,0,0,0,0,0.0741872945162618,0,0,0,0.0703995332521529,0,0,0.133584321302231,0,0,-0.00600641083664617,0,0,0,0.00254301557546303,0,0
X600886.SH,0,0,0,0,0,0,0,0.044473650877133,0,0.00464280766264446,0,0,0,0,0,0.0238164749230433,0,0,0,0,0,-0.0402199737119316,0,0,0,0,0,0,0,0,0,0,-0.109250607247315,0,0,0,0,0,0,0.204592513787715,0.0166444606431744,0,0.04677948072605,0.0514461697120582,0,0.043055635059553,0,0,0,0.0160963671263351,0,-0.022711194446009,0.00602907268644059,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.100671636494233,0,0,0,0,0,0,0.0161168067734421,0,0,0,0,0.240547335672384,0.116734737947621,0,0,0,0,0,0,0,0,0,0,0.0229091582621122,0,0,0.166158301866661,0,0,0,0,0,0,0,0.0613806848327205,0,0,0.0417769314111433,0,0,0.0410931366910085,0,0,-0.0169408972576143,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0408341534120049,0,0,0,0,0,0,0,0,0,0,0,0,0.00477909443654477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224085599545834,0,0,0.14253392065589,0,0,0,0.0540302625341424,0,0,0.105286787322293,0,0,0,0.0323131819353073,0,-0.0252173325538747,0,0,0,0,0.00564287942039965,0,0
X600111.SH,0,0,0,0,0,0,0,0.292898940415898,0,0,0,0,0,0,0,0.0959066247802139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213373621607844,0,0,0,0,0,0,0.00553858943327645,0,0,0,0,0,0,0,0.238331391846448,0,0.062592293519375,0,0,0,-1.0842021724855e-19,0.0226935616411785,0,0,0,-0.139918482978349,0,0
X600801.SH,0,0,0,0.704463970222889,0,0,0,0,0,0,0,0.0620939661708205,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.120816777485907,0,0,0,-0.0329512773835766,0.175795986407503,0,0,0.0612658133671076,0,0.0399714538817297,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0281934401450661,0,0,0.114502084158458,0,0,4.33680868994202e-19,0,-0.0208328940042723,0,0,0,0,0,0,0
