,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X000786.SZ,X002271.SZ,X600795.SH,X601991.SH,X600688.SH,X002353.SZ,X601992.SH,X600111.SH,X600176.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600489.SH,X600516.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000553.SZ,X000792.SZ,X600486.SH,X002080.SZ,X000027.SZ,X000630.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00813710708472909,0.0745533246985036,0,0,0,0,0,0,0,0,0.0674034881688485,0,0,0,0,0,0.384235258266219,0,0,0,0,0,0.0157238407678926,0,0,0.0466696764182024,0,0,0,0,0,0,0,0.0936068782360813,0,0,0,0,0.0795065649187153,0,0,0,0,0,-0.0100912868334597,0,0,0,0,0,0
X600028.SH,0.228433248608085,0,0,0,0,0,0,0,0.00193483438085501,0,0,0,0,0,0,0,0,0,0.0426043515539239,0,0.00465374635419741,0,0,0,0.238093240990368,0,0,0,0,0.0501257960123148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206931302487926,0,0,0,0,-0.0052164589877553,-0.00523162940213659,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0572637305434882,0,0,0,0.00477004923809762,0.0131406622880265,0.0404225763177016,0,0,0,0,0.0503674346275882,0.254708063000002,0.0283983206183664,0,0,0,0,0,0.0208203599576954,0,-3.46944695195361e-18,0,0,0,0,0,0.0922542275102796,0,0,0.0153067804256439,0,0,0,0,0,0,0,0.0698668319490651,0,0,0,0,0,0,0,0,0,0,0,0,0.00366918982133977,0,0
X600585.SH,0,0,0,0,0.0573389612000074,0,0,0,0,0.0293971638538297,0,-0.000627162095491421,0,0,0,0,0.502130772786906,0,0,0,0,-3.46944695195361e-18,0,0,-0.0967047572858044,0,0,0,0,0,-0.0325935809014174,0.048801369147732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337365785529762,0,0,0,0,0.013091778344104,0.0346076744795111,0,0,0,0.0781950684049531,0,0
X600309.SH,0,0,0.0228365753035556,0,0,0,0,0,0,0,0,0,0,0,0,0.091205935005992,0.307170890775543,0.0730952596149896,-0.0961280430681401,0,0,0,0,0,0,0,0,0.0331094633341011,0,0,0,0.014065180116479,-0.221556802518018,0,0.117832077039758,0.149023892031503,0,0,0,0,0,0,0,0,0,0.0204682291686776,0.0298499892532846,0,0,0,0,-0.00880174516439816,0,0,0,0,0.0227026185583706,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0594987381222479,0,0,0,0,0,0,0.112555769118643,0.10990338145918,0.0307880529541408,0,0,0,0,0,0,0,0.0894503180661723,0,0,0,0,0,0,0,0,0,0.0255729666808527,0,0.0299289267112185,0.367066622171241,0,0,0,0,0,0,0.0258530186734709,0,0,0,0,0,-0.00491598068890767,0,0,0,4.33680868994202e-19,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867170799771475,-0.0603876091284307,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0933040793020992,-0.160537434475604,0,0.0450103959991734,0,0.00751062718437423,0.893537079213679,0,0,0,0,0,0,0.195561653706483,0,0,0.0211576920822999,0,-0.0614834468027743,0,0,0,0.00848995060022467,0,0.0183039780806406,0,0,0,0.0220055275831517,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0278414802513916,0,0.123327927108214,0,0,0,0,0,0,0,0,0,0,0,0,0.268568879622147,0,1.38777878078145e-17,0,0,0.0478494494602515,0,0,0.0562544937935906,0,0,0,0,0,0.0935848058998283,0,0,0,0,0.149479406545534,0,0,0.0662448388598954,0,0,0,0,0,-0.0101501233478491,0,0,0,0.0041344332316013,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.278209993425496,0,0,0,0.0967730440183125,0,0,0,0,0.0199614385229498,0,0.184589212796344,0,0,0,0,0.0820005152207608,0,0,0.0592421990795415,0,0,0,0.229870735161001,0.211730011770598,0,0,0,0,0,0,0,0,0,0,0,0,0.117041180953316,0,0,0.228627748085243,0,-0.0789179419634284,0.104669427171522,0,0,0,-0.0173081196234608,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112922917662359,0,-0.217475900751135,0.0609708843763959,0,0,0,0,0,0,0,0,0.541898703334821,0,-6.93889390390723e-18,0.0447297207950212,0,0,0,0,0,0,0,0,0,0.304582750188552,-0.218910093472603,0,0,0,0,0.0694024976116348,0,0.00878265681802106,0,0,0,0,0.0238103594712728,0,0
X600660.SH,0,0,0,0,0,0.157750107427023,0,0,-1.38777878078145e-17,0,0,0,0,0.0963055918944159,0,0.0637191174858275,0,0,0,0,0.317503394796787,0,0,0,0,-0.0947369989170476,0,0,0,0,0,0,0.088180737324854,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
