,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600801.SH,X600111.SH,X600027.SH,X601992.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600299.SH,X600176.SH,X600426.SH,X600612.SH,X601158.SH,X000709.SZ,X000883.SZ,X002353.SZ,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X601699.SH,X600315.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0119400077777998,0,0,0,0,0,0,0,0,0,0,0.0328462127903766,0,0.037168703644395,0.0358011379192896,0,-8.67361737988404e-19,0,0,0.0266976101333263,0,0,0,0,0,0.0281611082080715,0.0934949456327019,0.0309801192792416,0.0514672978755393,0,0,0,0,0.0602505872657439,0,0,0.0685220275665127,0,0,0,0,0,-0.0355903146112444,0,0,-0.00474950875379368,0.00109638263187439,0,0,0,-0.00412892682209876,0,0
X600028.SH,0,0,0,0,0.0469283440549175,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859595192676108,0,0,0,0,0,0,0,0.00250450665875201,0,0,0,0.0298376395653437,0,0.0271090038884592,-0.00192637259317627,0,0,0,0.0534825928780025,0,0,0,0,0,0,0,0,-0.0114697210667087,0,0,-0.00220430155425045,0,0,0.240993106526059,0,0,0,0
X601088.SH,0,0,0,0.392200137093737,0,0,0,0,0,0,0,0,0,0.0570067193853474,0.02330333240941,0,0,0.0346648984673737,0,0,0.0238963304386947,0.0168868011547283,0,0,0,0.0293468889589875,-0.0312442249123068,0.037624106575297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326779739159731,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127551460713291,0,0,-0.0607789766018509,0.514339352860119,-0.0621034274147489,0,0,0,0,0.0333371295420108,0,0,0,-0.00805724975059447,0.154932088953767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835248499374167,0.0830437959949622,0,0,0,0,0,0.0530947029077887,0,0,0,0,0.19988456077617,-0.103781394139502,0,0.0467856298383496,0,0,0,0,0,0.058175166317934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127571058294539,-0.0328596337719371,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.102977652930062,0.00157757205864044,0,0,0,0.0794836402909679,0,0,0,0,0.174884353398426,0,0,0.0243079548683278,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0344274914716171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052650092305411,0,0,0,0,0,-0.00172277760290005,0.00750475791246595,0,0,0,-0.0141696429728804,0,0
X600547.SH,0,0,0,0,-0.070637767848228,0,0,0,0,0,0,0,-0.235568558303104,0,0,0,0,0,0,0,-0.00779769184538756,-0.160328209840051,0.0498116038174336,0.0980140258841177,0,0,0.599516831364518,0,0.165921250511259,-0.0393812396410512,0,0,-0.0387643297468401,0.0174471082751177,0,0.218164058974284,0,0,0,0,0,0,0,0,0,0,0,0,-0.307711860748441,0,0,0,-0.0460580063898133,0,0,0,0.0306175798357255,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947135062790409,0,0,0,0.18444684243581,0,0.354386568397925,0,0.0383978316145927,-0.0151295749929051,0,0,0,0,0,0,0,0,-0.12810812316749,0.00508695141354678,0,0,0.175520456451757,0.127207204929602,0,0,0,0,0,0,0.069309241881159,0,-0.00523396523135378,0,0.0003601910712376,0,0,0,0,-0.00866316659000938,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0208608242880252,0,0,0,0,0,0,0,0,0,0.0552632292049261,0.112661978308579,-0.0308590431397849,0,0,0,0.061841565943241,0,0,0,0,0,0.0315612059021654,0.0026022293550592,0,0,0,0,0,0,0,0,0,0,0.052063688232363,0,0,0.067039742170779,0,0,0.218656418399462,0,0.00336034547403064,0,0,0,0,-1.0842021724855e-19,0,0
X601898.SH,0,0,0,0,0,0,-0.0140199589016733,0,0,0,0,0,0,0.205091322937969,0,0,0,0,0,0,0.0431949700837201,0,0,0,0,0,0,0,0,0,0,0,0.0174044811668166,0.109771335747819,0,0,0,0,0,0,0,0,0,0,0,0,0.348584627941364,0,0,0.0278138035060718,0,0.0191133184083291,0,0,0,0,0.00669243273528208,0,0
