,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X600795.SH,X000877.SZ,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601699.SH,X601991.SH,X600995.SH,X000786.SZ,X600160.SH,X000807.SZ,X000629.SZ,X000408.SZ,X600489.SH,X600219.SH,X000723.SZ,X600378.SH,X002080.SZ,X600096.SH,X300037.SZ,X000933.SZ,X600348.SH,X000630.SZ,X600157.SH,X000831.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.32004582037801,0,0,0,0,0,0,0,0,0,0.00451291123933418,0,0,0.0440928102692283,0,0,0,0,0,0,0,0,0,0.116588801358561,0,0,-0.0169781447949876,-0.00604469284518458,0.16271596506978,0,0.0411216343938388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00876203654704802,0.0127102420528295,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.463497478278857,0,0,0,0,0,0.184701707710095,0.0521034334328386,0,0,-0.0143651781560864,0,0,0,0,0,0,0.0336003106875114,0,0,0,0,0.0324418428036068,0,0,0,0,0,0,0.0282647204931787,0,-0.0777320668419613,0.0426218588023254,0,0,0,-0.00431276493573555,0,0,0,0,0,0,0,0,0,-0.0385905875684854,0,0.00665478857781336,0,0,0,0,0,0
X600028.SH,0.116468981991209,0,0,0,0.0187842239790905,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.132604872043247,0,0,0,0,0.220951509226545,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0345444807274105,0,0,0,0.0442329903381522,0,0,0,0,-0.000573040475990106,0.0159939714008538,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253625551048676,0,0,0,0,0,0,0,0,0.0506212936273209,0,-0.0596891096157418,0.1771419458243,0,0,0,0,0,0.324137398478614,-0.240064394142445,0,-0.115854627628711,0,0,0,0,0,0,0.095119374388676,0,0,-0.077702075010953,0,0,0.0424483716355314,0,0,0,-0.0129382177458845,0,0,0,0,0,0
X600188.SH,0,0.695618292963944,0,0,0,0,0,0,0,0,0,0,0,0,0.063331249395473,-0.059656616715146,0,0,0,0,0,0.00472425034887467,0,-0.101170428647863,0,0.11745806871774,0,0.0241305304539243,0,0,0.0244300817103179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251100303480657,0.0488966612449658,0,0,0,0,-0.0310731554371973,8.67361737988404e-19,0.0168769954653896,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136206455824662,0,0,0,0,0,0.377098147332631,0,0,0,0,0,0,0,0.0243340897112874,0,0.234247106724516,0,0,0,0,0,0,0.00163335073862903,0,0.0901442889502336,0,0,0.0084064602190808,0,0,0,0,0,0.0184284893731534,0.00342837934093121,0.00822176241483504,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.601768580451676,0,0,0,0,0,0,0,0.00486512552539001,0,0,0,0,0,0.0274396468334479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238970562078242,0,0,0,0,0.00899170625121988,0.0589941613133341,0.113009074855861,0,0.0501641603302082,0,0,0,0,0,0.00843474674731032,-0.0195738222306838,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.669935627195632,0,-0.332721842328323,0.0292274477068148,0,0,0,0,0,0.0752988119609361,0,0,0,0,0,0,0,0,0,0.101353092463518,0,0,0,0,0,0,0,0,0.00419591295797129,0.0293926625114904,0,0,0,0,0,0,0,0,0.113032565485279,0.154362714272346,0,0,0,-0.0509213784359006,0,-0.0275215624287345,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,6.93889390390723e-18,0.0127674919631537,0,-0.0659896467074524,0,0,0.200083869232339,0,0,0,0,0,0,0,0,0.177072203314833,0,0,0,0,0,0,0,0,0.0613900759986484,0,0,-0.0715431010733001,0.116388896778195,0,0,0,0,0,0,0,0,0,0,-0.0308728164660582,0,0,0.114206282850045,0,0,0,0,0,0.00161680290649542,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0389428768100086,0.300292603554933,0.0970715778668512,0,0,0,0,0.104947749439401,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.0318174317952442,-1.0842021724855e-19,0,0.0549573672879835,0,0,0,0,0,0,0,0,0,0,0.116813585368748,0,0.0166284140261901,0,0,0,0,0.0408388316612066,-0.00149323003308903,5.42101086242752e-20,0,0,0,0,0,0
