,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X002460.SZ,X600010.SH,X600027.SH,X600489.SH,X601699.SH,X600160.SH,X000301.SZ,X002466.SZ,X600426.SH,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X000933.SZ,X600985.SH,X000807.SZ,X600176.SH,X000630.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X002271.SZ,X000883.SZ,X600348.SH,X000932.SZ,X000027.SZ,X600295.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.233996718118577,0,0,0,0,0.0413617249946428,0,0.163299015361693,0,0,0,0,0,0,0,0,-0.0954109736426464,0,0,0,0,0,0,0,0,0,0,0,-0.047623074713677,0,0.0341309838307734,0,0,-0.0844712276906238,0,0,0,0,0,0,0,0,0,0,0,0,0.0805078872385411,0,0,-0.00730749434979705,0.0140973739749972,0,0,0,0,0,0
X601088.SH,0.155698508597954,0,0,0,0.0793893257042148,0.13390402017303,0,0.0173823109630738,0,0,0,0,0,0,0.0450820124454845,0,0,0,0,0,0,0,0.0403444933642787,0,0,0,0,0.176616940525187,0,0,-0.00141056744036231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170315248382504,0,0,0,0,0.0387584077254161,0,0,0,-0.0265793974276989,0,0,0,0,0,0
X600028.SH,0.381481969319851,0,0,0,0,0,0,0,0,0,0.0216749443419914,0,0,0,0.0281312616733237,0,0.0410508263319927,0,-0.12486105312551,-0.0124746150552187,0,0.0760050795863676,0.0194630537798983,0,0,0,0,0,0,0,-0.0626557057945989,0,0,0,0,0,0,0,0.0509670243371503,0,0,0,0,-0.0197352112162645,0,0,0,0.0363796503491272,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908973402077408,3.46944695195361e-18,0,0,0,0,-0.0104629439921277,0.0436283570145403,0,0.124012816824238,0.0346642080090763,0,0,0,0.180084249128947,0,0,0,0,0.227744026830301,0,0,0,0,0,-0.271914260956825,0,0,0,0,0,0,0,0.134330214674208,0,0.0171356907817924,0,0.111807147961552,0,0,0,0,0
X600188.SH,0.0176953130813127,0.0295719914073097,0,0,0,0.198325266484627,0,0,0.00943628811539805,0,0,0,0,0,0,0,0,0.0556444011393313,0,0,0,0,0.225325348795395,-0.028575291793962,0,-0.000297861221366947,0,0,0,0,-0.11955524499733,0,0.0205476876010427,0,-1.73472347597681e-18,-0.0473667878908917,0,0.0146690214998058,0,0,0,0,0,-0.0293971934420325,0,0.286044407994099,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.350849239265332,0,0,0,0,0,0.275039376230091,0,0,0,0.161485697444396,0,0,0,0,0,-0.029014495579556,0,0,0.0983786870392427,0,0.0262452877398333,0,0,0,0,0,0,0,0,0,0,0.458759181015465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161864241901908,-0.0970904673421648,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.103597432780371,0,0,0,0,0,0,0,0.0475742718169742,0,0,0,0.0634295353289161,0,0.0121760531264624,0,0,0,0,0,0,0.142355053627213,0,0,0,0,0,0,0,0,0.127758501156638,0,0,-0.0889172310403386,0,0,0,0,0.0340358774662955,0,0,-0.0250960177232419,-0.0759957689480818,0,0.00426899435700159,0,0,0,0,0,0
X600011.SH,0.0104835455602291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472048337853663,0,0,0,-0.0861458319302167,0,0.0693818156307048,0,0,0,0,0,0,0,0.276677789969014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230905787841885,0,0.0103399881299023,-0.00625575729800297,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.259745108455829,0,0,0,0,0,0,0,0,0,-0.00879603613235729,0.085012113392191,0.138544629604202,0,0,0,0,0.612890148940134,0,0,-0.110472681337946,0,0,0,0,0,0,0,0.100724204748562,0,0,-0.059296111882268,4.33680868994202e-19,0,0,0.0519544726064581,0,0,0,0,0,0,0,0,0,0,0,0.0249816278920942,0.00256303086545831,-0.11046784413726,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.108481515857092,0,0,-0.0914581100622404,0,0,0,0,0,0,0,0.245587509795664,0,0,0,0.187872602522382,0,0,0.0843636993894348,0,0,0,0,0,0.0291506023603528,0,0,0.0450487538674274,0,0.188600421716133,-4.33680868994202e-19,0,0,0.135952440187432,0.117518686039376,0,0.125930169879061,0,0,0,0,0,0,0,0,0,0,0,0.0280968215520609,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057173432514802,0,0,0,0,0,0.0407415715296843,0,0,0.220416557777704,0,0,0,0,0,0,0,0,0,0,0.0435827930329647,0,0,0,-0.0786351262231613,0,-0.0621613132621404,0,0,0,0,0,0,0,0.0271297168831121,0,-0.0410572606751197,0,0,0,0,0
X600585.SH,0,0,0,0.100179372788846,0,0.106247653723257,0,0,0.0445795504465812,0,0,0,0,0,0,0,0,0,0,0.0930502204099873,0,0,0,0,0,0,0,-0.0426334356892076,0,0,0.191390572891056,0.0234999577740445,0,0,0,0,-0.00912704265488727,0,2.16840434497101e-19,0,0,0,0,0.0658130544633551,0,0,0,0,0,0,0.0140239867463984,0.0474088722837954,-0.0478082536686408,-0.261596702119533,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.000690406040554224,0,0,0,0,0,0,0,0,0.463465533177155,0,0,-0.0185967825368816,0,0,0,0,0,0,0,-0.0346264963156545,0.0479748114669242,0,0,0,0,0,0,0,0,0,0.0133639507122641,0,0.0457458229947147,0,0,0,0,-0.114006189659928,0,0,0,0,0,0,-0.144767579876242,-0.0469440545300783,0.000388510943883186,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747072657305259,0,0.324374316672103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019067692909707,0,0,0,0.0905498918998057,0,0,0.127790754157116,0,0,0,0,0,0,0.0830050506715461,0,0,0.0372497531689379,0.0500260582648106,0,0,0,0,0
X600795.SH,0,0,0,0,0.129237933582037,0,0,0.310156608089082,0,0,0,0,0.0294869306864284,0,0,0,0,0,0,0,0.336920717347745,0,0,0.0461807744042518,0,0,0,0,0.132421129082152,0,-0.0427953898010239,0,0.0251555676252803,0,0,0,-0.00861129445229148,0,0,0,0,-0.0211034929906155,0,0,0,0,-0.0588856156320341,0,0,0,-0.0186095121657921,0.0475037749749936,-0.0276361475510695,0,-0.0486121914450289,0,0,0,0
