,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X600886.SH,X601898.SH,X600010.SH,X002271.SZ,X000792.SZ,X601600.SH,X600801.SH,X600660.SH,X600688.SH,X600362.SH,X600188.SH,X000786.SZ,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X002466.SZ,X000723.SZ,X600176.SH,X600489.SH,X600426.SH,X000401.SZ,X600516.SH,X000898.SZ,X601158.SH,X600219.SH,X000553.SZ,X000932.SZ,X002353.SZ,X000883.SZ,X600583.SH,X600126.SH,X000709.SZ,X002075.SZ,X000027.SZ,X600486.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.178197156125288,0,0,0,0,0,0,0,0,0,0.206783416464131,0,0,0,0,0,0,0.106366490506592,0,0,0,0,0,0,0.088055832147945,0,0,0.0106032376321039,0.028098525407206,0,0,0.109202402936094,0,0,0,0,0,0,0,0,0,0.144415020858012,0,0,0,0,0,0,0,0,0.010851887085432,0.00068463862921014,0,0,0,0,0,0
X600028.SH,0.164846254953645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116391902422636,0,0,0.0821111612674927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0702020235602349,0,0,0,0,0,0,0.0233172395207957,0,0,0,0,0.0404231718460559,0.00648810456180634,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.339675988698237,0,0,0,0,0,0,0,0,0,0,0.0298662222798255,0.139991869003312,0.0779253818285234,0,0,0,0,0,0,0,0.0720138360486111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032937170503093,0.0451237081664163,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0114323044786105,0.071871510201199,0,0,0,0,0,0.428284989284512,0,0,0.116157180690151,0,0.0456412187330265,0,0,0,0,0,0,0,0.0180914186226665,6.93889390390723e-18,0,0,0,0.105444557863409,0,0,0,0,0,0,0,0,0,0,0,-0.0209846584568846,0,0,0,0,0.0130338701723691,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060305092266108,0,-0.0306676552097252,0.0981571483712349,0,0,0,0.107971594174781,0,0,0,0,0,0.0865656721531309,0,0.290677872232547,0,0,0,0.02918153599847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0812441890971489,0.0774838653963788,0,0,0,0,0,0,0,0,0,0.0469389743157073,0.333281246096221,0,0.0502389837376963,0,0,0,0,0,0,0,0.0465088234978362,0,0,0,0,0.0603462438265107,0,0,0,0.180488360117871,0,0,0,0,0,0,0,0,0,0,0,0,0.00443410725806301,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0248303301012982,0,0,0,0,0,0,0,0,0.12576164310078,0,0,0.0271995940656168,0,0,0,0,0,0,0,0,0,0,1.06792226026737,0,-0.0264148068358022,0,0,0,0,0.0309280398719113,0,0,0,-0.131896114312981,0,0,0.00993358687241698,0,0,0,0,0.0312714501162788,0.0208482432644658,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164442471846983,0,0,0,0,0,0,0,0,0.16426519174029,0,0,0,0,0.143382366484127,0,0,0.0800372623778557,0,0,0.11357225091313,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.134727996757908,0,0,0,0.273089884830266,0,0,-0.0202845610683479,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.104015456693916,0,0.0311282756882962,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.537748719406287,0,0.0129411168485616,0,0.00582105420452915,0,0,0,0,0,0,0,0,0.194306542806505,0,0,0,0,0,0,0,0,0,0,0,-0.0230721399472037,0.0129751183733787,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264031599250467,-0.104878450313217,0,0,0.181654557292882,0,0,0,0,0,0,0,0.224136239198573,0.0067040289527372,0.0575069491052462,0,0,0,0,0,0,0,0,0,0.163384814374908,0.131983979286941,0.287595057121319,0,0,0.089684319924758,0,0.113248173793235,0,0,0,-0.0124198932982936,-0.852370092242266,0,0,-0.13759743322013,0,0
