,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X601600.SH,X600547.SH,X601991.SH,X002271.SZ,X600027.SH,X600426.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X000723.SZ,X601699.SH,X000408.SZ,X000629.SZ,X600348.SH,X600096.SH,X600995.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X000933.SZ,X600157.SH,X300073.SZ,X002080.SZ,X002353.SZ,X600549.SH,X000807.SZ,X600985.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.129112305839798,-0.0768518823495548,0,0,0,0,0,0,0,0,0.0307071978495992,0,0,-0.0555540727296051,0,0,0,0,0,0,0.181879445401548,0,0.128758135137996,0,0.00868633327776358,0,0,0,0,0,-0.0186100990414048,0,0,0,0,-0.0117130934320035,0,0,0,0,0,-0.0156355269589062,-0.0185887074829389,-0.0113602086099744,0,0,0,-0.0336065183233092,0,0
X601088.SH,0,0,0,0,0.309679610404519,0.231972567249131,0,0,0,0.206740621072842,0.143649573955084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699414053077426,0,0,0,-0.110882137980497,0,0,-0.0739271367576304,0.0531762959874212,0,0,0,0,0,0,0,0,-0.0978321065168097,0,0,0.121625161396349,0,0,0.0238587018255408,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.00857215474801042,0,0.0484774923289318,0,8.67361737988404e-19,0.00186382239608073,0,0,0,0,0.0376410557031595,0,0,0,0,0,0,0,0,0,0,0.0210119927342007,0,0,0.0876035243568498,0,0,0,0.00867685776303321,-0.00966652782970634,0,0,0,0,0,0,0,0,0,0,0.020870963428929,0,0,0,0,0,0.0155963057566268,0,0,0,0,-0.0064046652554629,0,0
X600309.SH,0,0,0,0,0,0.0178873591945842,0,0,0,0.0591794645264848,0,0,0,0,0,0,0.0155014529164307,0,0,0,0,0,0,0,0,0.110685555921338,0,0,0.0741430504421806,0,0,0,0,0,0,0,0.00476790300649107,0,0.0235078372283863,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0109422693356038,0,0,0,0,0,0
X600188.SH,0,0.372246433537206,0,0,0,-0.0533299096398981,0,0,0,0.630536900200989,0,0,0,0,0,-0.0525471276794288,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0379177025641747,0,0.0277168412766178,-0.0357820379334237,0.00421816558234539,0.0215154728094586,0,0,0,0,0,0,0,0,0,0,0,0.104808708984344,0,0,0,0,-0.100449374705047,0,0,0,0,0.000747378784526785,0,0
X002466.SZ,0,0,0,0,0,0,0.566376639871792,0,0.325500533487665,0,0,0.0187544878831033,0,0,0,0.0485446784154245,0,0,0.0555175254990786,0,0,0,-0.12994245600425,0,0,0,0,0,0,0,0,0,0.204994964453386,-0.14050984950217,0,0,0,0.0315904088370106,0.0227507144494405,0,0,-0.122657542080888,0,0,0.0033614960336875,0.226050884866453,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.259981018285629,0,-0.356460188019618,0,0,0,0.0684955059750778,0,0,0,0,0,0,0,0.0544899187266404,0,0,0,0.0693495669895237,0,0,-0.14162546393158,0,0,0,0.203207620518139,0,0,0.036769140773127,0.0433010120361118,0,0,0.174212922194109,0,0,0,0.00371072128135572,0,0.0285221394174353,-1.38777878078145e-17,0,0,0,0,0,0,0.0846657401040057,-0.0689602469475175,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0814775910355454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109653988834762,0,0,0.0158184126247746,0,0,0,0,0,0,0,0.00933319438131941,0,0,0.0452736946835028,0,0.00420351419039249,0,0,0,0.217844816568817,0,0.0644821825384806,0,0,0,0.0220203413642343,0,0,0,0.0211782866689863,0,0,0.0294191720058815,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.223894668042129,0.2211608968976,0,0,0,0.126073817124333,0.00645121792838254,0,0,0,0,0.0324717419987887,0,0,0,0.0231639337865515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992990413839817,0,0,0,0,0,0.121503816876794,0,0,-0.00617952090651424,0,0,0.0226425409923581,0,0,-0.0766165739153934,0,0,-2.16840434497101e-19,0,0,0,-0.0263044858171081,0,0
X601898.SH,0,0.06072168770266,0,0,0.0411827508109506,0,0,0,0,0,0.00618108347548224,2.16840434497101e-19,0,0,0,0,0,0,0,0.00430230013865288,0,0,0,0,0,0,0,0,0,0.296471295828778,0,0,0,0,0,0.14175284032881,0,0,0,0,0,0,0.0849487811924076,0,-0.0640812709099234,0.131623864472004,0,0.112608465598051,0.129902342581763,0,0,0,-0.0221916289792893,0,0,0,0,0,0
