,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X000709.SZ,X600516.SH,X002460.SZ,X600299.SH,X600352.SH,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X600612.SH,X000553.SZ,X002470.SZ,X600583.SH,X000408.SZ,X600021.SH,X300072.SZ,X000301.SZ,X000630.SZ,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0342109780259454,0,0,0,0,0,0,0.22428627921509,0,0,0,0,0,0,0,0.072092100208146,0,0,0,0,0,0,0,0,0,-0.0675345738071193,0,0,0,0,0,0,0.151532897139276,0,0,0,0.0322955160156205,0,0,0,0,0,0,-0.0254128171578835,0.0982000058802683,0,0.0415427027604583,0.212743218287174,0,-0.0333451914741865,0.0294527735756281,0,0,0,-0.0706277294820443,0,0
X600028.SH,0,0,0,0,0,0,-0.0590099409569223,0,0,0,0,0,0.226157922029514,0,-0.0958992294173937,0,0,0.0959451597768671,0,0,0,0,0,0,0,0,0.109833777364435,0,0,0,0,0.0932378994538637,0,0,0,0,0,0,-0.0464261343397993,0,0,0,0.0816125985335225,0,0,0,0.117271303770389,0,0,0.394580790046335,0,0,0.130819300382044,0,0,0,-0.052454672306018,0,0
X601088.SH,0,0,0,0.16655864887086,0.00966193462331457,-0.30845485615271,0,0,0,0.398101342330433,0.142593781328025,0,0,0,0,0,0,0,0,0,0,0.0721618731641363,0,0.0498044184511563,0,0,0,0,0,0,0,0.0997713291442256,0.139911636549799,0,0,0,0,0,0,-0.0977212354093795,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0015959418026752,0,-0.204974907074138,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.303567929286297,0,0.0326597569512782,0,0,0,0,0,0.0234585937415076,0,0,0,0,0,0,-0.0092422652123315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210803023455754,0,0,0,-0.24387892406865,0,0,0,0,0.137992611581486,0.0621891151326224,0,0,0,0,0,0,-0.0182336241331703,0.0231785247003723,0,0,0,0.0452179188974035,0,0
X600019.SH,0,0,0,0,0,0,0.153390747306389,0,0,0,0,0,0,0,0,0,0,0,0,0.247824081736717,0,0,0.0287786186422414,0,0,0,0,0,0,-0.0321904677270598,0,0,0.0615959144022741,0,0,0.173867192502018,0,0,0,0,0,0.0147627586494488,0.0305076745842293,0,0,0,0,0,0.0235876711691879,0,0,0.0131505368811256,4.43768829311699e-05,0,0,0,0,0,0
X600011.SH,0,0,0,0.168286659727847,0,0,0.11642307701864,0,0,0,0,0,0,0,0,0,0,0.619494553290274,0,0,0,0,0,0,0,0,0,0,0,-0.20939147915134,0,0.0346700146829552,0,0,0,0,0,0,0,0,0,0.0288492438272458,0,0,0,0,0,0,0,-0.0762959828471615,0,-0.0123155455650091,0,0.0232543158879136,0,0,-0.0948102382232918,0,0
X600309.SH,0,0,0,0,0,0.283284583031493,0,0,0,0,0,0,0,0,0,0,0,0,0.258986013480589,0,0,0,0.139314988701318,0,0,0,0,0,0,-0.0778948039178004,0,-0.491913504602637,6.93889390390723e-18,0,-0.33513720013454,0,0,0.462508419892275,0.298106716634335,0,0,0.273591728746046,0,0,0,0,0,0,0,0,-0.510082924778698,-0.0299206021599521,0.0267660215482396,0,0,0,0,0,0
X600010.SH,0,0.136058161655338,0,0.0436247239718286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055993626556697,0,0.200667601014035,0,0.0406944250495287,0,0,0,0,0,0,0,0,0.196296230860222,0,0.239630821921253,0.119625220214049,0,0,0,0,-0.127362282602022,0,0,0,0,0,0,0,0,0,0.00846916336400545,0,-0.00475768392350788,-0.0169028212270426,0,0,0,0.0127751206752767,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683143295023795,0,0,0,0,0.0406244022799129,0,0,0,0,0.0398387747617578,0,0.667329721838982,0,0.0325870955716462,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0938267416586531,0.121186860227937,-8.67361737988404e-19,0,0,0,0,0.00886103023687627,-0.0226096632903975,0,0,0,0,0,0
X601898.SH,0.179308420679631,0,0,0,0,0,0,0,0,0,0.509805141557959,0,0,0,0,0,0,0,0.0852923008944595,0,0,0.00619740106080154,0,0.0839190407179463,0,0,0,0,0,0.0239484796164834,0,0,0,0,0.0178600438866694,0,0,0,0,0,0,0,0,0,0,0,0.113405381653865,0,0,-4.33680868994202e-19,0,-0.0209790503847043,0.0373452957602016,0,0,0,-0.00163168202261086,0,0
X601991.SH,0,0.0407671334532859,0,0,0,0,0,0,0,0.110361356027032,0,0,0,0,0,0,0,0.0606343161018403,0,0,0,0.17990584268587,0,0,0.0362318935659245,0,0,0,0,0.0508946412157481,0,0.0173445070285403,0,0,0.0600911480396497,0,0,0.0495550912007568,0,0,0.0707730771670257,0,0,0,0,-0.0206593084380268,0,0,0,0,0,-0.0111530500102175,0.00649861743291444,0,0,0,0,0,0
