,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600489.SH,X600111.SH,X600886.SH,X600623.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X000408.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600549.SH,X000898.SZ,X000983.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X002460.SZ,X002407.SZ,X000060.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0513845362862547,0,0,0,0,0,0,0,0.031392705400676,0,0,0,0,0,0.0128162528210202,0,0,0,0,0,0,0,0,0,0,0,0,0.0367627665838542,0,0,0,0,0,0,0,0,0,0,0.104333304035736,0,0.00364475443852872,0,0,0.0168032555357279,0,0,0,-0.00671956523343036,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.00204105129193985,0,0,0,0,0.0511319906969148,-0.0379210262780922,0,0,0.0340950052476513,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.000791699511331801,0,0,0.0348957874454051,0,0,0.0677916039402175,0,0,0,0.0251343158036453,0,0.0460772681953122,0,0,-0.011874389561856,0.0398124563079099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.194561038843082,0,0,0,0,0.0426919673183231,0,0,0,0.121433179749535,0,0.0451549202932373,0,0,0,0,0,0.0144975738745841,0,0.0149459916615363,0,0,0.0033340111768295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395644967660667,0,0,0,0,0,0,0,0.0530667926684332,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.10623496867972,0.00603975710422415,0,0,0,0,0,0,0.096392712549547,0,0,0,0,0,0,0.198862386448737,0,0,0.0921093803360991,0,0,0,0.0077868972872085,0,0,0,0,0,0.121718453416875,0,0,0,0,0,0.0424114476955747,0,0,-0.0575187422104714,0,0,0.0347581641082603,0,0,0,0,0.00325941394432272,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.117513793392535,0,0.0997089873340005,0,0.0130003069997921,0,0,0,0,0,0,0,0,0.475395163269463,0,0.0183422797854869,0,0,0,0,0,0,0,0,0,0,0,0.0470733145366603,0,0,0,-0.0831889495765847,0,0,0,0,-0.0300010632930147,0,0,0,0.0453530319698955,0,0,0.0213686788585425,0.0251199988001733,0,0,0,0,0,0,0,-0.0209784938519953,0
X600585.SH,0,0,0,0.0319553915598284,0.154021589470842,0,0,0,0,0,0,0,0.10985366044983,0,0,0,0,0.00873599920980983,0,0,0.0950525841695328,0,0,0,-0.0227992142665058,0,0,0,0,-0.115436725865779,0,0,0,0,0,0.120683525168933,0.0570780305743887,0,0.0516763456220584,0,0,0,0,0,0.0133001194510413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0835361280318934,0,0,0,0,-0.0129632110539654,0,0,0,0,0,-0.0234222399494357,0,0,0,0,0.0968573490309544,0,0,0,0.155853314575104,0,0,0,0,0.00464042684272351,0,0,0.000901955822151642,0.016717009087075,0,0.0418085530958624,0.0208557114839646,0,0.110787602919257,0,0,0,0,0,0,0,0,0,0,0,0,0.0166878904239558,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0289970342332617,0.0892115016983049,0,0,0.0529170652349021,0,0,0,0,0.0347595097042364,0,0.0256687440651115,0,0,0,0,0.0521036041393174,0,0,0,0,0,0,0,0.108885295334656,0.0959581172495324,0,0.140301397021537,0,0,0,0.0161662168845445,0,0,0,0.108082671700394,0,0.0134981732817569,0,0,-0.0238278876103656,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623440458722957,0,0,0.116297045019225,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0507897779421676,0,0,0,0,0,0,0.048291776741479,0,0.209459182408798,0,0,0.0252719086734231,0.138450801930607,0,0.0583972439937557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0113166656538908,0,0,0,0,0.497892445201302,0,0,0.11571263829933,0,0,0,0,0,0.0462942958262532,0,0,0,0,0,0,0,0,0,0.0251822435585997,0,0,0,0,-0.0274332465764807,0,0,0,0,0.113621930475886,0,0,0.0792304223412491,0,0.0216862194764968,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0059982780375117,0.0726473881389734,0.0197018414249263,0,0.00253606304452861,0,-0.00712404857487925,0,0,0.0170751408126357,0,0,0,0,0,0,0.0386208865684327,0,0,0,0,0,0,0,0,0,-0.00981324707216515,0,0,0.00368728938387122,0,0,0,-8.67361737988404e-19,0,0.0683687461452881,0,0,0.0461304186401944,0.037395230483572,0,0,0,0,0,0,0,0,-0.0111136638799435,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.118821175268464,0,0.0626207200078169,0,0,0,0,0,0,0.19497554507446,0,0,0,1.73472347597681e-18,0,0.091138331797338,0,0.0549800981193321,0,0,0,0,0.0329735396414363,0,0,0,0,0,0,0.115931258810628,0,0,0,0,0,0,0,0,0,0.160234404321103,0,0,0,0,-0.0747611817103137,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.144265801251357,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0249672384588321,0,0,0.0763224428824378,0,0,0,0,0,-0.0162356290119922,0,0,0,-0.107209625906189,0,0,0,0,0,0.0980589355155037,0,0.50820446242076,0,0,0,0,0,-0.0339510012728728,0,0.109168217914702,0,0.0986940036202603,0,0,0.0710599786523951,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0657462650643318,0,0,0,0,-0.0495726887085677,0,0,0,0,0,0,0,0,0.0254600488595382,0,0,0,0,0,0.0323659502364493,0.067099452381916,0,0,0,0,0,0,0,0,0,0.0699132319258465,0.0425930755554642,0,0.0678003642796339,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141279717413239,0.0419988252009259,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0365495520536044,0,0,0,-0.00655480319806027,0,0,0.0733190425988062,0,0,0,0,-0.0140718876013022,0,0.224958041882749,0,0,0,0,0,0,0,0,0,-0.000464432427316247,0,0,0,0,0,0,0.0245343175526808,0,0.00864212786746879,0,0,0,0,0,0.009511938501483,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.200711114446969,0.117196579246542,0,0,0,0,0,0,0,0,0.129926318158573,0.146519831707644,0,0,0,0,0,0,0,0,0.0908354236975769,0,0,0,0,0,0,0,0,0.0300008807644078,0,0.0486621296075492,0,0,0,0,0.285058712513505,0,-0.12257314677948,0.00827421767765354,0,0,0,0,0.0742270621770305,-0.00859064275718702,0,0,0,0,0,0
