,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X600111.SH,X601600.SH,X000301.SZ,X600886.SH,X600010.SH,X600188.SH,X600011.SH,X002466.SZ,X600176.SH,X600426.SH,X000932.SZ,X600803.SH,X600801.SH,X601991.SH,X600352.SH,X000898.SZ,X600219.SH,X600795.SH,X600489.SH,X000027.SZ,X600315.SH,X600688.SH,X600157.SH,X000807.SZ,X002080.SZ,X000825.SZ,X600486.SH,X000723.SZ,X600516.SH,X600027.SH,X601168.SH,X002353.SZ,X300037.SZ,X600299.SH,X000883.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.359895163395938,0,0,0,0,-0.0360017552498606,0,0,0,0,0.072871779329343,0,0,0,0,0,0,0.014888063590787,0.0124971291096607,0,0,0,0.0135735443563191,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0229252630372067,0,0,0,0,0,0,0,0,0,0,0.0465753793893696,0,0,0,0,0,0,0.000262681526480304,0,0,0,0.00795480400110231,0,0
X600028.SH,0,0,0,0,0,0,0,0.0583404215256151,0,0,0,0,0,0,0,0.0112412174189724,0,0,0,0,0,0.014808055866526,0,0.138624518949015,0,0,0,-0.0909026010300213,0,0.120168355985041,0,0,0,0,0,0,0,0.137882211312304,0,0,0,0,0,0,0,0,-0.0238386112529029,0,0.0316631424526427,0,0,-0.00306127533769019,-0.0129573254317677,0,0,0,0.00445198675586837,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.111862503340384,0,0,0,0,0,0,0,0,0,0,0.0931406358010394,0.10984206576236,0,0,0,0,0,0,0,0,0,0,0,0,0.0262833749989233,0,0,0,0.132502252203548,0,0,-0.00919509322615511,0,0.00632443246315222,0,0,0,0,0,0,0,0,0.0168687850083174,0,0,0,0,0.0123654551628269,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.223454294711283,0,0,0,0,0.092622223779626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525730972605658,0,0,0,0,0.0525800887006157,0,0,0,0,0,0.132564800384984,0,0,0,0.18747449165276,0,0.00932956587885617,0,0,0,0,0,-0.0708995245130383,0,0,0,-0.0198188719137197,0,0
X600585.SH,0,0,0,0,0,0,0.032589968064925,0.0300106887766378,0,0,0,0,0,0,0,0,0,0,0,0.0690663158996643,0,0,0,0,0.0526367374630258,0,0.14345340562409,0,0,0,0,0,0,0,0.0193991366025411,0,0,0,0,0,0.0112506310447469,0,0.0512308580697728,0,0.0419271439052531,0,0,0,0,0,0,-0.0100888962223722,-0.0158758283735519,0,0,0,-0.0182809474778962,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401784245879281,0.0405160633311319,0,0,0,0.118760090065197,0,0.117290436901275,0,0,0.358281515212914,0.0428944673373374,0,0,0.0154726079872925,0,0,0,0,-0.0181799985433785,0,0,0,0.0409737814140718,0,0.281760179431704,0,0,0,0,0,0,0,0,0,0,0,-0.00047746431048538,-0.00728219846886134,0,0,0,-5.42101086242752e-20,0,0
X002271.SZ,0,0,0,0,0,-0.208801259476039,0,0,0,0.0260620334042281,-0.0133999820604779,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0572736690505022,0,0.0158198018459733,0,-0.13660400154307,0,0,0,0,0,0,0,0.176560524541235,0.0312402171327535,0,0,0,0,0.0570882664705862,0,-0.00518147157433679,0,0,-0.0349526010093692,0,0,0,0,-0.0529860749669078,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0606368324018342,-0.0467021331982058,0,0,-0.335206465171574,0.356466032784159,-0.0185508885236478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135691334108441,-0.306399616571951,0,0,0,0,0,0,0,0,0,0.0419269437499014,0,0,0,0,0,0,0.25495755119715,-0.0961077272498426,0,0,0.334840553256699,-0.329373800937097,0,0,0,-0.00714816524597421,0,0
X002460.SZ,0,0,0,0.00242213597246035,0,0,0,0,0,0.165077789914224,0,0.00391778112242738,0,0.169328501784913,0.143907915779648,0,0.242202051879239,0,0.00892168163140596,0.0923846837593011,0,0.47366269311927,0,0,0,0.0359103586183642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204752218294498,0.0862946674433695,-0.0298461921122877,0,0,4.33680868994202e-19,0,0,-0.0179621704707077,0,0,0,0,0,0,0,-0.00167764591682846,0,0
X600660.SH,0,0,0,0,0,0,0.169862699061004,0,0,0,0,0.1118103528708,0,0,0,0,0,0,0,0,0,0,0.00567078956014183,0,0,0,0,0,0,0,0,0,0,-0.0104540661453603,0,0,0,0,0,0,0.204669995478284,0,0,0,0,0,0.0411741223319882,0,0,0,0,-0.000560035064564153,-0.0344379660083865,0,0,0,-0.0398142866996542,0,0
X601898.SH,0,0,0,0,0,0.0785751384208364,-0.0394367845505827,0,0,0,0,0,0,0,0,0,0,0,0.0557476957450295,0.0018301609126409,0,0,0.153366313929643,0,0,0,0,0,0,0,0.0561608443880932,0,0,0,0,0,0.208315109264761,0.0457654394672712,0,0,0,0.0342293532708209,0,0,0.0384686977043475,0.0833998949207048,0,0,0,0,0,0,0.0384235277160683,0,0,0,0.0471683295961115,0,0
X600362.SH,0,0,0,0,0,0,0.0859778622539158,0,0.0534257544358057,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0090667422079792,0,0,0,0,0,0.078447365410407,0,0,0,0,0,0,0,-0.0931163481222357,0,0,0,0,0.11525410980157,0.0312313494481145,0,0,0,0,0.625460211366343,0,0,-0.224529197042164,0,0,0,-0.0188529726321421,0,0,0,0,-0.0348492968758234,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0179332601390987,0,0.0262123996895242,0,0,0.200114627125073,0,0,0,0.0321977534954381,0,0,0,0,0,0,0,0,0.0297300956817539,0,0,0,0,0.18167031937475,0.117848519553215,0.0516517600971422,0,0.044085818994721,0,0,0.0937392841958515,0,0,0,0,0,0,0,0,0.0332097816341523,0,0,-0.00347859169271832,0,0,0,0,0.00412418991177796,0,0
