,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X600352.SH,X000898.SZ,X601158.SH,X000792.SZ,X600157.SH,X600660.SH,X000629.SZ,X000027.SZ,X600547.SH,X600489.SH,X002353.SZ,X000539.SZ,X600808.SH,X600008.SH,X600021.SH,X000825.SZ,X600549.SH,X600307.SH,X000060.SZ,X000630.SZ,X600219.SH,X000831.SZ,X600578.SH,X601699.SH,X002470.SZ,X002004.SZ,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.430172541899586,0,0,0,0,0,0,0,0,0,0.221790156833818,0.0315060708153939,0,0,0,0,0,0,0.0835148020844995,0,0,0,0,0,0,0,0,0,0.0290145335391327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251570760697878,0,0,0,0,0,0
X600028.SH,0.336881058790631,0,0,0,0,0.16178117459134,0,0,0.148689921075411,0,0,0,0,0,0,0,0,0.0255363342234198,0.153290139754794,0,0,0,0,0,-0.0589740633248791,0,0,0,0.139367361735402,0,0.00140980656949944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.024188731202431,0,0,0,0,0,0,0.387016823868952,0,0,0,0,0.187842702188496,0,0,0.0300420099026197,0,0,0,0.0432013167484209,0,0,0,0,0.0532729977924583,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0231165941404062,0,0,0,0,0,0,0.022892677669725,0,0.00456465411660272,0,0.188379667123272,0,0,0.00383410597223275,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,-8.67361737988404e-19,0,0,0,0.114200487608448,0,0,0,0,0,0,0,0,0,0.000763551353456128,0,0,0.287548315783161,0.165407574959943,0,0,0,0,0,0,0,0,0.0802297559817035,-0.0305558757608555,0,0,0,0,0,0,0,0,0.0271818342283969,0,0,0,0.0518425544685906,0,0,0,0,0,0.0878630014758953,0,0,-0.00210521027358741,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.127745653009647,0,0,0,0.10418708506001,0,0.0474287649494912,0,0,0.225195627659357,0,0.156793046938478,0,0,0,0,0,0,0,0,0,0.00611208963844917,0,0,0.0628355600398603,0,0,0,0,0,0,0,0,0.0658245131865019,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.068208130607896,0,0.21452416063239,0,0,0.02636032317367,0,0,8.67361737988404e-19,0,0,0,0.479435195708675,0,0,0,0,0,0.0162926332890408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755959378328451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.40043586293232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0827273270360849,0,0,0,0,0,0,0,0.185912714584944,0,0,0,0,0,-0.0638520492565973,0,0,0,0,0.266676355215728,0,0.101714888780771,0,0,0,0,0.142842081646852,0.107521332496732,0,0.00413207553806463,0.0915285752704577,0,0,0,0,0,0
X601898.SH,0,0,0.284148950972115,0,0,0,0,0,0.203954363474969,0,0,0.0641514705138601,0.0368790781781027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197917387417215,0,0.170858594014947,0,0,0,0,0,0,0.0420925802409474,0.0820677895204044,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.266911018190005,0,0,0,0.185605231947826,0,0,0.218513719550484,0.0122068830762839,0.217734476067744,0,0,0,0.0477293682724378,0,0,0,0,0,0,0.139984659275169,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0537112444283816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.310912751648604,0,0,0.117578059824613,0,0,0,0,0.177134639477232,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.18520957569903,0,0.0180631897481566,0,0,0,0.0674856350556082,0,0,0,0,0,0,0,0,-0.0257368223288254,0,0,0,0,0,0,0
X600795.SH,0,0.016019577514569,0,0,0,0,0,0,0.248979641728053,0.244867567852917,0,0,0,0,0,0,0.072011866081974,0,0,0,0,0,0,0,0,0,0,0,0.0127682721433537,0,0,0,0.0605339743432678,0.128735742021987,0,0.0451848273277654,0.0538089863378218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.0501768371693543,0,0,0,0.0534231052140208,0,0,0,0.00920841751864644,0.372218286984168,0,0,0,0,0,0,0,0,0,0.0501607884497449,0,0,0.120215848796927,0,0,0,0,0,0.160438555303662,0,0,0,0,0,0,0,0,0,0,0,0,0.0317778614119809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.271602994219603,0,0,0.149310079253529,0,0,0.0458778788435827,0,3.46944695195361e-18,0,0,0,0,0.15513601856228,0,0,0,0,0.0547020307136763,0,0,0,0,0,0,0,0,0.0379621829517905,0.141942280749762,0.141096461274611,0,0,0,0,0,0,0,0.0869964544541193,0,0,0.0286415253122584,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0773837174920223,0,0,0,0,0,0,0,0,0.121645261699367,0.00401300336267019,0.0939215903488144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036138699198595,0,0,0,0,0,0.10701694305203,0,0,0,0,0.119255697385891,0,0,0,0,0,0,0,0,0
X600111.SH,0.0982424351820183,0,0,0,0,0,0,0,0.189512328246068,-3.46944695195361e-18,0,0.0176080892463793,0,0.0869549452576895,0,0,0,0.0865642430031387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626507449866545,0,0,0.00719460029662914,0,0.0694045619671871,0,0.0180756313636029,0,0,0,0,0,0,0,0.00745536727552435,0.0778551888510709,0,0,0,0,0,0
X600688.SH,0.168018588872893,0,0,0,0,0,0,0,-0.0997121064358091,0,0,0,0,0,0,0,0,0,0.114278031648661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185119798777486,0,0,0.500303894880743,0,0,0,0,0,0,0,0.0862597727202832,0,0,0,-0.0239920182158145,-0.0508412008363868,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.283066764307478,0.0103424432245832,0,0,0.19704984128402,0.242476292372411,0,0,0,0,0.0427592381072951,0,0,0,0,0,0,0,0,0,0,0,0,0.0732161078320225,0,0,0,0,0,0,0.0141910664391681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0.0334790550561394,0,0,0,0.166072972081268,0,0,0,0,0,0,0,0.0168930609080944,0,0,0,0,0,0.0840011671022074,0,0.00147879559667634,0.10061305087244,0.0725768147022838,0,0,0,0,0.0277613509035489,0,0.0430054193412394,0,0,0,0,0,0,0,0,0,0,0,0,0.0572928409443546,0,0,0,0,0,0.120014673234009,0,0,0.056961593898097,0,0,0,0,0,0
X600583.SH,0.036926193124547,0.0739700673951585,0,0.22398269213522,0,0,0.0643667256420245,0,0.180785265330154,0.105814508150689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15884579571342,0,0,0,0,0,0,0,0,0.0122299877998971,0,0,0,0,0,0,0,0,0.0701421714826039,0,0,0,0,0,-0.0487843543580753,0.00758060478963341,0,0,0,0,0,0
X600309.SH,0,0,0,0.242979274387919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266120510397455,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.213571330024796,0,0,0,0.0499790252687021,0.248321762877806,0,0,0,0.0432221530929023,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0996593255004723,0,0,0,0,0.0794111873226027,0,0,0,0,0,0,0.0531022443673145,0,0.0211330162698618,0,0,-0.0176759009566512,0.440266642627866,0,0.0186891118945377,0,0,0,4.33680868994202e-19,0,0,0,0,0.1764324152878,0,0,0,0,0,0,0,0,0,0.0816368126495567,3.46944695195361e-18,0,0,0,0,0,-0.0211632980593201,0,0,0,0,0,0,0
