,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X000786.SZ,X600219.SH,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000807.SZ,X600801.SH,X600688.SH,X000825.SZ,X002353.SZ,X000932.SZ,X000983.SZ,X600352.SH,X000630.SZ,X600027.SH,X300073.SZ,X000959.SZ,X601699.SH,X600489.SH,X600157.SH,X000960.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0082654880673972,0,0,0,0.0465037321254469,0,0,0,0,0.0897180512842217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236120520473287,0,0.155627350571552,0,0,0.0188231700201481,0,0,0.058247918745446,0,0,0,0,0,0.00757422340984015,0,0,0,-0.0241334132421905,0,0,0,0,0,0
X600028.SH,0.128692891838682,0,0,0,0,0,0,-0.0422785332661333,0,0,0,0,0,0.00195150475945713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00520803232988958,0,0,0.0508666814223468,0.0899785448368458,0,0,0,0.0483837017696988,0,0.0397503821681683,0,-0.0362532964588699,0,0.0556997525995075,0,0,0,0,0,-0.00499479314107104,0,0,0,0,0,0,0
X601088.SH,0.192369080091337,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.139256887140904,0,0,0,0,0,0,0,0.0795763153864325,0,0,0,0,0,0,0,0,0,0.153347957060483,0,0,0,0.333682206932541,0,-0.0695504391280153,-0.0207322207065626,0,0.0244815250586147,0.0353957788537757,0,0,0,0,0,0,0.000916841766853127,0,0,0,0,0,0
X600309.SH,0.0219317427660683,0,0,0,0,0.0479236218093032,0,0,0,0,0,0,0.15312668061182,0,0,0,0,0.0732600289397194,0,0,0,0,-0.0646922901497634,0,0,0,0.0558891663583145,0,0,0.153908880023553,0,0,0,0,0,0,0.0400480783651163,0,0,0.0288651160691698,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150026250391308,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552614497481211,0.0223841661752139,0,0,0,0,0,0,0,0,-0.0023874465240937,0.0808489477819147,0,0,0,0,0,0,0.475255022306741,0,0,0,0,0,0,0,0,0,0.0148221173639369,0,0,0,0,0.0245193882465022,0,-0.00372428716031131,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.191354633444593,0,0,0.328070629076954,0,0,0,0,0.0489139862789113,0,0,0,0,0,0,0,0,0,-0.20757756544778,0,0,0.0281762384726894,0,0,0.297166775364474,0,0,0,0,0,0,0,0,0,0,0,0.29220541721095,0,0,0,0,0,0.0275461678030833,0.0442130059183375,0,0,0,0,0,-0.00682943343950004,0,0
X000792.SZ,0,0,0,0,0,0,0,0.25457881814465,-3.46944695195361e-18,-0.0851696979506146,0.388067120136721,0,0,-0.0430140198056989,0,0,0,0.228215694654767,0,0,0,0,0,0,0,0.11400543172756,0,-0.0465221358087542,0,0,0,0,0,0,0,0,-0.334916591964142,0,0,0,0,0,0.12480011144927,0,0,-0.10410398426061,0,0,-0.0768638349019638,0,0,0.00946988919939263,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.142972982602553,0.0487208676379412,0,0,0,0.225770669228422,0,0,0,0.153323393748071,0,0.285874289899037,0.0626973848665894,0,0,0,0,0,0,0,0.0256628584528005,0,0,0,0,0,0,0,0.0803626826150557,0,0,0,0,0,0.062907737727261,0,0,0,0,0,0,0,0,0,0.0473146014388476,0,0.00235293989424523,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.11444179549612,0.0820228068679764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144287049039339,0,0.0559573660731932,0,0.23265991777668,0,0,0,0.00356100990714025,-0.00874198233738102,0.127477485212401,0,0,0,0.125846725126677,0,0,0,0.000895653385273578,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0117821096649722,0,0,0,0,0,0,0.103891931006423,0,0,-0.0683973964110207,0,0,0,0,0,0.151695884489839,0,0,0,0,0,0,0.204757476966442,0,0.204171553285726,0,0,0,0,0,0,0,0.420999296058425,0,0,0,0,0.0039765247269691,0.256480660668642,0,0,0,0,0,0.0254203836348825,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.288106945459452,0,0,0,0,0,-0.208561659543771,0,-0.0951956934919281,0,0,0,0,0,0,0,0,0,0,0,0,0.32626496875505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368747630616156,0,0,0,0,0.0801905161678843,0,0,0,-0.00648160582273214,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0836324296444251,0,-0.019214429355333,0,0,0.0841562949596237,0,0,0.129921411873334,0,0,0,0.205086020696309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608962080610254,0,0,0,0.21036108791759,0,0,0,0,0,0,0,0,0,0,0.0363503556251362,0,0,-0.152346376747004,0.0238260241628253,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0.0280998726997513,0,-1.73472347597681e-18,0,0.0331436874181783,0,0,0,0.0202014482936473,0,0,0,0,0,0,0,0,0,0.244967742332553,0,0,0,0.447782509968689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420908292584475,0,0,0,0,0,0
X600011.SH,0,0,0.247542669367601,0,0,0,0,0.110413221612414,0,0,0,0,0,0,0,0,0,0.145113207029023,0,0,0,0,0.207972075307631,0,0,0.0689631900076354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958784788879193,0,0,0.36583629709441,0,0.0116715342670353,0,0,0.118517280628711,0,0,8.67361737988404e-19,-0.0127132771418312,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0338093230112507,0.169544457795962,0,0,0,0,0.0564262902242272,0,0,0,0,0,0,0,0,0,0,0,0,0.0303116962907917,-0.00667190369198512,0,0.0446466113966062,0,0,0,0,0,0.0103314544939292,0,0,0,0,0,0,0,0,0,0.0622749038184887,0.151163519534629,0,0,0.0932289717394985,0,-0.00394387509709076,-0.0713546548244596,0.0445874826113272,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.282415079570179,0,0,0,0,-0.102365564060104,0,0,0,0,0,0,0.0357305553927255,0,0,0,0,0,0.222237088933807,0,0,-0.151615411954822,0,-0.020518946902483,0,0,0,0,0,-0.0344158999527562,0,0,2.16840434497101e-19,0,0,0,0,0,0.00247618404552378,0,0,0,0,0,0,0,-0.0507477114242596,0,0,0,0,-0.0388545005511911,0,0
X600010.SH,0,0,0,0,0,0,0,0.144910061738244,0,0,0,0.218882841839704,0,0,0,0,0,0,0.115243308276438,0.0227252363488276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592442109058588,0,0,0,0,0,0,0,0,0,0,0,0,0.0195453099566855,-0.0679089123271917,0.1584035215202,0,0.0292501409078933,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.188840960302662,0.0366066261372852,0.0809060414628318,0,0,0,0,0,0,0,0,0,0,0,-0.0114215913790936,0,0.821751277144752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871607107140688,0,0,0,0.0642407530247114,0,0,0,-0.0149463778873826,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138856271549275,0.13792617725255,0,0,0,0,0,0,0,0,0,-0.0127960508496192,0.00762499024499054,0,0,0,0,0.627072272665499,0,0,0,0,0,0,0,0,0,0.031983170956947,0.057981516318332,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0257466870360639,0,0
X601898.SH,0,0,0,0,0,0,0,0.0277610902337338,0,0.22984794028693,0,0,0,0,0,-0.0741745789888194,0.0513983712134916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424085268438286,0,0.0359672677757987,0,0,0,0,0,0,0,0,0.180702533173327,0.163848934869023,0,0,0.117134237447617,0,0,0.00879858688986326,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0333656041801349,0,0,0,0,0,-0.0381314098927657,0,-0.0600821802785042,0.0621713935228239,0.0522828116485333,0,0,0,0,-0.0843584902789883,0,0,-0.0726016080000514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370910054346815,0,0,0.948726493117176,0,0,0,0,-0.076407439178251,0.0426709227513929,0,0,0,-0.0377226260736359,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198632549746336,0,0,0.0254257068873213,0,0,0,0,0,0,0,0,0,0,0.0389242324708675,0,0,0,0,0,0.0503345122503401,0,0,0.0374511381456872,0.0493112596642652,0,0.0599633881559836,0,0.382040475125146,-0.0192231197069944,0,-0.0164404068024419,0,0,0,0,0,0,0.00174047373826824,-0.0111265282385029,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0320231644704608,0,0,0,0,0.048824198103124,0,0,0,0.250911762703062,0,0,0,0,-0.0369498912482858,0,0,0,0,-0.0460141436557693,0,0,0,0,0,0,0.312197337636791,0,0.188584500587385,0,0,0,0,-0.0808664371301327,0,-0.0532771735912414,0,0,0.0212137035697802,0,0,0,0,0,0.00958472280094672,-0.00839787620026186,0,0.00794858728258796,-8.67361737988404e-19,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0372818121789701,0,0,0,0,0,0,0,0,0.107830101776827,0,0.0830451347168459,0,0,0,0.149058792788834,0,0,0,0.0454115590325637,0,0,0,0,0,0,-0.147911004367398,0,0,0,0,0,0.22932949280235,-0.0308839301927374,0,0,-0.0256127956216822,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0413196131768859,0,-0.0437718232384427,0,0,0,0.0771290365916294,0,0.00744146401723658,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00543722240429765,0,0,0,0.278469352749821,-0.0411050555731209,0,0,0.175351412509702,0,0,0.101090715320121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022348107502416,0,0,0.00293143058704022,0.0116463992989636,0,0,0,0.00593672450422942,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.391769552562954,0,0,0,0,-0.124830395104173,0,0,0,0,0,-0.0842674400746107,0,0,0.197639870548734,0,0,-0.154155151627942,0,0,0,0,0,-0.0903807358156026,0,0,0,0,0,0,0,0,0,0.0667897781519586,0,0,0,0,0,-0.143401500727059,0,0,0.185289731024098,-0.168660009003386,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0.425145564911166,0.254668813131114,0,0,0,0,0,0,-0.166037185105519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606877447292022,-0.0282414262273877,0,-0.192711453932176,0,0,0,0,0.104888881639121,0,-0.0565409965222942,0,0,0,0,0.107036110635488,0,0.00897974534882823,0,0,0,0,-0.0278572278456683,0,0
X000786.SZ,0,0,0,0,0.245782248010018,0,0,0,0,0,0,0,0.348279997560981,0,0,0,0,0,0,0,0,0,0,0.208182753520012,0.0528477955075349,0.153037567087429,0,0,0,0,0,0,0,0.196368842388253,0,0,0,0,0,0,0,0,0,0,0,-0.12593871721514,0,0,0,0,0,0,0,0,0,0,0.0169422388025241,0,0
X600219.SH,0,0,0,0,0,0.0348629875850941,0,0.0315510013452875,0,0,0,0,0.105348799845625,0,0,0,0,0.0236438632642206,0.377801860259286,0,0.0294858005285656,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.157732164225817,0.0579964341541592,0,0.0700705191595452,0,0,0,0.0343466485667703,0.0171071295001726,0.0313588025251658,0.0636925474821546,-0.0480871115406454,0,0,0,0,0,0
X600803.SH,0,0,0,0,-0.200761784110696,-0.0254683664252562,-0.0414004078561511,0,0,0,0,0,0,0,0,0,-0.145349670359963,0,0.0877793028245348,0,0,0,0,0.0781701400212292,0,0.14972921850616,0,0,0,0,0,0.0507505757929764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474045318850743,0,0,0.0140257358182195,0,0,0,0,0.00468047332054165,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584656085933,0,0,0,0,0.034920856821336,0,0,0,0.406556133898255,0,0,0,0,0,0,0,0,0,0.162565627772959,0,0,0,0,-0.0277887634466429,0,0.0142299617823671,0,0,0.0775356147982646,0,0.170004363711413,0.035717110951182,0,-6.93889390390723e-18,0,0,-0.0128826975361651,0.0516013757610532,0,-0.281910947954275,0,0,0.0588730265545081,0,0
X002080.SZ,0,0,0,0,0,0.244597331242743,-0.0419752261102423,0,0,0.0594183644469266,-3.46944695195361e-18,0,0,0,0,0,-0.0261697141057483,0.0980626589648983,0,0,0,0,0,0,0.343544744807485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151368353301598,0,0,0,0,0,0,0,0.0829092225876207,0,0,-0.0126510425755149,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0223719613402454,0,0,0,0.124167340951731,0,0,0,0,0,0,0,0,0,-0.0344173436759775,0,0.0246578426565462,0,0,0,0,0.142278075056403,0.0202214597175118,0,0,0.0834596203735445,0.0337906928739854,0,0,0,0,0,0.127707319907605,0.290298496820858,0,0,0.010981118473706,0,0,0.100883696725351,0,0,0.0156169747065828,1.73472347597681e-18,0,0,0,0.0199536413696655,0,0
X000807.SZ,0,0,0,0,0,-0.182028234873697,0.135577500628589,0.116844877127958,-0.0546325340300998,0,0,0,0,0,0,0,0,0,0.295495579686806,0,0,0,0,0,0,0,-0.123920864214166,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.213135008830085,0,0.207960232768586,0.0372549201513147,-0.019084071372924,0,0,0,0,0,0.283676686589011,0,0,-0.0232340482195337,0,0.0846458917678334,0,0,0,0
X600801.SH,0,0,0,0,0.613850178475619,0,0,0,0,0.0370717086502117,0,0.288810184950834,-0.0375654117773222,0.0495608203333832,0.206245988185793,0,0.0597529634553129,0,-0.154083400217708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983255198292178,0,0,0,0,0,0,0,-0.0514843156986338,0,0.0879854001167993,0,0,-1.38777878078145e-17,0,0,0.023460907775727,0,0,0,0,0,0,0
X600688.SH,0.0631270222067174,0,0,0,0,0,0,0,0,0,0,0,0,0.0766577369824258,0,0,0.11887936162216,0,0.0436637294570299,0,0,0,0,0,0,0,0.0587386521036176,0,0,0,0,0,0,0,0,0,0.107087844283826,0,0,0,0,0,0,0,0,0,0,0,0.192782750653058,0,0,0.0513577687438903,0,0,0,0,0.0495094365097887,0,0
