,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X600795.SH,X601992.SH,X002466.SZ,X600688.SH,X600362.SH,X600188.SH,X600111.SH,X601991.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X600660.SH,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600808.SH,X600339.SH,X000959.SZ,X600489.SH,X000723.SZ,X600549.SH,X000983.SZ,X600219.SH,X600352.SH,X002092.SZ,X601699.SH,X000807.SZ,X000553.SZ,X000408.SZ,X601158.SH,X000630.SZ,X600299.SH,X000883.SZ,X000792.SZ,X600008.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0765683768804672,0,0,0,0,0,-0.0292287702576335,0,0,0,-0.00403276599172249,0,0,0,0,0.0177008271512606,0,0,0,0.0130722695546399,0,0.0242006788660965,0,0,0,0,0,0,0,0,0,-0.00132575463359436,0,0,0,0,-0.0319506220340528,0,0.0119695439715035,0.0670997344843142,0.0156109117384624,0,0.0545434866734053,0,0,0,0,0,0,-0.00807980790732535,0.012915263285748,0.0296193955230651,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.161080475166682,0,0,0.0700768885829032,0,0,0,0,0,0,0,0,0,0,-0.0224311572554031,0,0,0,0,0,0,0,0,0,-0.000952589587860361,0,0,0,0,-0.01120049140154,-0.0225953620197315,0.1298391676032,0,0,0,-0.124996457452823,0,0,0,-0.038313836790444,0,0,-0.0272093070095428,0,0,0.00308313005151194,0.000483780540790142,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,1.35525271560688e-20,-0.0203128477422088,0,0,0,0,0.00376355638507112,0,0,0,-0.00171452595883773,0,0,0,0.002820725630035,-0.00247411533329867,0,0,-0.00205483927216075,-0.0189328343884,0,0,0,-0.00565340677965054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148059334171149,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0.138302895527593,0.123224230722391,0,0,0,0,0,0,0.0309647013009815,0,0,-0.0680523305030674,0,0,0,0.0484354596269382,0,0,0,0,0.267392860236828,0,0,0,-0.0272784089888015,0,0.00765226377983159,0,0,0,0,-0.00968648452945683,0,0,0,0,0,0,0,0,0.222627407806737,-0.060498861469896,-0.0112101530028335,0.000884799420522963,0,0,0,0,0,0
X600010.SH,0,0,0,0.0146783137218462,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.075774155439145,0,0,-0.0378050028621964,0,0,0,0.144887895302143,0.172125187877241,0,0,0,0.0176832049244545,0,0,0,0,0.195364862799633,0,0,0,0.158832584157994,0.0185741337229082,0.045175134096433,0,0,0,0,0,0,0,0,0,0,-0.00792627542859896,0.02075322794836,0,0,0,0,0,0
X600585.SH,0,0.45253366013737,0,0,0,0,0,0,0.0623920989185815,0,0,0.191013312623895,0,0.0484957993986446,0.169224091649937,0,0,0,0,-0.0730959760339007,0,0,0.165969901242514,0,0,0,0,0,0,0.0858928536247723,0,0,0,0,0,0,0,-0.0560548098936873,0,0,0,0.0806012620264844,0,0,0,0,-0.0965517009265117,0,0,0,0.00796233777140839,-0.0279213310517305,0,0,0,0,0,0
X601600.SH,0,0,0,0.0824736258185051,0,0,0,0,0.0321803211935908,0,0,0,0.0659038335351377,0,0,0.108735038267411,0,0,0,0.097056287301314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203911407127698,0,0.328179342120395,0,0,0,0.180936471558563,0,0,0,0,0,0,0,0,0.189772986283692,-0.0283705276956966,-0.00738435394860603,-0.00410831193386422,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0346247109230158,0,0,0,0,0,0.00632348439009042,0,0,0.115887557098421,0,-0.0316981584204871,0,0,0,0,0,0,0,0,-0.0673342288034806,0,-0.0642980777442948,0.0196753454248281,0,0,0,0,0.0925157226830806,0.134357454503144,0.0362544075447311,0,0,0,0,0,0,0,0,0,0,0,0.0196486097141369,0.00629107119325747,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0361716045842557,0,0,0,0,0,0,0.0484364069008564,0,0.0230027813628694,0.11799679722063,0,0,0,0.0195185804268328,0.0552888051170051,0,0.296273032789208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101686773470585,0,0.0953796827403829,0,0,0,0,0,0,0,0,0,0,-0.00505865670743663,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639452187878604,0,0.0146340056510686,0,0,0,0,0,0,0.20346568533281,0.00229662554543639,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.14004555238439,0,0,0,0,0.00196831835076545,0,0,0,0,0,0,0,0,0.296964909278648,0,0,0,0,0,0,0,0,0
