,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601898.SH,X601600.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X600688.SH,X600111.SH,X000723.SZ,X600801.SH,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600612.SH,X600176.SH,X600516.SH,X600299.SH,X600426.SH,X000709.SZ,X002460.SZ,X601158.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X000630.SZ,X000027.SZ,X600583.SH,X600315.SH,X000553.SZ,X601699.SH,X600985.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279859811699582,0.0785371430226944,-0.00608899146650443,0.0344996053305178,0,0,0,0,0,0,0,0,0.0329821830461915,0.0548050377377646,0.0626612007482025,0,0,0.023521213030042,0,0,0,0.0728591183280975,0,0.0305689364487258,0,0,0.0710344877014929,0,0,0,0,0,0,0,-0.00515553470060383,0.00586860583818226,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.069883632943719,0,0,0,0,0,0,0,0,0,0,0,0.0666575649111162,0.024107124960991,0,-0.045687314981258,0,0,0,0,0,0.0599902241335213,0,0,0,0,0,0.0603277900521751,0,0,0,0,0,0,0,0,0.0238690689723848,0,0,0,0,0,0,0,0,0,0,-0.0280568965372406,0.0253741283699815,0,0,0,0,0,0
X601088.SH,0,0,0,0.20964545843377,0.0394106379154777,0,0.0206518154688135,0,0,0,0.0738795599045604,0,0,0,0,0,0.12918452894718,0.0437632511645523,0,-0.0366577960713547,8.67361737988404e-19,0,0,0,0,0,0.0455260770841303,0,0,0,0,0,0,0,0,0,0,0.171245431443586,0,0,-0.12106106130864,0,0,0,0,0,0,0,0,0,0,0,0.0264580948079309,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490833084069147,0,0,0,0.378908609374115,0,0,0,0,0.298468744190389,0,0,0,0,0,0.0237845009211568,0,0,0,0,0,0.0319175635411167,0,-0.00738492734811478,0,0,0,0.00329845545057958,0,-0.0532511958238605,0,0,0.0163681450003289,0,-0.0112179593522095,0,0,0,0,0.047020141732132,0,0
X600309.SH,0,0,0,0,0,0,-0.0291455883002897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649951341912644,0,0,0,0,0,0,0,0,0,0.192115448535629,0,0,0,0.0740837389317715,0,0,0.0593960823207685,0,0,0,0.140768631370867,0,0,-0.0325107930615479,0.324109728371022,0,0,0,0,0,-0.00418761930157308,0.0334151929550978,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.17628627091007,0,4.33680868994202e-19,-0.0635798818808241,0,0,0,0,0.143399419877844,0,0,0,0,0.0159768258076408,0,0,0,0,0,0,0.00268673940107641,0,0,0,0,0,0,0,0,0,0,0,-0.0335415043211406,0,0.145714827848038,0,0,0,0,0,0,0.114554640844387,0,1.38777878078145e-17,0.0928789859607372,0,0,-0.0111329785653427,0.00671129569533639,0,0,0,0.037630852257537,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.144121028957506,0,0,0,0,0,0,0,0,-0.181611780068446,0,0,0.69501656915395,0,0,0,0.038963364317597,0,0,0,0,0,-0.0370519724920418,0,0,0.184620398837216,0,0,-0.0234883129032212,0,0,0.0383082277046731,-0.344253658600572,0,0,0,0,-0.0333935103371315,0,-0.0425817643291101,0.0212284460021826,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0777323118360427,0,0,0,0,0,0,0,0,0,0,-0.0816422631445299,0,0,0,0.0301166908135195,0.276341319154669,0.0481989568900065,0,0,0,0,-0.0176956120132123,0,0,0,0,0,0,0.0380852753785067,0.0910094742461211,0,0.141607826525335,0,0,0,0,0,0,0,0,-0.279633512307571,0,0,0.145824598700344,0,0,0,0,0,0.088154842897237,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010935015628828,0.0831064208254589,0,0,0,0,0,0,0,0,0,0.0401141895477292,0.0618481708601113,0,0,0,0,0,0,0,0,0,0.113003354689016,0,0,0,0.0437787794741727,0,0.182597550514742,0.124764461114382,0,0,0.0109833014293279,-0.00901582207491794,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056778359007017,0,0,0,-0.013233603613233,0.109282310107016,0,0,0.166065699177205,0,-0.158926882592801,0,0,0,0.353564845614157,0,0,0,0,0,0.0236824078237779,0,0,0,0.0117531061295176,0,0,-8.67361737988404e-19,0,0.0456879561424053,0,0.008588163902084,-0.0109646668657443,0,0,0,4.33680868994202e-19,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684846894687085,0,0,-0.00769508132002132,0.0667376219370338,0,0,0.0903068258244393,0,0,0,0,0.00639334850378202,0,0,0.00578749351843086,0,0,0.0576728128538179,0,0,0.102215504916111,0.216929421345832,0,0,0,0,0,0,0,0,0,0.142014672182734,0,0,0.0232773311092255,-0.00252349686756168,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413463414700345,0,0,0,0.213373206220429,0.059444687959324,0.0566455874568085,0,0,0,0,0,0,0,0,0.0245687376044347,0,0,0.211211017782157,0,0.0791517597237633,0,0,0,0,0,0,0,0,0,0,0,0,0.0509298540570987,0,0,0,0.00815710732007242,-0.000424205248313704,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.00843182244492975,0,0,0.00455820591839418,0,0,0,0,0,0,1.73472347597681e-18,0.0163046143698405,0,0,-8.67361737988404e-19,0,0,0,0,0,0.10734836686948,0,0,0,0,0,0,0,0.0407235038173459,0,0,0,0,0,0,0,0,0,0,0.0869943509685196,0,0.109651488604923,0,0.0156884341777611,0,0.00460918315419683,-0.0222940883034274,0,0,0,0.10884832203476,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493557057792879,0,0,0.175099599541743,0,0,0,0.203911766864395,0.0211380079619872,0.226787791404866,0,0.0309438085134309,-0.0297884023337391,0,0,0,0.0603174082575233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106024418148392,0.0100109506797738,-0.00938551207963593,0,0,0,0.00878025654530651,0,0
X600362.SH,0,0,0,0.103949437452702,0.0912314388479025,0,0,0,0,0,0,0.131596748672764,0,0,0,0,0,0.047303245264799,0,0.200715986699842,0.0747408260806054,0,0,0,0.116690208580602,0,0,0,0.0211744003702358,0,0,0,0.0164179021929667,0,0,0,-0.0208158752084317,0,0,0,0,0,0,0,0,0.00619495441453928,0,0,0,0,0,-0.0277249019625308,0.037353919174173,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0534419194692199,0,0,0,0,0.0520096338140571,0,0,0,0,0,0,0.0410099525152925,0,0,0,0.0288985436283694,0,0,0.112641510605139,0,0,0,0,0.0542252757350068,0,0,8.67361737988404e-19,0,0,0.0476115423271217,0,0,0,0,0,-0.0221439403311289,0,0,0,0.00822332018385459,0,0,0,0,0,0,0.000535157525548128,0.00505169581656861,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0643130162943708,0,0,0,0.18320960985178,0,0.0346896110168317,0,0,0,0,0,0.0178203674627192,0,0.0383094240484307,0,0,0,-0.0432760900339495,0,0,0.173726163051891,0,0,0.0908263692128399,0,0.163673890710875,0,0.0376678112057324,0,0.0369129940454731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015955178920689,0.0128128028766192,0,0.101203389715676,0,0,0,0
