,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601898.SH,X601600.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600011.SH,X600886.SH,X600176.SH,X600219.SH,X000786.SZ,X000825.SZ,X600803.SH,X000408.SZ,X000932.SZ,X300037.SZ,X601991.SH,X600795.SH,X002080.SZ,X600399.SH,X000898.SZ,X600549.SH,X002409.SZ,X000807.SZ,X000959.SZ,X600352.SH,X000027.SZ,X600489.SH,X002353.SZ,X000630.SZ,X000830.SZ,X600486.SH,X002407.SZ,X601699.SH,X601168.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0541885033083898,0.0181409706165988,0,0,-0.0028872961001079,0,0,0,0,0.0302631298282637,0,0,0,0,0,0,0,0,0.123970743144937,0,0,0,0,0,0,0,-0.0372179239071673,0,0,0,0,0.0240379654768513,0,0.0402226110295167,0,0.0299492419668616,0,0,0,0.058087489909018,0.00607570985663644,0.0192541694822551,0.167934294239864,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0184968923634991,0,0,0,-0.0181638692170362,0,0,0.0345862472608296,0,0.00925152135227623,0,0,0.00270011743917543,0,0,0,0,0,0.0347373473076025,0,0,0,0,0,0,0,0,0,0,-0.00155212793090776,0,0,-0.00623782577366709,0,0.023748738026935,0,0,0,0,0,0.0626395002888331,0,0,0.0666234112492428,0,0.167011857038299,0,-0.0146036753523679,0.0705086465911513,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.168110389587312,-0.0271737134462822,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.267622663297127,0,0,0,0,0.0460643428603269,0,0,0,0,0,0,0,0.0759911336256667,0,0,0,0.0961841313034861,0.0306898727136623,0,0,0,0,0,0,0,0,0,0,0.0281070336070447,0,0,0,-0.000724978529005947,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0324662625871474,0.0129425579730077,0,-0.00446927708698229,0,0,-4.33680868994202e-19,0,0,0.0485874129629363,0.0295822337963453,0.189550517327213,0,0,0,0,0,0,0,0.098989894625355,0,0,0,0,-0.0746113427431645,0,0,0,0,0,0,0,0.018219174811691,0,0,0,0,0,0,0.00158533725432256,0,0,0,0,0.168277814948863,0,0.0113101446405496,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0954918472847271,0.336137167303339,0,0.185373676018705,0.0334075293194989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00161861451135168,0,0,0,0,0,0,0,0,0,0.0924773327996432,0,0.172581144344956,0,0,0,0,0,-0.239664925562063,0.243704708930389,0,0.0640805838451361,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0538731013288746,0,0,0.092221209888063,0,0,0,0,0,0,0,0,0,0,0,0,0.143515395859632,0,0,0,0,0,0,0,0,-0.0149635694694001,0,0,-0.0900154077328928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054805151717634,0.0390035963909951,0,0,0,0,0,0
X600019.SH,0,0,0.0570290799094975,0,0,0,0,0,0,0,0,-0.049709976460226,0.00386343039912022,0,0,0,0.028750109810257,0,0,0,0,0,0,0,0,0,0,-0.0300618789586811,0,-0.0443594202516657,0,0,0,0,0.371442840479789,0.0966380278015364,-0.0900935169682307,0,0.129833353001281,0,0,0,0.0175513412968562,0,0,0,0,0,0,0,0,0,0.0329398170241203,0,0,0,0,0,0
X600111.SH,0,0,0.0700416829639957,0,0.069358535644214,0,0,0,0,0,0,0,0.0638171859511295,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.197705776511261,0,0,0,0.252932507299075,0,0,0,0,0,0.425349497491337,0,0,0,0,0.0507931016048449,0,0.03170696357189,0,0,0,0,3.46944695195361e-18,0,0,0,-0.00731518161056697,-1.73472347597681e-18,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.503706787424923,0,0,0.0704555652903281,0,0,0,0.0659600151622369,0,0,0,0,-0.218317723901709,0.474164212130466,0,-0.224011496964283,0,0,0,0.302194342263177,0,0,0,0,0,0,0,0,0,0.0942565805648536,0,0,0,0,0,0,0,0,0,0,0,0,0.0873567009747878,-0.0631492257776548,0,0,0,-0.10290460514572,0.0529411061643878,0,0,0,0,0,0
X002271.SZ,0,0,0.0977440400833542,0,0.0667576424532045,0,0,0,0,0,0,0.090097503638973,0,0,0,0,-0.0638651901039014,0,0,0,0,0,0,0,0.0285337739897216,0.142300178214219,0,0.0202913067694759,0,0.0225414600615895,0,0,0,0.0144116956284556,0,0,0,1.73472347597681e-18,0.0150214729316433,0,0,0,0,0,0,0.137302662320989,0,0,0,0,0,0.185349371272143,-0.120200350096844,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0255778962234402,0,0,0,0.0198157302988321,-0.0169321795345921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454556320348829,0.0210890585909701,0.211164258961918,0,0,0,-0.074814014674442,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.178934149042105,0.146469635025634,0.0353851242162881,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0303395376255392,0,0,0,0.0469417820609093,0,0,0,0,0,0,0.00835823629882376,0,0,0.0846793303307008,0,0,0.0848924441240202,0,0,0,0,0,0,0.0925878183695058,0.145020979657888,0,0,0,0,0,0,0.128754008957028,0,0,0,0.436575281147651,0,-0.0364034537695456,0,-0.442596092574058,0,0,0.0550200306834608,0.149012857518341,0,0,0,0,0,0
