,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600157.SH,X600688.SH,X600886.SH,X600027.SH,X600362.SH,X600188.SH,X600111.SH,X000709.SZ,X600583.SH,X000027.SZ,X000883.SZ,X000539.SZ,X601158.SH,X601992.SH,X000898.SZ,X600309.SH,X000629.SZ,X600021.SH,X600352.SH,X002075.SZ,X000060.SZ,X600307.SH,X000792.SZ,X600808.SH,X600489.SH,X600863.SH,X000825.SZ,X600098.SH,X600547.SH,X600008.SH,X002353.SZ,X600022.SH,X600578.SH,X601918.SH,X002470.SZ,X600660.SH,X000878.SZ,X600623.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.471005518541972,0,0,0,0,0,0,0,0,0,0.0310400348069017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572742521081543,0,0,0,0,0,0,0,0.0305813799114652,0,0,0,0,0,0,0,0,0,0.0892573657487799,0,0,0,0.0546412861951276,0,0,0.000652129848775729,-0.00218791733434126,0,0,0,0,0,0
X600028.SH,0.269345232944847,0,0,0,0,0.109105559967603,0,0,0.0584405855083638,0,0,0,0,0,0,0,0,0,0,0.0467703213180976,0,0,0,0,0.0509163265224139,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0710445661423426,0,0,0,0.153632834356455,0,0,0,0,0,0,-0.00539273759203075,0.00420066080661071,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.200459910049035,0,0,0,0.0624403464134889,0,0.0500932845141338,0,0.040030313891118,0,0,0.0132394783863804,0,0,0,0,0.00404313495058428,0,0,0,0.0587677466652842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414004503219695,0,0,0,0,0.146562271795582,0,-0.0200209240785239,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.117586870807219,0,0,0.00801179699395712,0.039170854085216,0,0,0,0,0,0.303444298978892,0,0.120532006690593,0,0,0,0,0,0,0,0,0,0,0.0249032364012596,0,0,0.0390852375546806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010643414324443,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0337382117417012,0.0253469134882792,0,0,0,0.145920122749005,0,0.0128662436799598,0.0537530153227397,0.0621353326710498,0,0,0,0,0,0,0,0.0126057620916945,0,0,0,0,0,0.0839800080715124,0,0,0,0,0,0,0,0,0.102524090582702,0,0,0,0,0,0.206383481742778,0,0,0,0,0,0,0,-0.00652591583108701,0,0,0,0,0,0,0
X601898.SH,0,0,0.575762856167132,0,0,0,0.265705748735962,0,0.00577209338627353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140880055813336,0,0,0,0,0.0479004183217678,0,0,0,0,0,0,0,0,0,0,0,0.0465255791064463,0,0,0,0,0,0,0,0,0,0,0.0117759059873523,0.013880472723191,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0798877285229335,0,0,0,0,0,0,0,0,0,0,0,0,0.165551599479746,0.0234333476514704,0,0,0.0240581525331676,0,0,0.161568026107561,0,0,0.0316178629464528,0,0,0.136079930809533,0,0,0.0350419764831071,0,0,0,0,0,0,0,0.0997754971594656,0,0.0511679914764279,0,0,0,0,0,0,0,0.000542538754048744,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0580902323216017,0,0.118581012541178,0.0641879982427569,0,0,0.0775424461725514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148932289103108,0,0,0,0,0,0,0,0.382451479386666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00339750344675081,0.00821146414088782,0,0,0,0,0,0
X601600.SH,0,0.198449292764591,0,0,0,0,0,-6.93889390390723e-18,0,0,0.213211292502943,0.0413859870534661,0.0507861583021233,0,0,0,0,0.180105340913941,0,0,0,1.38777878078145e-17,0,0,0.0624552897894589,0,0,0,0.0319595091762914,0,-0.0624540072069486,0.0827111693920867,0,0,0.215373410239295,0,0,0,0,0,0,0,0,0,0,-0.251038913493998,0,0,0,0,0,0,0.0222139035384208,0,0,0,0,0,0
X600585.SH,0,0,0.0977083315348218,0,0,0,0,0,0,0,0.0049667023141916,0,0,0.265624000359556,0,0,0,0,0,0,0,0.0476337758015251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516362588506569,0,0,0,-0.000112988759898294,0.204390590448368,0,-0.0303441231956009,-0.029874623377263,0,0,0,0,0,0
