,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X600886.SH,X601898.SH,X000792.SZ,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600489.SH,X600176.SH,X002075.SZ,X002466.SZ,X000723.SZ,X600126.SH,X600426.SH,X000401.SZ,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600486.SH,X600583.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00188676638492541,0,0,0,0,0,0,0,0,0.0864270682502155,0,0,0,0,0,0.158360162601351,0.0854220246366502,0.0393168487483529,0,0,0,0.0526044756349362,0.0298965338607428,0,0.00150071208479249,0,0,0.025690155401092,0,0,0.211879222066313,0,0,0,0.0538469121502694,0,0,0,0,0,0,0.0119673480624787,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.165142456413325,0,0.00198333654013913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363471143654857,0,0,0.144484910846758,0,0,0,0,0,0,0,0,0,0.0558445336211166,0,0.0621568960217807,0,0,0,0,0,0,0,0,0,0,0,0.0132178143974291,0.00822793552004895,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.331988377975916,0,0,0,0,0,0,0,0,0,0.249121721985059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331995240092392,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392629620560429,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0123111147151479,0.437289950776992,0,0,0.0543648696680381,0,0,0,0.138969250128228,0.00589534816173277,0.103279793640876,0,0,0,0,0,0,0,0,0,0,-0.061513818566162,0,0,0,0,0.160841764279525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143033729665901,-0.0100157072673828,0,-0.0244690880835555,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0414923278155621,0.0291319674268123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794498421948003,0,0,0,0,0,0,0,0,0.0596075610913405,0,0.0821124818548149,0,0,0.189235496991614,0,0,0,0,0.0356912697443926,0.0237482917729355,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.155095765856729,0,0,0,0,0,0,0,0,0.0250307154646365,0.0305387067088923,0,0,0,0,0,0,0,0,1.0022325356018,0,0.0789233438922108,0.0156030570896562,0,0.102736573454894,-0.102641993286856,0,0.0425452368449563,0,0,0,0,0,0,0,0,0,0,0,0,0.016201772117606,0.00396520707169299,0.0383949516311661,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00230232508242321,0.0749254813372748,0,0.102394030561377,0,0,0,0,0,0,0,0.28682496031584,0.0414797739892189,0,0.0690254271707897,0,0,0,0,0.141121186431221,0.105377854159064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199769145276575,-0.0134004385989813,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0696308313989113,0,6.93889390390723e-18,0,0,0.146225815474387,0,0,0,0,0.056888833159894,0,0,0,0,0,0,0,0,0,0,0.225572961838494,0.0394643546297663,0,0,0.1538710982927,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.190938674047282,0.0229004240254609,0,0,0,0,0,-0.0233400574771083,0,0,0,0,0,0
X600011.SH,0,0,0.0913666262715349,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.02345326793328,0,8.67361737988404e-19,0,0,0,0,0,0,0.607555478548159,0.0434088946447114,0,0,0,0.0031293633074575,-0.0383577778092692,0.0248447967167811,0,0,0,0.1738582949081,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175364426706052,0.0120436167364271,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.153357458402485,0.1937124093725,0,0,0,0,0,0,0,-0.108405049720923,0,0,0,0,0.240347434345803,0,0,0.0208717802989869,0,0,0,-0.0249451529792201,0,0,0.0582443890382359,0,0,0,0,0,0,0,0,0,0,0,0.0223770206290544,0,0,0,0,0.0336311056167936,0.00118917551538963,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238629442651567,0,0,0,0,-0.0578545509693937,0,0,0,0,0,0,0,0,0,0,0,0.11165852719093,0.204367133505435,0.13780098758461,0,0,0,0,0,0,0,0,0,0.302451205594441,0,0.38651688238505,0.109648599665832,0,0,0,0.0614038678188931,-0.0263364829885918,0.0207255283173059,-0.181257059271756,0,0,0,0,0
X600801.SH,0,0,0,0.63485844890687,0,0,0,0,0,0.412222701656656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532846755646716,0,-0.218629228727974,0.0336051544814227,0,0,0.00652222186837935,0,0.237940032990754,0,0,0,0,0,0,0,0,-0.102255716965776,0,0,0,0,0,0.0290678448228364,-0.0251435847989217,0,0,0,0,0,0
X600886.SH,0,0,0.0521879993902591,0,0.00978747584666204,0,0.190636594430909,0,0,0,0.0869637078982168,0,0,0,0,0,0,0,0.0802058192579233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619721828114136,0,0,0,0,0,0,0,0.0647106872219425,0,0,0,0,0,0,0,0,0.0261799295046535,0.00312374048462703,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0688002559925034,0,0,0,0,0,0,0,0,0.0665543074246126,0,0,0,0,0,0.175456064615385,0.0659522937188203,0.137565952452322,0,0,0,0,0,0,-2.16840434497101e-19,0,0.022885751917939,0,0,0,0.179117857271157,0,0,0,0,0,0,0,0.144971257072647,0,0,0.0165497672738644,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.160806298980428,0,0.0600422334042104,0,0,0,0,0,0,0,0,0,0,0,0.13246158599513,0,0,0,0,0.18441528160528,0,0,0,0,0,0,0.0187160078072122,0.0700383393623978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0402848584260808,0.000616391215712918,0,0.212488203146733,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.125244954043008,0,0,0.0491449028987202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308961801859114,0,0.00657386159274218,0,0,0,0.0653918547672159,0,0,0.0194735536720134,0,0,0.0380985239324177,0,0,0.0839215354041054,0,0,0,0,0,0,0,0.103592742752641,0,0,0.0180250534894262,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.069942201626916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360531902125791,0,0,0.056763980172996,0.0379001249850275,0,0,0.0254416110600416,0,0,0.00451952182966801,0,0.00711994770268554,0,0,0,0.321707748231596,0,0.00479445035426527,0,0,0,0,0,0.337966155301597,0,0,0.00935882150125475,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.10281241755728,0.0791927805626748,0,0,0.17727581719195,0,0,0,0.14913772901857,0,0,0,0,0.110921277496854,0.113570824554095,0,0,0,0,0,0,0,0,0,0,0,0,0.0819061447055355,0,0.0430653095783722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116668690731219,0.00356165675700698,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.0332938999464395,0,0,0,0,0.106672065303279,0,0,0.215063170858174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164943760602594,0,0,0,0,0.107187985349369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308361763421983,0,0.0337145454876402,0.0103221425191496,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.214032301397946,0,0,0.146372278897811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446312254441055,0,0.234988961135443,0,0,0,0,0.164807694117546,0,0,0.0235426216567682,0.0698214703206892,-0.138350856246251,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0138290301971714,0,0,0,0,0,0,0.0966469368730325,0.100183165091847,0.0603063865941369,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0346045650577889,0,0.240362063103804,0,0.191256633469273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577421799352998,0.0302984149754302,0.16398523947334,0,0,0,0,0,0,0,0,0,0,0.187171294162682,0,0,0,0,0,-8.67361737988404e-19,0.0198967369297423,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0255766162640364,0,0.0763294381032265,0,0.0420386652852441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123951220057903,0,0,0.0621693068896252,0,0,0,0.0115397576297655,0,0,0.0326800888841777,0,0.150187372255681,0.00688932226756477,0,0,0.236148000910435,0,0,0,0,0,0,0,0.0954206451233962,0,0,0.0237818622571276,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.0323471681685268,0,0,0,0,0,0,0,0,0.0449251215660716,0,0.0837585645225533,0,0,0.16710565645143,0,0.0995429638030887,0.0369830931635545,0,0,0,0,0,0.0323740223909719,0,0,0.0180240443601138,0,0,0,0,0.231260897698431,0,0,0,0,0,0,0.111129520296441,0,0,0.00683603542426771,-0.00376477982507847,0,0,0,0,0,0
