,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X000301.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600176.SH,X600803.SH,X600027.SH,X601699.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X600378.SH,X600219.SH,X002080.SZ,X000723.SZ,X600096.SH,X000933.SZ,X300037.SZ,X000630.SZ,X600348.SH,X600688.SH,X000831.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.320045525670712,0,0,0,0,0,0,0,0,0,0.00451744180128355,0,0.0440881548373978,0,0,0,0,0,0,0,0,0,0,0.116586843970163,0,0,-0.0169758217167456,-0.00604214897866897,0.162717415043442,0.0411275350197622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.00876185268571347,0.0127098866156987,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.467198004166758,0,0,0,0,0.017376643817235,0,0,0,0,0,0,0,0,0,0,0,0,0.0110753514899979,0,0,0,0,0.080639432455535,0,0,0,0,0,0,0,-0.0464465887771228,0.129613561512749,0,-0.0593758646441775,0,0,0,0,0,0,0,0,0,0,0,0,-0.016447386234084,0.00104023314483825,0,0,0,0,0,0
X600028.SH,0.333479865035948,0,0,0,0.0285399885525489,0,0,0,0,0,0,0,0,0.00880192784360632,0,0,0,0,0,0,0,0,0,0,0,0.068831794521703,0,0,0,0,0.140905404155772,0,0,0,0,0,-0.0219565932306346,0,0,0,0,0,-0.0349324275486243,0,0,0.0427721265470599,0,0,0.0276323967307473,0,0,0,0.0117678257242901,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0635390071771049,0,0.183760698608321,0,0,0,0,0.242006835517407,0,0,0,0,0.105389785311114,0,0,0,-0.0816378856218562,0.0302057913689922,0,0,0,0,0,0,-0.0347260740835175,0.217276405763355,-0.048598872934355,0,0,-0.0082295300662505,0,0,0,0,-0.0371641950270787,0,0,0,-0.00477796507907992,0,0,0,-0.0317514650828747,0,0,0.0339197159903082,-0.0232366404398411,0,0,0,0,0,0
X600188.SH,0,0.719697505659523,0,0,0,0,0,0,0,0,0,0,0,0.0643226194047744,-0.0592952919747508,0,0,0,0,0,0,0,0.0150137209250489,-0.126859667304254,0,0.180772270121789,0,0.0204843447999622,0,0,0.0283727040728767,0,0,0,0,0,0,0,0,0,0,0,0,0.211941889136028,0,0,0.0346733592435479,0,0,0,-0.0371255711656103,0,0.0152028330129431,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200487668505246,0,0,0,0,0.388884762302306,0,0,0,0,0,0,0,-0.00800126625240559,0.0200550850655324,0.185850810189188,0,0,0,0,0,0,0,0,0.0739810333211308,0,0,0.0602684484853446,0,0,0,0,0,0,0.0596509837257732,0,0.00610406566501048,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.610664376023015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259591549505349,0,0,0,0,0,0.0225927815972485,0,0,0,0,0,0,0,0.0699960414880934,0,0,0,1.73472347597681e-18,0,0.0413237390492595,0,0.0587929312519009,0,0.0745282582088963,0,0,0,0.0599223107898701,0.0112903652481853,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.85431543270119,0,0,0,0,-0.0286208657258045,0,0,0,0,0,0,0,0,0,0,-0.092549203984932,0,0,0.108843021575151,0,-0.0396584370103792,0,0.000806921969895517,0,-0.167665255222605,0,0.0750863970823097,-0.00454730557327312,0,0,0,0,0,0,0,0,0,-0.0268690708956191,0,0,0,0,0,-0.0941081271411687,-0.00273324098139138,0.00213190524107874,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0543860129131029,0,0,0.206635767241135,0,0,0,0,0,0,0,0,0.161115451184506,0,0,0,0,0,0,0,0,0.0532275944901977,0,0,0.125663004812016,-0.030613335029549,0,-0.0574080565178706,0,0,0,0,0,0,0,0,0,-0.0243743675915134,0.105027549140992,0,0,0,0,0,0,0.00437796933632926,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.100910864885759,0.164809710313721,0.205175569266184,0,0,0,0,0.0947560166745559,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0307335112161647,0,0,-0.0385579664234886,0,0.00534960472253546,0,0,0,0,0,0,0,0,0,0,0,0,0.122189982283209,0,0.0476764626391271,0,0.0515316263924882,0,-8.67361737988404e-19,0,-0.00674551839433574,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.314771947191146,0,0,-0.102445868341375,0,0,0,0,0,0,0,0,0,-0.0396662951258489,0,0.00901078887846727,0,0,0,0,0,0.177747416141348,0,0.0760228460528498,0,0.101983867661367,0,0,0,0,0,0.126746829711884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00281648100853976,-0.00493352216624975,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.103372892931348,0,0,0,0,0,0,0.046701177812856,0,0,0,0.0971199396349943,0,0.23256361830272,0,0,0,0,0.0255358398713018,0,0.170708996602383,0.400478079211697,0,0.35836544409984,0,0,0,0,0,0,0,0.177585802183672,0,0,0,0.00205707989981312,-0.217995646023399,0,0,0,0,0,0,0,-0.0473332482660331,0.0352725228067603,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0239727112516623,0,0.069449403845531,0,0.258639950541988,0,0,0,0.00394520978964072,0.166579027561218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868016919531933,0,0,0,0,0,0,0,0.0353514342391997,0,0,0.0147992374046949,0,0,0,0.251206381230483,0,0,-0.00719131519065195,0.0301099226613086,0,0,0,0,0,0
X000301.SZ,0,0,0,0.144317278267789,0,0,0,0,0,0,0,0,0,0,-0.543304510848802,0,0,0,0,0,-0.402530702920732,0.345429308151978,0,0.47678010175831,0,0.259197756102443,0,0.0771664842454206,0,0.047329359334793,0,0,0,0,0,0,0,0.173316965848708,0,0,0,0,0.369591483480698,0,0.124405247738718,0,0,0,0,0,-0.171471086935124,0.0240951643703099,0.0442911152963891,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0763283653679071,0,0,0,0,0,-0.14169803662106,0,0,0,0,0,0.200713793973658,-0.0386660459207208,0,0,0,0,0,0,0.724587856515491,0,0,0,0,0,0,-0.0813160609665108,0,0,0,0,0,0,0,0,0,0,0,-0.135875067558203,0.0182702148187382,0.00410168260518697,0,0,0,0,0,0
X600660.SH,0,0,0,0.0955918989463054,0,0,0,0,0,0.0203346907366685,0,0,0.119954958427158,0,0,0,0,0,0,0,0,0,0,0,0.0422227820319762,0,0,0.100118685250092,0,0,0,0,0,0.147439176076898,0,0,0,0,0,0,0,0.0528748363340212,0,0,0,0,0,0,0.0540269425180118,0,0.0101269312564425,-0.0214326504611756,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.348100946581521,0,0.0100803466820324,0.00776805192333288,0,0,0,0,0.0650154088965673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129575432388782,0,0,0,0,0.0977646419291118,0,0,0,0,-0.104105446700302,0,0,-0.00975219881935265,0.0125875006621524,0,0,0,0,0,0
X600010.SH,0,0.168341740367946,0,0,0,0,0,0,0,0,0,0,0.222174073128276,-1.38777878078145e-17,-0.103589073369485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882792329615516,0,0,0,0,0,0,0,0,0,-0.0337797327495518,0.0955604391322493,0,0,0,0,0,0,0.120386590036069,0,0,0,0.00281813071110635,0,0,0,0,0,0
X600547.SH,0,0.0583160789806379,0,0,0,0,0,0,0,0,0.152479963302782,0.126583575783085,0,0,0,0,0,0,0,0.00115914323817832,0,0.0344479861971452,0,0,0.111057204525096,-0.0910093831883374,0,0.152299369264821,0.00478818461891669,0,0,0,0,0,0,0,0,0.616949923438402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192462299786997,-0.0327927962794342,0,0,0,0,0,0
