,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000792.SZ,X600352.SH,X000709.SZ,X000898.SZ,X600660.SH,X600021.SH,X000630.SZ,X000883.SZ,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X002466.SZ,X600307.SH,X600489.SH,X600863.SH,X300072.SZ,X000629.SZ,X600022.SH,X002004.SZ,X600578.SH,X000060.SZ,X600808.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.578268935207587,0.0505848061995739,0,0,0,0,0.0842170621650787,0,0,0,0,0,0,0,0,0,0,0,0,0.0823910359154636,0,0,0,0,0,0,0.0656157878234781,-0.074377612104404,0,0,0,0,0,0,3.46944695195361e-18,0.0220267699972682,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.015495786546767,0.0233560002524202,0,0.0717189959919911,0,0,0,0
X600028.SH,0.248251152324272,0,0.163814290105802,0,0,0,0,0.11464838955207,0,0,0,0,0,0,0,0,0,0,0,0,0.0561572816673136,0,0.0455708944874283,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.147743759811092,0,0,0,0,0.0499679500007018,0,0,0,0,0,0,0,-0.00617302026370757,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.00912159402574724,0,0.0942086054497514,0.00594846505260387,0,0,0,0,0.520871324412939,0.0140450556117406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019965915229914,0.117194098447799,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203559765655362,0,0,0,0,0,0,0
X600011.SH,0,0,0.0316276492183385,0,0.0339345582764721,0,0,0,0,0,0,0.408155465313895,0.125873068728746,0,0,0,0,0.00123109847178298,0,0,0,0.194670614980616,0,0,0,0.00406587504649492,0,0,0,0,0,0,0.168379362320154,0.0411765198932185,-0.0667685220809659,0,-0.0567232034977328,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106274152079411,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132977239710424,0,0,0,0,0.148491483569171,0,0,0,0,0,0,0,0,0,0.198650228143947,0,0,0,0,0.00521492891385287,0,0,0,0,0,0,0,0,0.163802113392091,0,0,0,-0.0410947861265378,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.175675330572708,0,0.137000427825726,0,0,0,0,0.184536932746056,0.0386953073229059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309296170169451,0,0.0872134846959563,0.0435417608432929,0.00553946473762551,0,0,0,0,0,0,0,0,0,0,-0.0336518432765233,0,0,0,0,0,0,0
X600585.SH,0,0,0.298649016527918,0,0,0,0,0,0.0503427460844112,0,0,0,0,0.072485060410242,0,0,0,0,0,0,0,0,0.0863274284854047,0.270607190497486,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0280371904987464,0,0,0,0,0,0,0
X601898.SH,0.102517344035422,0,0,0,0,0,0,0,0,0.368986216604545,0.123644897247565,0,0,0,0.109708109083446,0,0,0,0,0,0,0,0.108507224192715,0,0,0,0,0,0,0,0.00429837545313393,0,0,0,0,0,0.173026114951332,0,0,0.191122591909652,0,0,0.151932531107317,-0.247829039198679,0,0,0,0,0,0,-0.0144545408142852,0,0.0339213883182157,0.0284625091109817,0,0,0,0
X600795.SH,0,0,0.221075773923492,0,0,0,0,0,0,0,0.0234077295806842,0,0,0,0,0.0681764981284718,0,0,0,0.0204044459301379,0.0556407399634327,0,0,0,0,0,0,0,0,0,0,0,0.0868174152844662,0,0,0,0.0124694600215646,0.0817005552360289,0,0,0,0,0,0,0.021407238110315,0,0.0849360623783166,0,0.0487460881521534,0,-0.0381346137432659,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.145757570445875,0,0,0,0,0,0,0.245882229818936,0,0,0,0.111962930873481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415000554885503,0.0639373037432662,0.0102601676285581,0.00528447263022755,0.0634266485424229,0.0632432568969207,0,0,0.136455136586556,0,0,0,0,0,0,0,-0.00175101600709651,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211938974545796,0.05659935816614,0,0,0.0733258989110079,0,0,0.324788271609876,0,0,0.165028889495556,0.0310012692804421,0,0,0,0,0,0,0,0,0.149113803650247,0,0,0,0,0,0,0,0,0,0,0,0,-0.00219907506242032,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.149148424078757,0,0.244815246459936,0,0,0,0.0277225668755933,0.00890735219474905,0,0,0.0549086777650806,0.184544736578313,0,0,0,0.161646770239111,0,0,0,0,0,0,0,0.00326775269265357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00311957054967183,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0730672220970166,0,0,0,0,0,0,0.232845613935621,0.0480755556973367,0,0,0,0,0,0,0,0,0,0.141187723916749,0,0.00670538794899867,0,0,0,0,0,0,0,0,0.0932287523134522,0,0,0,0,0.0626802701161735,0,0,0.0707623703450781,0,0,0,0,0,0,0,0,0,-0.0329503959470593,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533971162418061,0,0,0,0,-0.331914854582209,0,0.365341039256914,0,0.0126139047168418,0,-0.0576605452944206,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.108183899494808,0,-0.56796909041997,0,0,0.179785818450575,0,0,0,0,0,0,-0.221923223754512,-0.675157984685691,-0.268240617897617,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0968099718398002,0,0.332012596877044,0,0,0,0,0,0,0,0,0.0946118018845727,0,0,0,0,0,0.0226736167932049,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.180828243525395,0.204149712109879,0,0,0,0,0,0,0.00425319707855562,0,0.0294211804503283,0,0,0,0,0
X600111.SH,0,0,0,0,0.140895775675785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130753748066795,0,0,0.00651579748184574,0,0,0,0,0,0,0,0,0,0.119796944188778,0,0,0.0264628983413218,0.147546144445583,0,0.0891374957751513,0,0,0,0,0,0,0,0.0744523033524623,0,0.0450603797990553,0,-0.0095974656002087,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0249523942516774,0.0869116712756254,0,0,0,0,0.0888788327136593,0,0.0502256864557466,0.00451908806969866,0,0,0,0,0,0,0.0745153806118345,0,0,0,0,0,0,0,0,0.11412896015023,0,0,0.0891764203137427,0,0.017469429019449,0,0,0,0,0,0,0.198046112350726,0,0,0,-0.022266408683764,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.20625061806779,0,0,0.0652459122857593,0,0,0.104775890419527,0,0,0,0,0,0,0,0,0,0,0.00177975385301078,0,0,0,0,0,0,0.1212029416272,0,0,0,0.087273046014511,0,0.193904047328549,0,0,0,0,0,0,0.0644558220715641,0,0,0,0,0,0,0,0,-0.00892723040196199,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0443990729048106,0,0,0,0.120958094234916,0,0,-0.0270211277242734,0,0,0,0,0.22058674942943,0,0,-0.0344860216691527,0,0,0,0,0,0,0,0,0,0,0.100658862574464,0,0,0,0,0,0,0,0,0.35612078768438,0,0,0,0,0.0218142802986428,0.0235457991383813,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157228499746748,0,0,0,0,0,0,0,0,0.0100600748347804,0,0,0,0,0,0,0,0.0031486572484795,0.0875192607889848,0.0395662746037852,0.0492339691548473,0.406305022851633,0,0.0833334720574503,0,0.166326588978795,0.205639889896274,0,0,0,0,0,-0.0213958319110014,0.0630663527075167,0,0,0,0,0,0
