,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X000792.SZ,X600660.SH,X000877.SZ,X600010.SH,X002271.SZ,X600188.SH,X000301.SZ,X000708.SZ,X600547.SH,X600011.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X600803.SH,X002080.SZ,X002326.SZ,X300037.SZ,X000408.SZ,X600219.SH,X000786.SZ,X600399.SH,X000723.SZ,X601991.SH,X600688.SH,X600795.SH,X600141.SH,X600352.SH,X600489.SH,X000825.SZ,X300073.SZ,X600096.SH,X600157.SH,X002353.SZ,X002407.SZ,X002409.SZ,X600486.SH,X600516.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.436976894140967,0,0,0,0,0,0,0,0,0,-0.0113684975817614,0.0425051360087252,0,0.0546567665954738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916282117596953,0,0,0,0,0,0,0.0626340161738964,0,0.00904542160147722,0.115568133658191,0,0,0.0338970500308022,0,0,0,-0.00103464573359812,0,0,0,-0.0478671415003595,0,0
X600028.SH,0.238133746373931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193395181261655,0,0,0,0,0,0,0,0,0,0.00737367609472652,0,0,0,0,0,0,0,0,0.0492219764050052,0,0.0408822036523567,0,0,0,0,0,0,0.0327770748697443,0.175621799375663,0.0639556117039038,0,0,0,0,0,0,0,-0.0123159636942733,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0948169171272773,0,0,0.0372335056775974,0,0.188594967777168,0,0.0939585520975701,0,0.0525007332088347,0,0.397130581734184,0,0,0.0628254503427321,0,0.143557283778352,0,-0.0476869997353218,0,0,0.00226049539710796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00274253675048428,0.0531547582693337,-1.73472347597681e-18,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.104146690000193,0,0.0482578284952433,1.73472347597681e-18,0,0,0,0,0.109158825471051,0,0,0.0731808099706524,0,0.209201696628396,0,0.00184155073019381,-0.102850195758893,0,0,0,0,0,0,0,0,0,-0.0356624144222395,0,0,0,0,0.0186129821116569,0,0,0,0.0243561361605016,0,0,0,0,0,0.0288038414306451,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.386636814554118,0.0235285611981463,0,0,0,0,-0.0413608769590281,0,0,0.277707059146906,0,0,0,0,0,-0.0152065918597612,0,0,0,3.46944695195361e-18,0.0321712459831936,0,0,0,0.107135363344168,0,0,0,0,0.0661927301439361,0,0,0,0,0,0,0,0.315330182474489,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.117442773111685,0,0,0,-0.0717956053785793,0,0,0,0,0,0,0.378257732726663,0,0.0962379899630363,0.0937666265853171,0,0,0,-0.0832494941321505,0,0,0,0,0.184784046207908,0,0,-0.0436148760795053,0,-0.0209881925330525,0.148727864316366,0,0.140818081149117,-0.0530775870166403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289257816998661,0,0.0113480912253163,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.297814335002976,0,0,0,0.0240834522841621,0,0,0.0567360879314619,0,0,0,0,0,0,0,0,0,-0.0120964955751555,0,0.256457239201312,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.127014661877839,0,0,0,0.17939034809647,0,0,0,0.0208006929550566,0,0,0,0.180893714139141,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0205142736323089,0,0,0,0,0.0998707569908772,0.0431300405691724,0,0,0,0.0973845378879953,0,0,0,0,0,0,0,0,0.0325826650282777,0,0.0270651393401901,0,0.125697098799205,0.0998037254552242,0,0,0.0345479271863344,0,0,0,-0.0316623122217183,0,0,0.296286209397809,0,-0.0387614158298409,0,0,0,0,0,0.117259377059598,0,0,0.0114838757681718,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.49042828066538,0,0.0388039288040339,0,0,0,0,0,0.0523900796881531,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.030502450399671,0.0338360045389711,0.148879389186851,0.0120669049123732,0,0,0.0411499859496303,0.0196893490697964,0,0,0.000390809314577245,0,0,0,0,0,0,0,0,0,0,0,0.062104188238749,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.179575978524993,0.350801047182996,-0.05861796859486,0,0,0,0,0,-0.105078054098588,-0.0264644041773448,0,0,0,0,0,0,0,0,0.416620310128834,0,0,0,0,0,0.172350624079782,0,0,0,0,-0.136430331563676,0,0,-0.155436103008954,0,0,0,0,0.112471510523567,0,0,-0.0421167551544058,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0927410602429185,0.0772166661885689,0,-0.209075381655157,0,0.0118387398902716,0.00256295978291958,0,0,0,0,0,0,0,0,0,0,0,0.034509948052544,0,0,0.0179471645618881,0,0,0,0,0,0.0745736843162181,0,0.0622544777753108,0,0,0,0,0.0293010186894195,0,0.090403188292407,0.0138920500191407,0,0.190325593993217,0,0.00654659667573243,0,0.0262635355390308,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.492715238069962,0,0,0,0,0,0,0.128918683604329,0,-0.0818082384992602,0,0,0,0,0,0,0,0,-0.102909853191467,0,0,0.0347827577780097,0,0,0,0.0619330627199755,0,0,0.0715997922876756,0,0.0786694723992965,0.0500199659220722,0,0.216758562048608,0,0,0,0,0.0351835209663853,0,0,0,0,0,0,0,0.0076789381122505,0.0294501639083359,0,0,0,0.0245806515711747,0,0
X600010.SH,0,0,0,0,0,0,0.399343289930335,0,0,0,0,0,0,0,0,0,0,0,0,0.00435667912148408,0,0,0,0,0,0,0.0167998553069934,0,0,0,0,0,0,0.148646001615843,0,0,0.167959981123742,0,0,0,0,0,0,0,0,0,0,0,0.101084847847879,0,0,0.0201538743109774,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0996658258544386,0,0,0,0,0,0,0,0,0,0,0,-0.0569869741294611,0,0,0,-0.0259896819329814,0.016074784709668,0,0,0,0.975679299988816,0,0,0,0.0235291181647795,0,0,0,0,-0.150066384232773,-0.0665916289623506,0,0,0,0,0.0571917581593872,0,-0.0211344189270879,0.0490091140690896,0,-0.0189734470865068,0,0,0,0,0,0,0
X600188.SH,0,0,0.126577040354182,0,0,0,0.180227128902687,0,0,9.96643126424668e-05,0,0,0,0,0,0,0,0,-0.0423452244838935,0.200104458088183,0.40727369051523,0.274490431281007,0,0,0,0,0,0.00365995602873474,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.200857201131431,0,0,0,0,0,0,0,0,0.067013474980849,0,-0.016078618976518,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279830978402416,0,0.0959461305047151,0,0.0896244128844271,0,0,0,0.275389568724514,0,-0.221773945708751,0.0577967133105043,0,0.181509180187245,0,0,0,0,0.0748803957058966,0,0,0,0,0,0,0,0,0,-0.00709389899397947,0,0,0,-0.0149361011634642,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0587109832133517,0.014890776088207,0,0,0,0,0.103751407678229,0.0291490811085523,-0.0764486998548727,0,0,0,0,0.0314681873163966,0,0,0,0,0,0,0,0,0,0,0.022393845088466,0,0,0,0,0,0,0,0,0.13617826391971,0,0.0623565321050995,0,0,0,0,0,0.197120276250487,0,0,0,0.0236030123974824,0,0,0,0.141728918433554,0,0
X600547.SH,0.0595502268538005,0,0,0,0,0,0,0,0,0,0,0.000409803141012718,0,0,0,0,0,0,0,0,0,0,0,-0.137318576426409,0,0,0,0,0,-0.0127146200728638,0,0,0,0,0,0,0,0,0,0.39680856785303,0,0,0.0227248934315733,0,0,0,0.0232288885289716,0,0,0,0,0,-0.00963585134256907,0,0,0,-0.0339720101343007,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892728955808064,4.33680868994202e-19,0,0,0,-0.0682614137995251,0,0,0,0,0,0,0.0111725515022007,0,0,0,-0.103793991224701,0,0.117792104384555,0,0.689255143933429,0,0,0.0984224174172491,0,0,0,-0.0191157265652779,0,0,0,0,0,0,0,0.0990077561719402,0,0.0313839150494449,0,0,0,0,-0.0716328673620847,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0481898371496311,0,0.113189024947709,0.0530804604283617,3.95266673246693e-05,0.0889303023244179,0,0,0,-0.0162221824282595,0,0,0,0,0,0,0,0,0.18612802627221,0,0,0,0,0,0.148020440240206,0,0,0,0,0,0,0.254877819951249,0,0.129357426934474,0,0,0,0,0,0,0,0,0.0224373842516558,0,0,0,0,-0.103048293015032,0,0
X601898.SH,0,0,0.483942284652715,0,0,0,0,0,0,-0.067759413797491,0,0,0,-0.134379786353409,0.173775223539153,-0.0477422419350303,0,0,0.0701778945120815,0.216953211904456,0,0,0,0,0,0,0,-0.104815667637497,0,0,0,0,0,0,0,0.0634391650112343,0,0,0,0,0,-0.0918510858721176,0,0.0685992253537493,0,0,0,0,0.0899575083444008,0,0,-0.053626834236331,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0713305794163754,0,0,0,0,0,0,0,0,0,0.0116168946875645,0.0405669474471525,0,0,-0.0428014540102064,0.0389288843543928,0,0,0,0,0,0,0,0,0,0,0.233674523718206,0.0960321249827913,0,0,0,0,0,0,0,0.233835689515439,0,0,0,0.22070249172844,0,0,0,0,0,0,0,-0.000678927441223279,0,0,0,0,0.0477443128494786,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.00032967351071369,0,0,0,0.0377879465275177,0.00846413206625618,0,0,0.184745548592417,0,0,0.134958185964067,0.0284989981858162,0,0,0,0.0586623869084467,0,0.0286873885310663,0,0,0,0,0,0,0,0.249178833196,0.0140623455447624,0,0,0,0,0,0,0,0,0.00896487052942137,0,0,0,0,0,0,0
X600886.SH,0,0,0.163550985255077,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291210827234016,0,0,0,0.153505247002737,0,0.333863603346247,0.0663338241014303,0,-0.0623294549719438,0,0,0,0,0,0,0.208168715004316,0,0,0,0.208651179182506,-0.0413540476899259,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0.106257240771887,0,0,0,0,-0.12098659850174,0,0,0.19556441201696,0,0,0,-0.0506070065595559,0.0187071899924766,0,0,0,0,0,0,0,0,0,0,0.0990114004529047,0,0,0.132428841243294,0,0,0,0,0,0,0,0,0,0,0.0907358987397536,0,0,0,0,0,0,0,-0.0018613768974584,0,0,0,0.00676841249515972,0,0
X600803.SH,0,0,0.0829069116619721,0,0,0,0,0.129191249790415,-0.0196477990417874,0,0,0,0,0,0.0662148457049333,0,0,0,0,0,0,0,0,0,0.035984709331416,0,0.252554485234793,-0.0552701573065424,0,0,0,0,0,0.157552246238212,0,0.195017071593178,-0.173414804778679,0,0,0,0,0,0,0,0.0902921226422635,0,0,0,0,0,0,-0.00497249456061459,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331136473825901,0.177156360695025,0,0,0.0710692352146184,0.1199251770293,0,0,0.159676347040643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212950122961402,0,0,0,0,0,0.107639839939177,0,0,0.0679653769283884,0,0,0,0.0270979442600203,0.12699912368971,0.0617068668495148,0,0,0,0,0,0,0
X002326.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.187512111269142,0,-3.46944695195361e-18,0.562031123441486,0,0,0,0,0,0,0,0,-0.162992547677723,0,0,0,0,0,0,0,0,-0.100405174653756,0,0,0,0,0,0,0.224328841161918,0,-1.38777878078145e-17,0,0,0.0359345840505452,0,0,-0.0827783177845143,0.0820644474629208,0,0.0802605469060339,0,0,0,0,0,0,0
X300037.SZ,-0.0445457257455959,0,0,0,0.2225011650212,0,0,0,0,0,0,-0.172590430074689,0,0,0,0.174362924984268,0,0,0.0438799087465919,-0.0508490021983077,0,0,0,0.203296160806488,0,0,0,0.00271014865012792,0,0,0,0,0.116373336189075,-0.133755848706883,0.0817539021181829,0,0,0,0,0,0,0,0.0474093282739466,0,-0.109464832772373,0,0,0,0,0,0,0,-0.100662634743443,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0.00214950421671222,0,0.0204639783912043,0,0.327861178822468,0.202411672315405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13452543536108,0,0,0,0,0,0,0.0453010157079369,0,0,0.103823506180636,0,0.0951973995503588,0,0,0,0,0,0,0,0.0339821355686299,0,0,0,-1.73472347597681e-18,-0.0803143139214541,-1.73472347597681e-18,-0.0405206749408598,0,0,0,0.0401914491906275,0,0
X600219.SH,0,0,0,0,0.0148644570345264,0,0,0.103789819359168,0.0777232296666631,0,0,0,0,0,0,0,0,0,0,0.0963929176386457,0,0.482716561207399,0,0,0,0,0,0,0,0,0,0,0,0,0.14219235040315,0,0,1.73472347597681e-18,0.0319333154333903,0,0.140328756529515,0,0,0.0584375721208516,-0.0616768709367072,0,0,0,0,0,0,0.0623311162480451,0,0,0,0,0.145501260774364,0,0
X000786.SZ,0,0,0,0,0,0.192468746523789,-0.123872561367553,0,0,0,0,0,0,0.309073539067728,0,0,0,0,0,0,0.249684327942655,0.0667434162544498,0,0,0,0,0,0,0,0,0.113797308830704,0,0,0,0,-0.0130390389836519,-0.0651538533929707,-0.041717028223159,0,0,0,0,0,0,0,0,0,0,-0.175919931528672,0,0,-0.00207967303542301,0,0,0,0,-0.00134976773047916,0,0
X600399.SH,0,0,0,0,0.181554516921921,0,0.132431166918112,0,0,0,0,0,0,0,0.0738713807097773,0,0,-0.21147149877504,0,-0.130330511909755,0,0,0,0.0579788499511258,0,0.026979056319227,0,0.00765384505201702,0.104040443971155,0,-0.0716934446021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936242404192702,0,0,0.0184469556845039,0,0,-0.0644592965286541,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0842546815111466,0,0.091557150242955,0,0,0,0.0904507181926607,0,0,0.0406393675029565,0,0,-0.360732801295221,0,0.157697088785146,0,0,0,0,0.0965910056300467,0,0,0,0,0,0,0,0,0,0.0350306489902215,0,-0.00993135036088694,0,0.0697241358710246,0,0,0,0,0,0,0,0,0.174223885977457,0,0,0,0.00302175550783899,0,0,0,0.115923600759971,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705353678395631,0,0,0.115210991179459,0,0,0,0,0.0717106512923511,0,0,0,0,0.0526087615214654,0,0.0194344013747618,0,0,0.00394771709029103,0,0,0.485337355686994,0,0,0,0,0,0,0,0.0557041198986897,0,0,0,0,-0.0174829073633353,0,-0.00757145493758306,0,0,0,0,0,0,0
X600688.SH,0,0.118399205971475,0.114855060738281,0,0,0,0,0,0.0824079051520992,0.140600192629113,0,0,0,0.157268602262352,0,0,0,0,0.0321186062411046,0,0.0116032149664903,0.116010909177252,0,0,0,0,0,0,0,0,0,0,0,0.148545490801603,0,0,0,0.0196167956700876,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.111967521971054,0,0
