,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600176.SH,X600219.SH,X000786.SZ,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X000877.SZ,X601168.SH,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X000932.SZ,X000027.SZ,X002353.SZ,X600378.SH,X002271.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.518483810663286,0,0,0,0,0.0757548833487161,0,0.219018308868027,0,0,0,0,0,0,0.0652038442971085,0.136814249181552,0,0,0,0,0,-0.0556909917285533,0,0,0,0,0,0.0978496486134524,0,0,0,-0.029373286090563,0,0,0.0233129886199037,0,0,0.088977508292687,0,0,0,0,0,0,0.0406292451535391,0,-0.0443174536448923,0,0,0,-0.0163560172882691,0,0.0245635243637849,0,0,-0.0398427849151399,0,0
X600028.SH,0.373061744004698,0,0.133197612517521,0.0238225592898636,0.00845071202217312,0.0918717229216545,0,0,0,0,0,0,0.101351051638712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734056278420382,0,0,0,0,0,0.0607313818902039,0,0,0,0,0,0,0,0,0.00882355727004358,0,0,0,0,-0.0038723489432079,0,0
X601088.SH,0,0.225581902536944,0,0,0,0.0781616016113893,0.172558770248067,0,0,0.0288853026573937,0,0,0.192718900859537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388490511060972,0,0,0,0,0,0,0,0,-0.0861713320069487,0,0,0,0,0,0,-0.0489642275607692,0,0,0,0,0.0328017323543043,0,0,0,0.0046914278708682,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0909551860916373,0,0,0,0,0,0,0,0,0.0709706756216152,0,0.0139493287544565,0,0,0,0.0195051379465254,0.0125069244949998,0,0,0,0,4.33680868994202e-19,0,0.0712900077444901,0,0,0.0812721068489293,0,0,0,0,0,0,0,-0.0206559785963643,0,0.211272279209461,0,0,0,0.131119530828828,-0.231285978367757,0,0,0,-0.0361173772667654,0,0
X601898.SH,0.147132503562587,0.0680535339663198,0,0,0,0,0.0277974215159538,0,0.0548221688185257,0,0,0,0.18420536924828,0,0,0,0,0,0,0,0,0.0617663816439237,0,0,0,0,0,0,0,0.298433470540533,0,0,0,0,0,0,0,0,0,0.00574387229779754,0,0,0.00617178320541858,0,0,0,0,0,0,0,0,0.027122767054921,0,0,0,0,0,0,0
X600019.SH,0,0.236420541185868,0,0,0.14067166441253,0,0,0,0,0,0.284406051370966,0.0562308751929636,0,0,0,0,0,0,0,0,0,0,0,0,0.110965880132266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373057153372356,0,-0.107109774414978,-0.115946326235348,0.0358226069963386,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.363973896654241,0,0.133355311789201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781825292316559,0,-0.0301710894272586,0,0,0,0,0.268801828393389,0.465556622518367,0,0,0,-0.136203970818678,0,0,0.282148491958248,0,0,0,0,0,0,0.106809798073997,0,-0.146218381613176,0,-0.00636530520103369,0,0,0,0,0.0261490345500068,0,0,0,0.0318506613792982,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523209246401694,0.297104616829071,0,0,0,0,0,0,0,0.0372431340932474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506990993176762,0,0,0,0,0,0,0,0,-0.017494267650521,0,-0.194098693597361,0.198475959979389,-0.00883107494815484,0,0,0,0,0.0125825377142674,0,0
X600886.SH,0.302300561839352,0,0,0,0,0,0,0,0,0,0,0,0,0.0170511495459038,0,0.0341354410395012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253512991826096,0,-0.131097247433435,0.154716710210059,0,0,0,0,0,0,-0.149201714489855,0,0,0,0,0,0,0,0,0,-0.161185669087173,0,0,0.0432338466390961,0,0,-0.00596848565082427,0,0
X600585.SH,0,0,0,0.0859784914964152,0,0,0,0,0,0,0,0,0,0,0.271525620272654,0.0692346807761102,0,0,0,0,0,-0.0207740362369657,0,0,0,0,0,0.085547291155201,0,0,0.0939067582428512,0,0.0224967913238255,0,0,0,0,0,0,0,0,0.0345675575678161,0,0,0,0,-0.0952460887593183,0,0,0,0,0,-0.0120120935455654,0,0,0,-0.00341726049417161,0,0
