,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600111.SH,X600176.SH,X600352.SH,X601992.SH,X000553.SZ,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X600299.SH,X000709.SZ,X002271.SZ,X600426.SH,X601158.SH,X600315.SH,X000408.SZ,X601699.SH,X600489.SH,X000830.SZ,X000883.SZ,X600808.SH,X600219.SH,X000630.SZ,X002470.SZ,X600339.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0347964552818835,0.0953584759563677,0,0,0,0,0,0,0,0,0.0690394217473251,0,0,0,0,0,0,0.0381500354702149,0.0892088571666939,0,0,0,0,0.0581565232688587,0,0,0,0,0,0,0.0594413174840509,0.0331397485654406,0,0,0,0,0.00524205292182313,0,0.160063873429959,0,0,0,0,0,0,0,0,0,0,0.00162162595988672,0,0,0,0,0,0,0
X600028.SH,0.351751806344886,0,0.413104072126098,0,0,0,0,0,0,0,0,0,0,0.139784813845549,0,0,0,0,0,0,0,0,0,0,-0.0868432086908153,0,0,0,0,0,0,0,0,0,0,0.0795379207586262,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.00893922606310401,0.0744919581990395,0,-0.0269479881991721,-0.00671918112525886,0,-0.257559662052207,0,0,0,0
X601088.SH,0,0.313938913363605,0,0.24036192246558,0.171794726323811,0,-0.0342302594795708,0,0.18576305786938,0,0,0,0,0,0,0,0,0,0,0,0,-0.015268086708405,0,-0.0175310556168744,0,-0.0122331467091702,0,0,0,-0.0654879371951421,0,0,0,0,0,0,0,0,-0.148236362689831,0.206547559209359,0,0,0,0,0,0,0,0,0,0,-0.00383626285279438,-0.0621896809161903,0,0,0,0,0,0
X600019.SH,0,0,0.284758184013844,0,0,0,0,0,0.332978441035911,0,0,0,0,0,0,0,0,0,0,-0.0987915421201154,0,0,0,0,0,-0.0109509778487391,0,0,0,0,0,-0.0211512630686358,-0.113842688946353,0,-0.0113168379922357,0,0,0,0,0,0,-0.0454422777964665,0,0.25258905801596,0,0,0,-0.0591275877938325,0,0,0,-0.0142303934656517,0,0,0,0,0,0
X600585.SH,0,0,0.20452818077448,0.0661291672061934,0,0,0,-0.0869613935452696,0,0,0,0,0,0,0,0,0,0,0,0.111736677139876,0,0,0,-0.0184012239850043,-0.134637229067992,0,0,0,0.2311213285316,0,-0.0135896359715976,0,0,0,0,0.0930273877568614,0,0,0,0,0,0.318365094598243,0,0,0,0,0,0.0274532091581779,-0.150496594372333,0,-0.052513759319628,0.00755071447957068,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10851632973304,0,0,0.0329420714822366,0,0,0,0,0,0.255820545955648,0,-0.0798904720460211,0.18315102593071,0,0.0586751765573721,0,0,0.0545896113653913,0,0.192685929393605,0,0,0,0,0,0,0,0,0,0,-0.00600101620310745,-0.054711644718189,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857341805133578,0,0,0,0,-0.00297132205071245,0.174516920455399,0,0,0,0,0,0,-0.0570702935823945,0,0.427945570631771,0,0,0.0907242569089835,0,0,0,0,0,0,0,0,0,0,0.0303993357622364,0,0,0,0.293435272249522,-0.117039290354829,0,0,0.029899151558742,0,0,0,-0.867738291215907,0,0
X600188.SH,0,0,0.466427926832738,0.221907863864302,0,0,0,0,0,0,0.161349050147578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235483443363742,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.134785252553185,0,0,0,0,0.381060970681318,0,0,0,0,0,0,0,0.186472017915031,0.195569699081885,0,-0.0329316879282832,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0555173235428594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434895208667184,0,0,0,0,0,0.0376853219991276,0,0,0.0120220794249026,0,0,0,0,0,0,0,0.104231024917758,0,0.021370493578244,0,0,0,0,0,0,0.138062448947578,0,0.00950122471251525,0,0,0,0,0,0,0
