,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X600489.SH,X300072.SZ,X601992.SH,X600660.SH,X600309.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X600583.SH,X000898.SZ,X000408.SZ,X600352.SH,X000723.SZ,X000983.SZ,X000883.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000012.SZ,X002460.SZ,X000630.SZ,X000959.SZ,X601699.SH,X600219.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0588148932381634,0.0106368506135412,0,0,0,0.0064108343635552,0,0,0,0,0,0.0259351177737691,0,0,-2.16840434497101e-19,0,0.0172532325782333,0,0,0,0,0,0,0,-0.00376067040263084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986764930099245,0,0,0,0,0.0057122410599479,0,0,0,-0.00578552214017093,0,0,-0.00442488995581527,0,0,0,0
X600028.SH,0,0,0,0.037549061652603,0.0223567311864705,0.0177044559194518,0,0,0.041187580177386,0.0271103147972327,-0.00975230430962332,0,0,0,0,0,0,0,0,-0.0349930813812638,0.0212140588878019,0,0,0,0,0,0,0,0.0245033353207948,0,0,0,0,0.0672390642151329,0,0,0.0409926936780704,0,0.0310515698080135,0,0,0,0,0,0,0,0,0.00536246321081537,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0389485092381786,0,0,0,0.110906152084501,0.119145533141065,0,0,0,0,0,0,0,0,0,0,0,0.0386749901305269,0,0.0443366040240309,0.0331923814637921,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0789427536961187,0,0,0,-0.0119226285765363,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00119382436918499,0.0700007516480832,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0962874245673603,0,0,0,0,0.175170942012146,0.0286651400768829,0,0,0,0,0,0,0,0.0888545573300333,-0.022189138989993,0,0,0,0,0,0,0,0,0.139301511704661,0.153710590499644,0,0,0,0,0,-0.128424817627593,0,0.0640374713614038,0,0.0231517342329708,0,0,0,0,0,0,-0.0206860966016541,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0879524255418661,0,0.18808140420181,0,0,0,0,0.046424339613971,0,0,0,0,0,0.19617586637684,0,0,0,0,0,0,0,0,0,-0.00220828028006349,0,0,0,0,0,0,0,0.0244089376062109,0,0,0,0,0,0.0290183664136312,0.00451889534273629,0,0,0,0,0,0,0,-0.000388546406958429,-0.0316017917328681,0,-0.231446769207149,0,0,0,0
X600585.SH,0,0,0,0,0.161450613757149,0,0,0,0,0.100937538145387,0,0,0,0,0,0,0,0,0,0,0,0,0.163490632768024,0,0.160217137449218,0,0,0,-0.09788630705193,0,0,0,0,0,0.0835061228787821,0,0,0.0950239149381794,0,0,0,0,0,-0.0649175666899471,0,0,0,0,0.185616332946609,0,0,0.0124999772630204,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0734039531597602,0,0,0,0,0,0,0,0,0,0.0139599385914375,0,0,0.0261932124522341,0,0,0,0,0.0132297710998132,0,0,0,0,0,0,0,-0.00336937405884876,0,0.0394437488758349,0,-0.0145554720683051,0,0.0402700271411909,0,0,0,0,-0.0264433540655444,0,0,0,-0.0637183087669754,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.107541824405443,0,0,0,0,0,0,0,0,0,0.034279907296664,0.0303894151116649,0,0,0.0402356410653581,0.121467712945318,0,0,0,0.0474860339330557,0,0.0859690484717189,0,0,0.062793915396622,0,0,0.0284963150449474,0,-0.0820508243249997,0,0,0,0,0,0,0,0,0.363299524984482,0,0,0,0.0136766309785281,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0609173714953663,0,0,-0.0746397022764995,0,0,0,0,0.180713645352564,0,0,0,0.0357000550672354,0,0,0,0,0,0,0,0.0770775251411565,0,0.00652155872787546,0,0,0,0.178554664650546,0,0.0221603157726564,0,0,0.120864003200704,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106621754763016,-0.115440224720979,0,0,0.123770473690583,0.123082137415699,0,0,0,0,0,0,-0.0235161959143676,0,0,0,0,0.656222816543861,0,0.0131268550582974,0,0,0,-0.0750965506009763,0.163567377898103,0,0,0,0,0,0,0,0,0.222148302943117,0,0,0,0,0,0
