,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600309.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000959.SZ,X000723.SZ,X600339.SH,X600583.SH,X002466.SZ,X000408.SZ,X600098.SH,X000883.SZ,X000630.SZ,X600352.SH,X600623.SH,X600219.SH,X000539.SZ,X000027.SZ,X000983.SZ,X600021.SH,X002092.SZ,X002470.SZ,X000060.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.370452746031293,0.0259376530994104,0,0.024397892011842,0,0,0,0,0,0.0227444429378108,0,0,0,0,0,0,0,0.0376615634415001,0,0,0,0,0,0,0.0655127383115494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10420290102917,0,0,0,0,0,0,0,0,0,0,0,-0.00322571360756155,0,0,0,0,0,0
X600028.SH,0.497291148610409,0,0,0,0,0,0.309204203234344,-0.0253411605867878,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.00565369008356958,0,0,-0.00373084203619828,0,0,0,0,0,0,0,0,0,-0.0657195328305571,0,0,0,0,0,0,0,0,0,0,0.0259426066449114,-0.0029062957381477,0,0,0,0,0,0
X601088.SH,0,0,0,0,-4.33680868994202e-19,0,0.0161656355585532,0.210986962050648,0,0,0.0392890656851652,0,0.0434279376798281,0,0,0,0,0,0,0.0735549018781026,0,0,0,0,0,0.0594927747910939,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117827609094057,0,0,0,0.0957506828694073,0,0.0761501982891592,0,0,0.0718615229785604,0,-0.0105473617525068,0,0,0,0,0,0,0
X600011.SH,0,0.0345856772575782,0,0,0,0,0,0.0640121021662521,0,-0.0473308726666301,0,0.327247391110843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878578405796886,0.0263972809208202,0,0,0,0,0,0,0,0,-0.031960271394143,0,-0.0510067433902775,0,0,0,0,0,0,0,0.0710075370998236,0,0,-0.00865215935825931,0.08991283138285,-0.0349275831413078,0.0424333076623024,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.43208897148988,0.000429071143897656,0,-0.0797713066809072,0,0,0.153573146951878,0,0,0,0.0446471759529851,0,0,0,0,0,0,0,0,0.0700762051558959,0.066333402336995,0,0,0.00496575120005553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155114598945814,-0.103147210493314,0,0,0,0,0,0.0189769772115906,-0.402367424665397,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0845454236715237,0,0,0,0,0,0.0273985806172181,0,0,0.0128770087822827,0.0755689049418938,0,0,0,0,0.216200385434043,0,0,0,0.0456204620955237,0,0,0,0,0,0,0,0,0,0.0767699643983712,0,0,0,0.0905741256596634,0,0,0,0,0,0,-0.0161008664588064,0,0,0,0,0,0,0
X600585.SH,0,0.34219854256981,0,0,0.0652798286958999,0,0,0,0,0.0606202070996145,0,0,0,0,0,0,0,0,0,0.114063595133852,0.145705557568677,0,0,0,0,0.197302922282626,0,0,0,0.0192291103191774,0,0,0,0,0,0,0,0.0842390785859965,0,0,0,0,0,-0.0531792759472189,0,-0.00383297452076781,0,-0.0955996806590429,0,-0.177198784278979,-0.00546391751160827,0,0,0,0,0,0,0
X601898.SH,0,0,0.283875802178957,0,0,0,0,0,0,0,0,0,0,0,0.192474851985842,0,0,0,0.00833980082353903,0,0,0,0,0,0,0,0.0733724287665838,0,0,0.00987152582234202,0,0,0,0,-0.0865684579938371,0,0,0,0.269778695566224,0,0,0,0,0.279587268244498,0,0,0.106273289620487,0,-0.000224070774983439,-0.0955055037342107,-0.0233490122431806,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0042343671509162,0,0,0,0,0,0,0.160623762724953,0,0,0,0,0,0.0897870921388118,0,0,0,0,0,0.0239997977991323,0,0,0.0762232613440154,0.416321493940126,0,0,0,0,0.0195309737904765,0,0,0,0,0,0,0,0.0386550741663316,0.0231142749307844,0,-0.025282909520424,0,0.00862738873271806,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0481257335157815,0,0,0,0,0,0,0,0,0,-0.14673877227258,0,0,0.0322883394772086,0,0,-0.000565506463158854,0.937264548904857,0,0,0,0,0,0,0,0,0,0,0,0.0223313807710461,0,0,0,0,0,0,0,0,0,0.0793317204054945,0,0,0.0942925779151914,4.33680868994202e-19,-0.0484303045431821,0.0260785183471617,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0769942745639157,0,0,0,0.0618438724601319,0,0.0712226806363502,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235730590648323,0,0.056894406376799,0.0777478010148105,0,0,0,0,0.15186838312681,0,0.385330848102792,-0.0661045077097984,-0.156411145975239,-0.00305421909701404,0,0,0,0,-0.0369464446150376,0,0
X600795.SH,0,0,0,0,-0.0704376011022234,0,0,0,0,0,0,0,0.0224240381802911,0.084150522604367,0,0,0,0,0,0.0752230075548123,0,0,0,0.0846342712421788,0,0,0,0,0,0.0680030591225613,0,0,0,0,0,0.00121978473057075,0,-0.0621097747557366,0,0.0188021135627861,0,0,0,0,0,0.0599850420856865,0,0,-0.0803594449570868,0,0.00693503302275627,0,0.0200977781288513,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.108374248710072,0,0,0.0467993986126215,0.220077737335954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192937490219761,0,0,0,0,0,0,0.263374205743955,0,0,0.395841625423967,0,0,0,-0.0262344465098949,0.17310497583471,0,0.0389496895466074,-0.0453021728209361,0,-0.017758502318246,0,0.0920284431333706,0,0,0,0,0
X300072.SZ,0,-0.0357332599212713,0,0,0,0,0,0,0,-0.0775947877207681,0,0,0.14488319635965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918063697287338,0,0.130646779851289,0,0.0951697352382774,-4.33680868994202e-19,0,0,0,0.115661705559465,0,0,0,0,0,0,0,0,0,0,0,0,0.0176366127288746,0.0141356182749656,0.0258911060588962,0,0,0,0,0,0,0
X600188.SH,0,0,0.0111554723961385,0,0,0,0,0.391965542094893,0,0.0394968096127954,-0.0582035138874208,0,0,0,0,0,0.322259162678606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097471563298388,0,0.0456481773444241,0,0,0,0,0,0,0.220396795641697,0,0,0.0302964582393968,-0.00534449048908224,-0.0248209862877845,0,0,0.0419929556014387,0.0276106196377832,0.00440699254140723,0,0.0244591071237378,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0578401495493854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691238620360048,0.0184919912419712,0,0,-0.0258694438473394,0,0.0160726438280103,0,0,0,0,0,0,0,0.106630468364969,0,0,0,0.0867744318144436,-0.0218365536537983,0,0,0,-0.0176852068745369,0,-0.00364868696556965,-0.00563072450662494,0,0,0,0,0,0
X600157.SH,0,-0.159114020786567,0,0,0,0,0,0.063767910191232,0,0,0,0,0,0,0.224488282679821,0,0,0,0,0,-0.0482390356296514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136495148202265,0.0956892566922297,0,0,0,0,0,0,0,0,0,0.0571750275675435,0,0.163707090573953,0.0622299371962792,-0.010515555137606,0.088814727659569,-0.0904769811666628,0,0,0,0,0,0.446708934248262
X600027.SH,0,0,0,0,0,0.0590529359454635,0,0,0.00876776828802636,0,0,0.139414027854965,0,0,0.0269098905558453,0,0,0,0,0.0379453691716837,0,0,0,0,0,0.0017244338533932,0.0678239266293377,0,0,0,0,0,0,0,0,0.0784980517064209,0,0,0,-3.46944695195361e-18,0,0,0,0.0134070746892789,0,0.00273560183139237,0.0336505264401543,0,-0.00810455243948267,0,-0.0184549553239169,0.0271752942318533,0,0,0,0,0,0
X601992.SH,0.0170136383690988,0,0.259913194286524,0,-0.0458178284866312,0,0,0,0,0,0,0,0,-0.0151310938031325,0,0,0,0,0,0,0,0,0,0,0,0.011257037218395,0,0,0,0,0,0.0433991163180426,0,-0.125303863943017,0,0.0607784193220666,0,0,0,0.295280990825472,0,0,0,0,0.0150045359089117,0,0,0,-0.00513740798245541,0.101396460313493,0,-0.000934873586448184,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0657200937186514,0,0,0,0,0,0.318006846071147,0,0,0,0,0.121656493620813,0,-0.0130345363524496,0,0,-0.038869734703335,0,0,0.137885095802864,0,0,0,0,0,0.125532780474665,0,0,0,0.0602868784475262,-0.0671842528869625,0,0,0.0575769647287561,0,0,0,0,0,-0.214769342321413,0.00348325660796611,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.027088160518184,0,0,0,0,0,0.0739266284159199,0,-0.0536220182685049,0.144448181362309,0,0,0,0,0,0,0,0.130194763595561,0,0,0,0,0,0,0,0.130382827268041,0,0.122371851474344,0.251913814245403,0,0.218542653516413,0,0,0,0,0,0,0,0,-0.116117819114917,0,0,0,0,-0.000624212684517398,0,0,-0.0222782399929487,0,0,0,0,0,0
X600886.SH,0.241087926313567,0,0,0,0,0,0.0433440810577558,0,0,-0.0570525844577102,0.0214730722578186,0.0914744056848456,0,0.04862822521777,0,0,0,0,0,0.0208161902408761,0.120659988380146,0,0,0,0,0,0,0,0,0.0346006120693903,0,0,0,0,0,0.204901312931822,0,0,0,0.0048228010680585,0,0,0,0,0,-0.0033889742467199,0,0,-0.0224670114674163,0,0,0.0065734413583834,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.00137383651985276,0,0,0,0,0,0.14040055158673,0,0,0,0,0,0,0,0,0.0745657039528945,0,0,0,0,0,0.0733102729193967,0,0,0,0,0,0,0,0,0,0,0,0.00431944445245404,0,0,0,0,0,0.16947264984335,0.0782590070009009,0,0,0,0.0708840916854041,0,-0.0158025558180718,0.0028363250246209,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.017148956605252,0,0,0,0,0.796209463367965,0,0,-0.0288208076387798,0.0568685439490206,0,0,0.169265433142738,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592432995843852,0,0,0,0,0,0,0,-0.0198465926021836,0,0.0962125631758063,0,0,0,0,-0.0553132960553731,0,0,0,2.16840434497101e-19,0.020529531357327,-0.00571804299789453,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0.0328697735938371,0,0,0,0,0,0,0.0309499589477808,0.12776236147776,0,0,0.0170191170278182,0,0,0,0.183716022199988,0,0,0,0,0,0.0451940690525315,0,0,0,0,0,0,0.0726796749511988,0,0,0,0,0,0,0,0,0,0,-0.00552469783633928,0,0.0439760557550542,0.0938479228901746,0,0,-0.015429683297196,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,-1.0842021724855e-19,0.185542534642626,0,0,0,0,0,0,0.0385622648617375,0,0,0,0,0,0.0458390679663921,0,0,0,0,0,0,0,0,0.719670106526478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286909582310796,0.0487785767430284,-0.137404523396115,0,-0.0270808109770502,0.209658521516596,-0.095504576022736,0.100391386458306,0,0,0,0,0,0
X601158.SH,0,0,0,0,-0.0270207075578543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685291513223224,0,0,0,0,0,0.132951672318099,0,0.116373073021158,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.07879809252932,0.0072942044616607,-0.0170415890076042,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.0940483535135457,0.0157962377970548,0,0,0,0,0.0426635172655107,0,0,0,0,0,0,0,0,0,0,-0.0386868987161178,0,0.323186896828035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887425734332542,0,0.0462421563208215,0,0.0989240347042764,0,0,-0.0291879578250385,0.00715934408043037,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0651317536371351,0.116780181656052,0.0151527486008623,0,0,0,0,0,0,0,0,0,0,0,0.0940931274896437,0,0,0,0.025204568512891,0,0,0,0,0,0,0.057755576826154,0,0,0,0,0,0.0907682037851236,0,0,0,0.0727023148444766,-0.0100209894399863,0.0100218976166219,0,-0.00298325477096339,0,0,0,0,0,0
