,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X600021.SH,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X000792.SZ,X600547.SH,X000629.SZ,X000825.SZ,X600660.SH,X000060.SZ,X600808.SH,X000027.SZ,X002353.SZ,X600307.SH,X000959.SZ,X000630.SZ,X600008.SH,X000831.SZ,X600863.SH,X600549.SH,X600578.SH,X002470.SZ,X000012.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.522434879566432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182133054294229,0,0,0.174561191323198,0,0,0,0,0.0192609109758835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661522090162122,0,0,0,0,0,0,0,0,0,0.0146193334021288,0,0,0,0,0,0
X600028.SH,0.661593233180089,0,0,0,0,0,0,0.0195977084050384,0.080752344691985,0,-4.33680868994202e-19,0,0,0,0,0,0.0183287340451553,0,0,0.0128485232238833,0,0,0.0198630349927462,0.0476873401360932,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679072990323678,0,0,-0.0169636954717533,0,0,0,0,0,0,0,-0.0500857110406675,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.358015552837215,0,0.199463041590232,0,0,0,0,0,0,0,0.0723219821163449,0,0.027857779349558,0.0183825914436719,0,0.00627082068063322,0,0,0,0.0703539011277018,0,0,0,0.0738849219400255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.000416731845441438,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.074640376994097,0,0,0.0271147909151649,0,0.174154772499064,0.0860265455658199,0.0264609636811038,0,0,0,0.365215871705359,0,0,0,0,0,0,0,0.0959020904364084,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131823181750343,0,0,0.0592352773769021,0,0,0,0.0026671483633377,0,0,0,0,0,0
X600019.SH,0,0,0.0588829727622285,0,0,0,0,0,0.10201187735602,0,0,0,0,0.0791297170125395,0,0,0,0,0.0588015082220055,0.0433433917213379,0,0.204118140454868,0.0989741795731194,0,0,0.273148373232661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0652441969166369,-0.0286098882308658,0,0,0,-0.00148295327906528,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0930775270183782,0,0.0938880889381423,0.122289568299996,0,0.171968241366653,0,0,0.0475041462346262,0,0.0932747231420716,0,-0.0417409764746825,0,0,0.0678289126389866,0,0,0,0,0,0,0,0,0,0,0,0.0963632147583208,0,0,0,0,0,0,0,0.221278412799432,0,0,0,0,0,0,0,0,0.00695778235022589,0,0,0,0,0,0
X600585.SH,0,0,0.387800873979059,0,0,0,0,0,0,0,0.0469677082624254,-0.0362276680737755,0.0801903267991312,0,0,0,0,0,0.022198348495828,0.0725919539418429,0.192069764381825,0,-0.0343430595924241,0,-0.017749338307245,0,0,0,0,-0.00955058246524545,0,0,0,0,-0.0216204012033758,0,0.00818564326322649,0,0,0,0.0101500292856853,0,0,0,0,0,0,0,0,0,-0.01618199166894,0,0,-0.0413689002151965,0,0,0,0
X601600.SH,0,0,0.207961587294676,0,0.0960227774811191,0,0,0,0.0777118785922066,-0.170529263895444,0.262533469735412,0.0740654263594522,0,0,0.142586880683004,0,0,0,0,0,0,0,0,0,0.0215423935387459,0,0,0,0,0,-1.38777878078145e-17,0.0106190235123701,0,0,0.119670718673005,0,0,0,0,0,0,0,0,0,0,0,0,0.00587829037441756,0,0,0.00925840875009617,0.0399795305435991,0,0,0,0,0,0
X601898.SH,0,0,0.147209196111642,0,0.177668720860601,0,0,0.170926863486664,0,0,0.0733594991898626,0,0.0641343267511076,0,0,0,0,0,0,0.015420241102951,0,0,0.0165386413460699,0,0,0.0506974652874583,0,0.0424604237523155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509654221177587,0,0,0,0,0,0
X600010.SH,0,0,0,0.255668785450542,0.0344437012477261,0,0,0,0,0,0,0.012546520340887,0,0,0,0,0,0,0,0,-0.0675654235200421,0.344716091063647,-0.066468273286439,0,0,0,0,0,0,0,0,0,0.0824622844654674,0,0.0316586321791128,0,0.156276831834283,0,0,0,0,0.101696350506408,0,0,0,0,0.126096461978842,0,0,0,0.0444048807685982,0.0504742514720563,-0.19655249220637,0,0,0,0,0
