,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600660.SH,X600547.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X600362.SH,X000708.SZ,X600111.SH,X600010.SH,X601699.SH,X000301.SZ,X600027.SH,X000983.SZ,X000877.SZ,X600803.SH,X600489.SH,X600160.SH,X600426.SH,X601991.SH,X000630.SZ,X000408.SZ,X000786.SZ,X601168.SH,X002271.SZ,X000807.SZ,X000933.SZ,X600985.SH,X600176.SH,X600612.SH,X600219.SH,X002128.SZ,X000932.SZ,X600096.SH,X600348.SH,X000883.SZ,X002353.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.280402506831476,0.135551080020277,0.0556821822900507,0.0690965563209759,0,0,0,0,0.0619474816416587,0,0,0,0,0,0,0,0,0,-0.0935578702491478,0,0,0,0,0.0524962457147298,0,0,0,0,0,0,0,0.129183827768815,0,0,0,0,0,0,-0.031874081202652,0,0,0,0,0,0,0,0,0,0,0,0.00392011801619176,-1.0842021724855e-19,0.075058053707421,0,0,0,0,0
X601088.SH,0,0,0,0,0.198079176893943,0.0122937432694473,0.211890644732773,0,0,0,0,0,0,0,0,0,-0.0313858921942228,0,0,0,0,8.67361737988404e-19,0,0,0.122042606384256,0,0,0,0,0,0,0,0,0,0.0420725977330257,0,0,0,0.0582146269606318,-0.00155773692311308,0,0,0,0,0,0,0,0.0867763494913197,0,0,0,-0.00443009910038054,-0.00437497372217563,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.120248499992428,0,0,0,0,0,0.219549718619874,0,0,0,-0.0723834788468898,0,0,0,0,0,-8.67361737988404e-19,0,0.0608461967737866,0,0,0,0,0,0,0,0,0,0,0.111742763354471,-0.0123502809472037,0,0,0.00477422596835299,-0.0311683226698663,0,0,0,0.0768894902101406,0,0,0,0,0,0,0,0,0.0231405196610087,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403239920422354,0,0,0,0,0.126480322352859,0.0257381126248899,0,0,0,0,0.283857649105833,0.15483669504437,0,0,0,0.105705467070811,0,0,0,0,0,8.67361737988404e-19,-0.143057593375784,0,0,0,0,0,0,0.114735211767567,0,0,0,0.00638447946914375,-0.0140703362642542,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.168435241052058,0,0,0,0,0,0,0,0,0.0625032095298609,0,0,0,0,0,0,0.289627156266716,0,0,0.208023103840196,0,0,0,0.0177935499218965,0,0,0,0,0,0.00287730520381962,0,0,0,0,0,0,0,0.101022677630292,0.0366558174211844,0,0,0,0,0,0,0,0,-0.0221988354350239,0,0,0,0,0,0
X601898.SH,0,0.0539436542603233,0,0,0.0839602929320639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347052085444508,0.359839556446468,0,0.0385566429040473,0,0,0,0,0,0,0,0,0,0,0,0.149696621214825,0,0,0,0,0,-0.0326358352983123,0.0294929165494921,0,0,0,0,0.0284885771956087,-0.0112065582049775,0,0.133068515254661,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.208968179211228,0,0,0,0,0,0,0,0,0.204293523451953,0,0,0,0,0,0,0,0,0.242689196796226,0,-0.0450584364714151,0,0,0,0,0.0719892631141651,0,0.0386772974071708,0,0.0270904080884236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731448328839878,0,0,0.0276349146460598,-0.0328090666786738,0,0.0878378795137623,0,0,0,0
X600019.SH,0,0,0,0,0.116662865879413,0.102213050234499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213415251049518,0,0,0,0,0,-0.0135305680244428,0.110489587166016,0,0,0,0,0,-0.0913079267487442,0,0,0.0724843784049566,0,0,0,0,0,-0.0140659268739821,0,0.0213669567328301,0,0,0,0,0,0,0
X600585.SH,0.0892710916317034,0,0,0.186594000869313,0,0,0,0,0,0,0.0372685006754764,0,0,0,0,0,0.0209650619465242,0,0,0,0,0,0.00299633263234485,0,0,0,0,0,0.0895644468062581,0,-0.0549123918098323,0,0,0.146544978618476,0,0,0,0,0,0.192599090382823,0,0,0,0,0,0,0,0,0,0,0,-0.0205208309685748,0.00901203579147424,-0.0649086011640081,0,0,0,0,0
X601600.SH,0.145926026705336,0,0.0281210169921428,0,0.0753462961282498,0,0,0,0.133097429421275,0,0,0.0291938211024072,0,0,0.0407432421946272,0,0,0,0.0324014451772792,0,0,0,0,0,0,0,0,0,0,0,0,0.186224654837778,0,8.44162060768504e-05,-8.67361737988404e-19,0,0.211447558056847,0.0921411580216411,0,0,0,0,0,0,0,0,0,0,0,0.0588584462837011,0,-0.0107290721161499,0,0.0533748312676492,0,0,0,0,0
