,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600027.SH,X600362.SH,X600188.SH,X600111.SH,X601992.SH,X600157.SH,X600583.SH,X000709.SZ,X600021.SH,X000898.SZ,X600309.SH,X600352.SH,X601158.SH,X000539.SZ,X000629.SZ,X600489.SH,X600808.SH,X000792.SZ,X000825.SZ,X600547.SH,X600578.SH,X000060.SZ,X000027.SZ,X600660.SH,X600008.SH,X600863.SH,X600307.SH,X002353.SZ,X000831.SZ,X600219.SH,X002470.SZ,X600022.SH,X600549.SH,X000959.SZ,X000630.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.618327076087654,0,0,0.026577736655777,0,0,0,0,0,0,0,0.050444893574717,0,0,0,0,0,-0.013167381208356,0,0,0,0,0.120917816684252,0,0,0,0,0,0.0232793620411855,0,0,0,0,0,0,0,0,0,0,0,-0.0487194700645873,0.0857664629468395,0.0564041846154779,0,0,0,0,0,0,0.00835094399542287,0.0159461382909173,0,0,0,0,0,0
X600028.SH,0.692215679863318,0,0,0,0.0303409772718143,0,0,0.00661151359776448,0,0,0,0,0,0,0,0,0,0.0627013558904627,0.0411738633403822,0,0,0,0,0,0,0.0299250843940783,0,0,0,0,0,0,0.0112063072179252,0,0,0,0,0.0152026250300007,0,0,0,0,0,0.0511263613678829,0,0,0,0,0,0,0,0.00305942948394208,0,0,0,0,0,0
X601088.SH,0.00240943239349658,0.00530475089442319,0,0,0,0,0.320026557869023,0,0.210277322761715,0,0,0,0,0,0,0,0,0,0,0.0139378537955733,0.0584951599458264,0,0.0583100759138487,0,0,0,0,0,0,0,0.0881235312559149,0,0.040992727627674,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.000496695610923373,-4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.174952640518095,0,0,0,0.087908875155442,0.113809878812628,0,0,0.408476720147907,0,0,0,0,-0.0770869740656712,0,0,-0.0760003869875256,0,0,0,0.150709954590525,0,0,0,0,0,0,0,0.0601059983539063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126363950825718,0,0.0262587669108566,0.0206612217700655,0,0,0,0,0,0,0
X600019.SH,0,0,0.0360143260676855,0,0,0,0,0,0.299626145471034,0,0,0,0,0,0.0052473085775291,0,0,0.0880908713131145,0,0,0.111488937145944,0.096162753225516,0.259131262064948,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802186599139489,6.93889390390723e-18,0.0502130122925166,0,0,-0.0503911727659469,0,0.00300271318614716,-0.00791462837851892,0,0,0,0,0,0
X600795.SH,0.00320566797314146,0,0,0.0268514668497041,0,0,0,0,0,0.286924443470432,4.33680868994202e-19,0,0.159249682397195,0,0,0,0,-0.0284340081192849,0.00651896614379523,0,0,0.0356461632293694,0,0,0,0,0,0,0,0.0709395149166583,0,0.0510254822012102,0,0,0,0,0,0,0.225383725133305,0,0,0,0.0579345652845402,0,0.0612105520125726,0,0,0,0,0,0,0.00223455517253991,0,0,0,0,0,0
X600585.SH,0,0,0.228961886818581,0,0,0,0,0,0,0,0,-0.036214414353981,0.0612229118825403,0,0,0,0,0.110338144129432,0.035748644092156,0.185104701511393,0,-0.00509270356124929,0,0.17594012033842,-0.0397587670947426,0,0,0,0,-0.0299142993946487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160356718595681,-0.0124409427081885,0,0,0,0,0,0
X601600.SH,0.275282187358149,0,0.135052394675327,0,0.129656624018837,0,0,0,0,0.158190643853472,-0.130797714426761,0.109218684484817,0,0.0303597330962347,0,0,0,0,0.0446056649637482,0,0,0,0,0,0,0,0,0.114070915237323,0,0.0558353857612575,0,0,0,0,0,0,0,0,0,0,0,0,0.00868461689929996,0.0399084208601275,0,0,0,0,0,0,0,0.0207658872064705,0,0,0,0,0,0
X601898.SH,0,0,0.219238907380518,0,0.13551793948962,0,0,0.139641329758478,0,0,0,0.0197847243642766,0,0,0,0.0477610870295328,0,0,0,0,0.0280174556360795,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00275827871378439,0.0305966861547869,0,0,0.059452194773305,0.0245068484036675,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0307272218803985,0,0,0,0,0,0
X601991.SH,0,0,0,0.23351713254837,0,0.00293509025688051,0,0.057270815836031,0.253157706045673,0,0,0,0.0527362954051672,0.135364865269715,0,0,0,0,0,0.0813193341313976,0,0.20755394168501,0,0,-0.0439913100375493,0,0,0,0,0,0,0,-0.0601383275441674,0,0,0.0477145980802188,0,0,0,0,0,0,0.20835521033591,0,0,0,0,0,0,0,0,-0.00806786842105577,0,0,0,0,0,0
X600010.SH,0,0,0,0.171528981546368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279351973824149,-0.0795832782982111,0,0,-0.0842839004474746,0,0,0,0,0,0,0,0,0,0,0,0.305515546560897,0,0,0.215912519636738,0.0367631040908418,0,0,0,0.00182998844634305,0,0,0,0,0,0.0654876711048777,0.0310868611373841,-0.0790640009191541,0,0,0,0,0
X600688.SH,0,0.142284238812279,0,0,0.113450869531881,-0.172042392971302,0,0,0.223158191716581,0,-0.0239281764995711,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179876014337341,0.307217972292029,0,0,0,0,0,0,0,0,0,0,0,0.198063939281747,0,0,0.126161421619896,0,0,0,0,0,0,0,0.267168321287457,0,-8.67361737988404e-19,0.0133899100386932,0,0,0,0,0,0
X600886.SH,0.061729560478545,0,0.0695682616679193,0,0.0917482829809238,0.134995011645172,0.206496297718299,0,0,0.32433168198862,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0667510541840545,0,0,0,0,0,0,0,0,0.0919507515864537,0,0,0,0,0,0,0.0443511524182465,0,0,0,0,0,0,0,-0.00582405551534764,0.0448858345047521,0,0,0,0,0,0
