,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X000301.SZ,X600010.SH,X002271.SZ,X601600.SH,X600660.SH,X000708.SZ,X600188.SH,X601898.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X000408.SZ,X000723.SZ,X000786.SZ,X600803.SH,X000959.SZ,X000807.SZ,X000932.SZ,X600399.SH,X000825.SZ,X601991.SH,X000831.SZ,X000898.SZ,X002080.SZ,X600795.SH,X600516.SH,X600808.SH,X000155.SZ,X002409.SZ,X600352.SH,X000983.SZ,X601699.SH,X600160.SH,X600295.SH,X600489.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.305175941947997,0,0,0,0,0.0391982164965868,0,0.0221769442277841,-0.024863817757781,0,0.00855097343678065,0,0.0545051661506949,0,0,0,0,0,0,0,0.00112243567547722,0,0,0,0,0.0261498764705751,0,-0.0534206987996393,0.00762723959531435,0,0,-0.0362141363146719,0,0,0,0,0,0,0,0,0,0,0,0.0261984928889437,0.0382580103690545,0,0,0,0,0,0,-0.0181410687775623,0,0,0,0,0,0
X600028.SH,0.202104818324164,0,0,0,-0.0721807858935467,0,0,0,0,0,0.0590108489222817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313533627076239,0,0,0.0105560088924795,0.0689067863799862,0,-0.00100823640175374,0,0,0,0,0,0,0,0,0,-0.0119232521422243,0,0.0198722341360531,0,0,0.0152256890554182,0,0,0,-0.0107959438612235,0.0516637990753558,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0605123089733865,0,0,0,-3.46944695195361e-18,-0.0319364140711216,0,0,0,0.145377283952684,0,0,0.137833766270571,0.134875521930817,0,0,0,0,0,0,0,0,0,0.1264250380113,0,0,0,0,0,-0.025871810852203,0,0,-0.0067402304600534,0,0,0,0,0,-0.00598103671235026,0,0.0253992338121913,0,-0.0577098492714152,0,0,0,0,-0.00738657267082699,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00969884124492663,0,0,0,0,0.105507243163484,0.0385717593089608,0,0.0618052101709617,0,0,0,0,0,0,0,0,0.13270578150613,0,0,0,0,0,0.0403344563823383,0,0,0.0127030690440205,0,-0.0645208657401576,0,0,0,0,0,0,-0.00898844500897215,0,0,0.0728650866687552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.103192439308429,0.36542588125855,0.0242109297920657,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.139856195760959,0,0,0,0.177147429831117,0.0583129832501047,0,0,0.0268194156364451,0,0,0,0,0,0.00206675463796398,0,0,0,0,0,1.73472347597681e-18,0,0.25666053744932,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,-0.0189126292905905,0,0,0,0,0,0,-0.0485069217678632,0,0,0,0,0,0,0,0.0914933659902387,-0.381447175051335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765304431265552,0.0266516563150751,0,0,0.0293489318508954,0,0,0.159435045438159,0,0,0,0.0429107042062591,0.0525694811794677,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0954944721761027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681095751545094,0.237458152679394,0,0,0,0,-0.0685686190620753,0,0,0,-0.0163714609660343,0,0,0,0,0,-0.0724805895597823,0,0,0,0,-0.0242128920550325,0,0,0,-0.000661089991082468,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0670527956601776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141168666672812,0,0,0.0352806571998911,0,0,0,0.041059227101697,0,0,0.258967516933004,0,0,0,0.252158339593262,0,0,0,0,0,0,0.0317285968495855,0,-0.055356501785982,0,-0.039704419207421,0,0,0,0,-0.110026501439815,0,0
X002466.SZ,0,0,0,0,0.0824427641869405,0,0,0,0,0.321346898172755,0,0.0925110338844267,0,0.277849513531733,0,-0.135906555909249,-0.0238390183994731,0,0.153634107770171,0,0,0,0.11276770645183,0,0,0.162901979221862,0,0,0,0,0,0,0.0374214439305446,0.01034576091458,0,0,0,0,0,0,0,0.164899411948929,0,0,-0.0254978785214753,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.248848590038672,0,0,0,0.0613396291701802,0,0,0.33050353900859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328546879620128,0,0,0,-0.0460985646868707,0,0,0,0,0.213095552184323,0,0,0,0,0,0.0927036887130086,0,0,0,0,0.00469886138080991,0,0,0,0,0.084711797630512,0.0589144873575247,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0930548378872958,0,0,0,0,0,0.135637452258579,0,-0.312030318686319,0,0,0,6.93889390390723e-18,0.457374984207289,0,0,0,0,0,0,0,0.364095772047021,0,0,0,0,0.0343425301157557,0.154621924781565,0,0,-1.38777878078145e-17,0,0,0,0,0.128124491909508,-0.00689049516571675,0.444804543206021,0,0,0,0,0.132023276782333,-0.128058581577432,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0669402816209722,0.289598243170296,0,0.373712012047265,0,0,0,0.0158844787409613,0,0,0,0,0,0,0,0,0,0,0,-0.0126927112449622,0,0,0,0,0,0,0,0,0,0,0.215088011579589,0,0,0,0,0,0,0,0.0161171107377565,0,0,0,0,-0.0637808971460133,0,0.0137721482649795,-0.0206658226213197,0,0,0,0,0,0
X002271.SZ,0,0,0,0.238468443820508,0,0,0,0,0,0,0,0,0,0,0.109629008372985,0,0,0,0,0,0,0,0,0,0,0.0302873435602028,0.0185496932150572,0.0562969587361506,0,0.0988637800887687,0,0,0.0477903362578363,0,0,0.0202276049798723,0,0,0,0,0,0.0189619055937865,0,0,-0.0825420965092301,0,0,0.115152312093333,0,3.46944695195361e-18,0,0.0645639280571919,-0.104317528285469,0,0,0,0,0,0
