,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X000831.SZ,X600489.SH,X600352.SH,X000883.SZ,X002353.SZ,X000539.SZ,X000630.SZ,X600021.SH,X000825.SZ,X000027.SZ,X600008.SH,X600549.SH,X600808.SH,X600660.SH,X000629.SZ,X600578.SH,X600315.SH,X002470.SZ,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000959.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.567897628011332,0,0,0,0,0,0,0,0,0,0.0628063440026175,0.056736157266329,0,0,0,0.0391574406670886,0.0522531699712246,0,0,0,0,0,0,0,0.0173550060502958,0.00757372179076536,0,0,0,0,0,0.00731327670323876,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.135124623057652,0,0,0,0,0,0.0617993563460142,0,0,0,0.029485305977109,0,0,0,0,0
X600028.SH,0.455542366434474,0,0,0,0,0,0,0,0,0,0.0642365752749295,8.67361737988404e-19,0,0,0,0,0,0,0.497286719663026,0,0,0,0,0,0,0,0.0104838209290607,-0.0643877036375166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455173263031122,0,0,0,0,-0.0241139337814845,-0.0126000816993439,0,0,0,0,0,0
X601088.SH,0,0.0741056688041952,0,0,0.0419861587970713,0,0,0.102351210609216,0,0,0,0.117481371396866,0.105462187106269,0,0,0,0.048927418046933,0,0,0,0,-0.0151048237426991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342274694297439,0.0146874045698286,0,0,0,0,0.386894444920055,0,0,0,0,0,0,0,0,0.00312998049061938,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.033235499253641,0,0,0,0,0,0,0.075139932530534,0.166460654943304,0,0,0.122978199901368,0.00332920604172369,0,0.146586041679015,0,0.140294059656116,0,0,0,0.140607219369073,0,0,0,-0.131595954096251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435289048038189,0,0,0,0,0,0,0.00445777477728741,0,0,0,0,0,0
X600019.SH,6.93889390390723e-18,0,0,0,0,0,0.164608703537168,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279394616265794,0,0.220869006696249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559355289619708,0,0,-0.0626998848730248,-0.0171774184073226,0,0,0,0,0,0
X600585.SH,0,0.11705176339873,0.0699381509694393,0,0,0,0.0549161556076481,0,1.38777878078145e-17,0,0,0.00444185820765748,0,0,0,0,0.0205391585739561,0,0,0,0.142532164839786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190536823103078,0,0,0,0.184651783517158,0,0,0,0,0,0,0,0,0.212643156441122,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111483052032079,0,0.122776683404828,0,0,0,0,0.0570719333068092,0,0,0.566440540943321,0,0,0,0,0,-0.271864216871487,0.0276853837848724,0,0,0,0.0204528625586845,0,0,0,-0.0291789261394215,0,0,0,0,0,0,0,0,0,0.0373204965017442,0.0386495466926157,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.120820623351322,0,0.0718215698350834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232187398302134,0,0,0,0,0,0.0153605089878496,0,0,0,0,0,0.0747091321569711,0.0291492474273023,0,0,0.294917314066503,0.237717765705273,0.0279866280271026,0,0,0,0.0560422259218056,0,-0.00625855579818701,-0.00391570800003615,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.217238823260057,0,0.224856213714253,0,0,0,0.0196936423288205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268359437070122,0.0498564877061016,0,0,0,0,0,0,0,0,0.0686581989912082,0,0,0,0,0,0,0,-0.0398313475213789,0,0,0,0,0,0
X600795.SH,0,0,0,0.0158623906952294,0,0,0,0,0.270117745066071,0,0.222220588833491,0.00579739714973004,0.164499958565301,0,0,0.139995080953905,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0237710574021951,0,0.0121024483365467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106171422322889,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.205106184030616,0.218735146488415,0,0,0,0,0,0,0.121737170673369,0,0,0,0,0,0,0.0883399244853285,0,0,0,0.039769077493477,0,0,0,0,0,0,0.0162586097816686,0,0,0,0.106874976100171,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112820069526794,-0.0315537250149353,0,0,0,0,0,0
X600188.SH,0.31649042938064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239457413676718,0,0,0,0.208101807958247,0,0,0,0,0,0,0,0.0632574671297986,0.258849326178834,0,0,0,0,0,0,-0.00362196209188895,0.0105302772550724,0,0,0,0,0,0
X600886.SH,0,0,0.0305570886805686,0,0,0,0,0,0.0780472905107496,0,0,0,0,0,0,0,0.144267253003735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192383811864392,0.176809404580215,0,0.136388241750325,0,0,0,0,0,0,0,0,0,0,0.0724601105247804,0,0,0,0,0,-0.0181632870899651,0,0,0,0,0,0
X600362.SH,0.0255120059283007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101722840804584,0.0372876337512545,0,0.0246924141882738,0,0,0,0,0,0,0,0,0,0,0.121113059051831,0,0,0,0,0,0.0487762045538852,0,0,0,0,0,0,0.151049780330083,0,0,0.0922211014038331,0,0,0,0,-0.00639471084339106,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0322611419294006,0,0,0,0,0,0,0.0945735573671516,0,0,0,0,0,0,0,0.279700441088468,0,0,0,0,0,0,0.0576142469353488,0,0,0,0.222560775428345,0,0,6.93889390390723e-18,0,0.196554175124642,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0263119861179038,0,0,0,0,0,0
X600027.SH,0,0,0,0.392897238139184,0,0,0.0400243809872605,0,0.198064705850418,0.0114294703143294,0,0,0,0,0,0,0,0,0,0,0,0.131796784439905,0,0,0,0.0356390886375496,0,0.0253015877590633,0,0,0,0,0.0302288744882909,0,0,0,0.13058560809184,0,0,0,0,0,0,0,0,0,0,0.0691876965635407,0,0,0,0,-0.0147033347800215,-0.173715331787707,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00643094170120122,0,0,0,0,0,0.120137778335762,0.256425113797097,0,0,0,0,0,0,0,0.0139038545675099,0,0,0,0,0,0,0.0405245207010569,0,0,0,0,0,0,0,0.00458061382231683,0,0,0.242780434615961,0,0,0,0,0,0.183239304600066,0,0,0,0,1.73472347597681e-18,0,0.0154810177730296,-0.00498299136279857,0,0,0,0,0,0
