,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600309.SH,X600362.SH,X601991.SH,X600660.SH,X600188.SH,X600886.SH,X601992.SH,X600027.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X002466.SZ,X000898.SZ,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000408.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X000983.SZ,X002460.SZ,X000539.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X000825.SZ,X600578.SH,X600176.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230749804884385,0,0.0406724580736211,0.0612410969373026,0,0,0,0,0.012642454117059,0,0,0,0,0,-0.0286224086912339,0.0167580597478302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643790957463781,0,0,0,0,0.0370302228106476,0,0,0.0338877547262454,0.0962675985829459,0,-0.00573920759051888,-2.6587790273364e-05,0,0,0,0,0,0
X600028.SH,0.00882350910772897,0,0,0,0,0,0,0,0.080154079569946,0,0.249127569329734,0,0,0,0.00859271084646136,-0.0222036315485055,0,0,0,0.0308083817374573,0,0,0,0.0515029658228857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360906217663996,0,-0.00914565319615643,0,0,0,0.050475613101552,0,0,0.00631358081315845,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.173870122520257,0,0.122357316162667,0,0,0,0,0,0,0,0,0,0.0813004188078685,0.00699982618395046,0,0,0,0,0.0198497492436693,0,0,0.0869300732167391,0,0.0777297088284221,0,0,0,0,0,0,0,0,0,0.0754530270873226,0,0,0,-0.00855845182597395,0,0,0,0,0,0,0,-0.00557984192881727,0.00192678882412774,0,0,0,0,0,0
X600019.SH,0,0,0.184996511742812,0,0,0,0.183546555996377,0,0,0,-0.210762447992309,0,0,0,0,0,0,0,0,-0.0674414248358451,0,0,0,-0.134262181788335,0,0,0.215007292978241,0,0,0,-0.284001102622264,0,0,0,0,0,0,0,0,-0.0421866278357258,0,0,0,0,-0.0213893651454285,0,0,0.0571449065270789,-0.0196928674183803,0.144785661848106,0.0251499633697107,-0.0184009053054017,0.27466662105784,0,0,0,0,0
X600585.SH,0,0,0.0641397574429276,0,0,0,0,0,0,0.313211668590754,0,0,0,0.0536991710439375,2.16840434497101e-19,0,0,0.107843437664712,0,0.233906581516822,0,0,0,0,0,0,0,0,0,-0.177270582466345,0,-0.347666584567087,0,0,0,0,0,0,0.0552331741650779,0.0315504928905293,0,0,-0.132602969703926,0,0,0,0,0,0,0,0.00209149695988069,-0.000630351064360836,0,0,0,0,0,0
X600011.SH,0,0,0.0903146639207071,0,0.0536139348759533,0,0,0,0,0,0,-0.295562355129416,0,0.0858602127699208,0,0,0,0,0.017005682420003,0,0.112317512455672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149500195201711,0,0,0,0,0,0.0666593286865867,0,0,0,0,0,0,0,0.0544258926394781,-0.0227960164931746,0,0,0,0,0,0
X600010.SH,0,0,0,0.0663028845620971,0,0,0,0,-0.0456061181476343,0.0555275068331242,0,0,0,0,0.00160776066468049,0.096861252373172,0.0758167462609819,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.197652809574935,0.0920357282843487,0,0,0,0,0,0,0,0,0,0.0723317932314255,0,0,0,0.110212994632332,0.0055074076380082,0,0,0,0,0,0.00152120926695576,0,4.33680868994202e-19,-0.00537088347503232,0,0,0,0,0,0
X601898.SH,0,0,0.0559933666160738,0,0,0,0,0,0,0,0,0,0,0.00195681716244361,0.0401091474334467,0,0.0177176357162498,0,0,0,0,0,0,0.0608853782203191,0,0,0,0,0,0,0,0,0,0.306704076973089,0.0248754837252864,0,0,0,0.237882069041522,0,0,0,0,0,0,0,0.0447009652306341,0.0192219185038249,0,0,-0.00154174218443266,-0.00104475872704198,0,0,0,0,0,0
X300072.SZ,0,0.0481607534755533,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109170838520422,0,0.0287953786482333,0,0,0,0,0,0,0,-0.00369450935474952,0,0,0,0,0.116075291695194,0,0.230975963238483,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157209635205818,0.0933336540045961,-0.00944053009236557,0,0,0,0,0,0
X601600.SH,-0.082043272291954,0,0,0,0.0424075363453917,0,0,0,0,0,0,0,0,0,0.133402404860853,0,0,0.105422999616991,0,0,0,0,0,-0.0108704193998438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484769268517079,0,-0.0199255419276055,0,0,-0.00958537509251444,0,-0.0715462134578627,0,0.0932981932435785,-0.00113507440507674,0,0,0.00631886913820345,-0.00927657653663506,0,0,0,0,0,0
