,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600157.SH,X300072.SZ,X601991.SH,X600489.SH,X600027.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000792.SZ,X002075.SZ,X000408.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600549.SH,X600352.SH,X000935.SZ,X000630.SZ,X000539.SZ,X000027.SZ,X601699.SH,X600176.SH,X600021.SH,X000937.SZ,X000060.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00114383276374894,-0.010220454249398,0,0,0,0,0,0.0566523941445314,0,0.00971552746733214,0,0,0,0,0,0.054233298897638,0,0.0136751794277449,0,0.0230026115623114,0,0,0.0181241741458394,0,0,0,0,0,0.0353961081345925,0.0778199366441258,0,0,0.0468161453222987,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0174540789463296,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.0525868256651122,0,0,0,0,0,0,0.0449561356281352,0,0,0,0,0,0,0,0,0,0,0.00313843979306506,0,0,-0.0110164510923752,3.46944695195361e-18,0,0.0285772259040851,0,0,0.0464593349421321,0.0272573823705925,0,0,0,0.0119303679372547,0,0,0,0,0.0384418531126479,0,0,0,0.110020450729181,0,-0.00144631898426766,-0.00678324841251669,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.234844456281044,-0.0255843755982326,0,0,0,0,0,0,0.00545358873052565,0,0,0,0,0,0,0,0,0.0526674679698518,-0.0580204187010111,0,0,0,-0.0114685760802073,0,-0.0397026849238675,0,0,0,0,0,0,0.0635460743662186,0,0.0858157244172259,0,0,0,0,0,0,0.0811294020348524,0,0,0,0,-0.083002047608505,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0254818711841735,0,0,0,0,0,0,0.0369814671844868,0,0,0,0,0,-0.00180921933625735,0.252635220190495,0,0,0.0285272951601617,0.0447238433035287,0,-0.0121731738640614,-0.0425750026255939,0,0,0,0,-0.0187374636322387,0,0,0,0,0,0.0240018581180323,0,0,0,0.0256225198113301,0,0,0,0,0.0491207840499737,0,-0.0623155837312822,0.0286957178464228,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359880968019043,0,0.0118775510187006,0,0,0,0.0390332115584111,0.146530710160247,0,0,0,0,0,0.0255332769011168,0.0288791505449437,0.0179912267948273,0,0,0,0.0545298729608578,0,0.043402591872078,0,0.107391852916661,0,0.0167624384383384,0,0,0,0.0453605897639938,0,0,0,0.0635248595461626,0.0533577356384828,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.401859750836699,0,0,0,0,0,0,0,0,0,0,0.0047724260282967,0,0,0,0,0,0,0,0,0,0,0,0.0772445210213755,0,0,0.167430439349704,0,0,0,-0.108657414036509,0,0.078079488482952,0,0,0,0,0,0,0,0,0.0511359954169285,0,-0.132614378647514,0.171674582967963,0.0176952922130368,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.113820966235298,0,0,0,0,0,0,0.0708480333626126,0,0,0,0.00804372475841953,0,0.144671232808183,0,0.140627660784674,0,0,0,0,0.117498011865656,0,0,-0.0805549563034599,0,0,0,0,0,0,0,0,0.065702614735368,0,0,0,0.266909250680788,0,0,0,0,-0.0782172671370053,0,0.0573706741238064,0.017822834625683,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.209478659433317,0,0,0,0.230403625114335,0.0191239431575495,0,0,0,0,0,0,0,0.0464105805723826,0,0.0439231612468545,0,0,0,0.0197231697413173,0,0,0,0,0,0,0,0,-0.112851603281623,0.0737121524226379,0.0150855798403806,0,0,0,0.109775358359317,0,0,0.261752111635777,0,0,0,0.0444491970106511,-0.091406989351408,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.115979983477917,0,0,0,-0.312484536862014,-0.0319431918064722,0,0.986192113654334,0,0,0,0,-0.0410664675704803,0,-0.00661093823494417,-0.0143692268599559,-0.00393100737581981,0,0.0582486473516746,0.0533213477353944,0,0,0,0,0,0,0,0,0,0,0.0404550383013064,0,0,0,0,0,0,0,0.100910298751865,0.155030127496095,0,-0.0360216593558659,0.00904919242190116,-0.00652996062422217,0,0,0,0,0
X600688.SH,0,0,0.13276156746966,0,0,0,0,0,0,0,0,0.0203054622118015,0,0,0,0.010497666363977,0,0.0242828368168583,0,0,0,0.140989309887047,0,0,0,0,0,0,0.0249684592630244,-0.0218397663946704,0,0,0,0,0.0224168838328077,0,0,0.310344621661004,0,0,0.0206709120429838,0,0,0.123753122524335,0,0,0,0,0,0,0,-0.00203334107015247,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.113673818016479,0,0.117660740870779,0,0,0,0,0,0,0,-0.0738116715144228,0,0,0,0,0,0,0,0,0,0,0.000949038590813283,0,0,0,0,0,0,0.0161196040892585,0,0,0.596406227980525,0,0.0522547569173131,-0.124172883756286,0,0,0,0,0,0,0,0.0204900100841873,0.118438138528005,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0691574580730317,0,0,0,0,0,0.0581474198850903,0,0,0,0,0,0,0,0,0.0451135955169426,0,-0.0317324012428575,0,0,0,0.0592350587877921,0,0.235244017478619,0,0,0,0,0.022472671143577,0,0,0.0521471933015448,0,0,0,0,0,0,0,0,0,0.0863761973679677,0.00621121295545539,0,-0.0340840696599657,-0.0154164406081981,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.00262388181949137,0,0,0,0,0,0,0,0.026807273638478,0,0,0,0,0,0,0,0,0,0,0,0,0.0766130792644983,0,0.0708329304008597,0,0,0,0,0.0543312092462407,0,0,0.0344158387221559,0,-0.00469085251053161,0,0,0,0,0.0770143987529146,0,0,0,0.0527179442829656,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0241017317041981,0,0,0,0,0,0,0,0,0,0,0.00609257371826566,0,0.107387386844009,0,0,0,0,0.0340672235840704,0,0,0,0.0638941863460392,0,0,0,0,0,0,0,0,0,0.00776924688738011,0,0,0.0549338338638546,0,0,0,0,0,0.0701759362110013,0.283333153295196,0.157669226111829,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0.12430368585213,0,0,0,0,0,0,0,0,0,0,0,0,0.0356898570529931,0,0,0,0,0,0,0,0.0741066995835391,0.027342231631614,0,0,0.0539538179992052,0,0.00322919629469433,0,0,0,0,0,0,0.06006616024761,0,0,0.0849836014879287,0,0.0523491424288474,0,0,0.165746271495028,0,0,0,-0.0647193117491014,0.0216016402954057,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199422932163165,0,0.010849861230221,0.369930215655992,0,0.335174596044357,0,0,0,0,0,-0.488615477263867,0,0,0,0.00235304980251662,0,0,0,0,0,0,0,0,0.0868697892175831,0,-0.168381331334606,0.837044832640976,-0.74963990125154,0.378898900234823,-0.387855088769975,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206534343636821,0,0,0.0286826765393212,0,0,0,0,0,0,0.183996577062883,0,0,0.0599836463309106,0.0722623154323574,-0.0181786878545645,0,0,0,0,0,0,1.73472347597681e-18,0.0177048422809854,0,0,-0.0331143469593851,0,0,0,0,0,0,0
