,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600157.SH,X600027.SH,X600188.SH,X600021.SH,X600583.SH,X601158.SH,X601992.SH,X000883.SZ,X000709.SZ,X600309.SH,X600352.SH,X000898.SZ,X000539.SZ,X000027.SZ,X600489.SH,X000792.SZ,X002470.SZ,X000825.SZ,X600547.SH,X000060.SZ,X000629.SZ,X600808.SH,X600660.SH,X600008.SH,X002353.SZ,X002075.SZ,X600549.SH,X000831.SZ,X600578.SH,X600863.SH,X002004.SZ,X600307.SH,X600219.SH,X000012.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.675870869162071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327279055393548,0.0328122128200872,0,0,0,0.0970515436983672,0,0,0,0,0,0,0.011154982859554,0,0,0,0,0.0919852100824708,0,0,0,0.0130157393370405,0,0,0,0,0.0387529299072687,0,0.047412374558611,0,0,0,0.00456022059658024,0,0,0,0,0,0,0
X600028.SH,0.666150953066018,0,0,0.0166041271282364,0,0.0296624439626377,0,0,0.0643220639460651,0,0,0.0137146386538438,0,0,0,0.0190585285997451,0,0,0,0,0.0689294204594052,0,-0.0117704721109606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00193291722651513,-0.00425279953078964,0,0,0,0,0,0
X601088.SH,0,0,0,3.46944695195361e-18,4.33680868994202e-19,0,0,0.109069944201393,0.268734536427231,0.0306667230196338,0,0,0,0,0,0,0,0.0499286097459756,0,0.0797104451407329,0,0.0296685248517204,0,0.0270022708485501,0,0,0.112675719931887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00525633216453847,0,0,0,0,0,0
X600011.SH,0,0,0,0,-2.16840434497101e-19,0,0,0,0.123081290604085,0,0.0402070440991893,0,0,0.116860883532286,0,0,0.120404197401963,0,0.0573500929646554,0,0,0,0,0,0,0,0,0.0613592721153783,0,0,0,0,0.0903326507045348,0,0,0,0.0205881764961553,0,0,0,0,0,0,0.181800760568755,0,0,0,0,0,0,0,-0.00702582426709574,0,0,0,0,0,0,0
X600019.SH,0,0,0.0198074293631945,0,0,0,0.0130949926597009,0,0.304806459164732,0,0,0,0,0.0897875978520477,0,0,0,0,0,0,0,0,0,0.192208319882971,0,0,0.215279283062385,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00779030865811363,0,0,-0.00394974639494179,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.113394751003066,0,0,0.0516537690894185,0.216850440060117,0,0,0,0,0.0397636969108093,0.259517170301638,0,0.0331265219557179,0,0,-0.0855853856315435,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0566787677334192,0,0,0,0,0,0,0,0.217199394083116,0,0,0,0,0,0,4.33680868994202e-19,0.0115567207551231,0,0,0,0,0,0
X601600.SH,0,0,0.37107262804839,0,0,0.0497190701223942,0,0,0.073200754116968,0,0,0.0924583644603649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094618164972906,0,0,0,0,0,0,0,0,0,0,0.106494976896474,0,0,0,0,0,0.13136317286822,0,0,-0.139104270366498,0,0,0,0,0,-0.012931719293148,0.0445661606314677,0,0,0,0,0,0
X600585.SH,0,0,0.317686667357953,0,0,0,0,0,0,0,0,-0.0105496823886848,0,0.133290229196579,0,0,0,0,0,0.0380222322679807,0,0.134568379784349,0,0,0.0438446525329473,0,0,0,0,0,0,0,0,0,0,0,-0.0349803372944344,0,0,0,0.0409697876206517,0,0,0,0,0,0,0,0,0,0,0.00347335177921976,0,0,0,0,0,0,0
X601898.SH,0,0,0.413284518118286,0,0.152667935991555,0,0,0,0,0.0123899485410999,0.0452886384584024,0,0,0,0,0,0,0,0,0,0.160910393059642,0.0761296594252112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240405226570619,0,0,0,0,0,0,0.0682371033668527,0,0.0343424095000796,0.0183090287186242,-0.025544629479146,0,0.0238088600754567,0.0594817650591099,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127088913138219,0,0,0.206107384915821,0,0,0,0,0.0949645352421618,0,0.0448072848994655,0,0,0,0,0.0190771481710532,0,0.183277753955892,0,0,-0.111474409971285,0,0.142060467505113,0.132222316533799,0,0,0,0.0827246993772379,0.177033342026917,0,0,0.0293629694141709,0.053861285654005,0,0,0,0,0,0
