,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000786.SZ,X000807.SZ,X601991.SH,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600985.SH,X002080.SZ,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X600096.SH,X000539.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.01636662086841,0,0,0,0,0,0,3.46944695195361e-18,0.0772646994250112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921708515244263,0,0.0968813681300397,0,0,0,0,0,0,0,0.0597009040827692,0,0,0,0.0158803253924736,0,0,0,0,-0.0706805997233989,0,0,0,-0.0612816006781534,0,0.00315425915507156,-0.0029937630142926,0,0,0,0,0,0
X600028.SH,0.570695704355429,0,0,0,0,0,0.0619092964197248,0,0,0,0.0424673115743945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044740438723228,0,0.0970896204508574,0.0145749395175227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467756023546921,-0.157641554151998,0.0182488289755094,0,0,0,0.0324375997040997,-0.033531112299255,0,0,0,0,0
X601088.SH,0,0.0843741930795076,0,0,0.244918248601299,0,0,-0.17641031938368,0,0,0,0,0,0,0,0,0.105542043508774,0,0,0,0.0797657129877944,0.0470452860254329,0.0642503955261099,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0600540700142845,-0.120012493480116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108727227545133,0.0528338382403166,0,0,0,0,0
X600309.SH,0.0712199845754897,0,0,0,0,0,0,-0.0337514352846666,0,0,0.0487498724705148,0.0301667809321115,0,0.153723878402289,0,0,0,0,0,0,0,0.14812320833186,0,0,0,0,0,0,0,0,0,0,0.0823438087014107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607880033594036,0,0,0,0.0346483551793556,-0.039457009304269,0,0,0,0,0,0
X600188.SH,0,0,0.720753802130416,-0.22393255612764,0,0,0,0,0,-0.195848844967799,0,0,0,0,0,0,0,0,0,0,0.171664575305791,-0.161010644200729,0,0,0,0.257157076872672,0.215795591252246,0,0,0,0,0,0.164419249472472,0,-0.00222973777092375,0,0,0,0,0,0,0,0,-0.285317926729821,0,0,0,0,0,0,0,0.0521842252350654,-0.0653300002078586,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0196390037599548,0,0,0,-0.325582443470327,0,0,0,0,0,0,0.161147978643194,0,0,0,0,0,0,0,-0.0952253012716192,0,0.056270145808955,0,0,0,0,0,0.109176848397036,0,0,0,0,0,-0.00856497014158938,0,-0.0189683183604888,0.0692198122827584,0,0,0.459623458630859,0,0,0.000205239965780961,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182230201748462,0,0,0,0,0,0,0.0506785817676081,0,0,-0.0132272364971857,0.148992463595154,0,0,0,0.287137327669434,0,-0.00542476778718708,0,0,0,0,0,0,-0.0239818690336898,0,-0.218259379663718,0,0,0,0.13840847274193,-0.0112990665165877,-0.00389562162324643,0.041257948670114,0,0,0,0,0,0
X600011.SH,-0.0302777791369473,0,-0.0152834570169426,0,-0.11921576726441,0,-0.0402894744504899,0,0,0,0,0,0,0,0,0.321444570163383,0,0,0,0,0,-0.169036673190423,0,0,0,-0.00213659902615885,0,0,0,0.388086121968893,0,0,-0.0407118054315344,0,0,0,0.0726219727504479,0,0,0,0,-0.0219095522970316,-0.158196147314108,0,0,0.0316359193237925,0,0,0.295299587752556,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.00462210141194679,0,0.110990075963857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157748562800675,0.136412722166365,0,0,0.0259771156132328,0.107164871094477,0,0,0,0,0.174455893285334,-0.0323819452101993,0,0,0,0.0899113168318395,0.0364265714929597,0.0728172718311495,0,0,-0.188911087631475,0.00587734870952519,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.116304081619976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348566597584753,0,0,0,0,0.366000952114857,0,0.0952882481058726,0,0,0,0,0,0,0,0,-0.0737079862656591,0,0,-0.0226681418933953,0.0925603623272418,0,0,0.150236620448793,0,0,-0.0805921911894825,0.0246035418190055,-0.0276709811403435,0,0,0,0,0,0,0
