,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000959.SZ,X600219.SH,X000553.SZ,X600489.SH,X002271.SZ,X000723.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000807.SZ,X002092.SZ,X000630.SZ,X000983.SZ,X600299.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0122877793919302,-0.00954575787759381,0,0,0,0.0327165530890563,0.157509963609721,0,0,-0.0105736770979224,0.0242737889656399,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469662753540969,0,0,0,0,0.0415970259262975,0,0.0294155095562769,0,0,0,-0.0619742189174332,0,0,0,0.046984695121943,0,0,0,0,1.0842021724855e-19,0.00686583826815158,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0505959685029794,0,0.00474985428833705,0,0,0,0,0,0,0,-0.0242161546347685,0,0,0,0.0284699448612399,0,0,5.42101086242752e-20,0,-0.00770259830362898,0,0,0,0,0,0,0.00269590671378222,0,0,0,0,0.0114398762390951,0,0.0640953319201247,-0.00894485433234473,0.0237050384285743,0,-0.0162615870379373,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.000519343697054685,0,0,0,0,0,0
X601088.SH,0,0,0,0.0372329305679149,0,0,0,-0.0605567921998005,0,0,0,-0.00534179528355782,0,0.963951752955431,0,0,0,0,0,0,0,0.0387527298466981,0,0,0,0,0,-0.070023297319238,0,0,0,0,0,0,-0.00767331793001356,0,0,0,0,0,0,0.00824606137763161,0,-4.33680868994202e-19,0.0955948265219356,0,0.0516012051984987,0,0,0,0.0617755907045838,-0.0456401775064774,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.093649582542725,0,0,-0.0686039534809237,0,0,0,0,0,0,0,0,0,0,0.022177062927336,0,0,0.300741372331778,0.0194268026104532,0,0,0,0,-0.020770898124464,0,0,0,0,0,0,0,0,0,0,0.224469756892469,0,0,0,0,0.100310076942238,-0.0412696561705434,0,-0.139232774329825,-0.0382687828104813,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0744244096856653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139858510794888,0,-0.100233550719729,0,0,0,-0.103389371101137,0,0.122504662239442,0.00106956534030477,0,0,0,0,0,0,0,0,0,0,0,0,0.114756659835172,0,0,0,0,0,-0.0919541126700326,0,0.00127716504746948,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0350074026127711,0.0732080984910825,0,0,0,0,0,0,0,0,0.225229119022528,0,0,0,0,0.023239364990415,0,0,0,0.240781428925795,0,0,0,0,0,0,0,0,0,0.0407497416443519,0,0,0,0,0,0.127919544670633,0,0,0.0363664763310132,0,0.11817857360241,0,0,0,-0.00657182692844216,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.257417508480151,0,0.374177308645695,0,0.0440102365283232,0,0.0578065074215306,0.132386770211856,0,0,0,0,0,0,0,0.114412805075369,0,0,0,0,0,0,0,0,0,0,0,-0.0798456060060489,0,-0.0734740444647504,0,0,0,0,0,0,0,0,0,0,0.0819736995626376,0,0,0,0,0,0,-0.00616443765273771,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.433634972373415,0,0,0,0,0,0.439490878556911,0,0,-0.122733049964883,0,0,3.46944695195361e-18,0,0,0.0156175634059051,6.93889390390723e-18,0,0.0973174753140426,0,0,0,0,0,-0.0907253197871072,0,0,0,0,0,0,0,-0.389449411664136,0,0,0,0,0,-0.154846105918469,0.0675118675672567,0,0.0770824347044537,0,0,0,0,0.0460296571783433,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494190483478071,0.0981387147508087,0.053058086340267,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00147946668322552,0,0,-4.33680868994202e-19,0,-0.0414965926900772,0.122634478516417,0.0439385869686515,0,0,0.0225315252523017,0,0,0,0,0,0,0,0.0410762263996206,0,0,-0.0203472701906787,0.0166511859619519,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00651766892689342,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0152474337031676,0.0699512802418517,0,0.44040751046663,0,0,0.0055486730390451,0,-0.00690949022192297,0.15968457562031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479857455566264,0.0146454134697903,0,0,0,-0.00188335830587266,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0171627386708757,0,-0.0410574967222018,-0.0514237583703604,0,0,0,0,0,0,0,-0.0134928653568218,0,0,0,0.541905561192097,0,0,0,-0.0102032757674158,0,0.0480979475682329,0.02596401944517,0,0,0,0,0.0190939692939967,0.0689266885374366,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458973819731166,0,0,0,0.166762955807746,0,-0.00865047580994116,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.102816065784607,0.0766462581957462,0,0,0,0,0,-0.0133610253263277,0.216074415983673,0,-0.0741675299045686,0,0,0,0,0,0,0.012973703855246,0,0,0,0.0285296463418901,0,0.0679794016488945,0,0,0,0,0,0.0432094111492103,0,0,0,-0.0972879045603274,0,0,0,0.028227189409276,0,0,0,0,0,0,-0.105894860257448,0.0936848375727521,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0837066069535059,0,0,0,0,0,0,0,0,0,0,0,0,-0.14994079403187,0,0,0,0.0698011857659735,0,-0.0448002702348341,-0.176962799218788,0,0,0,0,0,0,0,0,0,0,0,0,0.0564165807863379,0,0,0,0.230748588991753,0,0,-0.0166606251362164,-0.0253407922072491,0,0,0,0,0,0
