,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X000786.SZ,X600489.SH,X601991.SH,X600985.SH,X000630.SZ,X000408.SZ,X002271.SZ,X000933.SZ,X000932.SZ,X000807.SZ,X600176.SH,X601168.SH,X600348.SH,X600612.SH,X002128.SZ,X600219.SH,X300037.SZ,X600096.SH,X000027.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.185017326766246,0,0.15192043499357,0,0,0,0.0453888471389583,0,0,0,0.0644260611273626,0,0,-0.320515433361846,0,-0.0386676441258134,0.239046879801963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176650372532025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0636878288956712,0.0429660128845736,0,0,0,0
X601088.SH,0.0716151730298043,0,0,0,0.387260346853819,0.0799190554917366,0,0.0128753619523321,0,0,0,0,0,0,0,0.00862913469288948,0,0,0,0,0,0,0,0,0,-0.173408677979843,0,0,0,0,-0.104244487239987,0,0,0,0,0,0.146609730332929,0,0,-0.0508417924720725,0,0,0,0,0,0,0,0,0,0,0,0,-0.00309600057458814,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0685164069380778,0,0,0,0.0413947186358096,0,0,0.174331978727016,0,0,-0.0708801484128781,0,0.0177622056962939,0,0,0,0,0,0,0.0306403818810365,0,-0.0771832061020291,0.0411774948551097,0,0,0,0,0,0,-0.138467541576417,0,0,0.491624848171164,0,0,0.0146903021155077,0,0,0,0,0,0,0,0,0,0,-0.0155815768011574,0.00178725704750646,0,0,0,0,0,0
X600309.SH,0.13705182721869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122779731294955,0.195886189098845,0,0,0,0,0,0,0,0.136965422272131,0,0,0,0,0,0,0,0,0.170921160857725,0,0.0204470922287658,0.1254124237991,0,0,0,0,0,-0.0556938969944577,0,0,0,0,0,0,-0.0218462302796869,0,0,0,0,0,0
X600188.SH,0,0.102483300909437,0,0,0,0.24214877380668,0,0,0,0,0,0,0.0325443982872619,0,0,0,0,0,-0.0189645775546448,0,0,0,0,0.234703140214902,0,0.110843139317573,0,0,0.0283440536558339,0,0,0,0,0,0,0.0308812865701454,0,0,0,0,0,0.185046555930129,0,0,0,0,0,0,0,0,0,0,-0.00113546154063625,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.520337421033915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015465041147024,0,0,0,0,0,0.174704547542829,0,0,0,0,0,0,0,0,0,0,0,0.148894669099492,0,0,0,0,-0.0438099994692338,0,0,0,0.0451359474080827,0,-0.0303124032628842,0.141108987289898,0,0,0,0,0
X600019.SH,0,0,0,0,0.0611975069997915,0.0231953027259067,0,0.21417888150106,0,0.0202012297738837,0,0,0,0,0,0.00550209376561608,0,0.0640191919714477,0.0671725074833023,0,0,0,0,0,0,0,0,0,0,-0.0124389923197208,0,0,0,0,0,-0.124699740674594,0,0.108687650938759,0,0,0.110203340655118,0,0,0,0,0,0,0,0,0,0,0.00206150281264747,0.00432845376079794,0,0,0,0,0,0
X600011.SH,0.178717452264344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429217357674706,-0.0540581917575747,0,0,0,0,0,0.0131113967985845,-0.045840465750126,0,0,-0.018660646685881,0,0,0,-0.104989708634123,0,0,0,0.154908711849293,0,0,0,0,0,0.199952190260014,0.0539205697843372,0.000561530735844022,0,0.0723376621067721,0,0,0,0,0
X600585.SH,0.0799889813752063,0,0,0.12369240013892,0,0,0,0,0,0,0,0,0,-0.0154149183904283,0,-0.0158919545239369,0,0,0.111244117662492,0,0,0,0,0,0,0,0,0,0,0.0588455592388722,-0.0532746490101711,-0.0293336162870818,0,0,0,0.0420727783366465,0.0751682660163546,0,0,0.112911636018956,0,0,0,0,0,0,0,0,0,0,0,0.00832924234011762,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0185152519990553,0,0,0,0,0,0,0,0.342050468483853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103948044588632,0,0,0.1914609423262,0,0,0,0,0.0115238848753841,0,0,0,0.0556885927462173,4.33680868994202e-19,0,0,0.0067026943666886,0,0,0,0,0.0967541699987734,-0.033035507220406,0.035966710496569,0,0,0,0,0,0
