,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600688.SH,X600886.SH,X601991.SH,X600352.SH,X600362.SH,X600188.SH,X600795.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X000709.SZ,X002460.SZ,X002466.SZ,X600299.SH,X000629.SZ,X000883.SZ,X600219.SH,X601158.SH,X000553.SZ,X600985.SH,X002353.SZ,X000401.SZ,X000630.SZ,X601699.SH,X600426.SH,X000027.SZ,X600583.SH,X000825.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00516138117581423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181404947915324,0,0.00630637171783017,0,0,0.0162629135386659,0.0355715349105219,0.0335613160127693,0.0279507455532677,0,0,0,0,0.0708163051705478,0,0,0,0,0,0,0.0930770097249246,0,0,1.56980872225017e-05,0,-0.00101515196159629,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588150890305355,0,0.094146049122986,0,0,0,0,0,0,0,0,0,0.0144468515960326,0.0434387629932724,0.0127613135550037,0,0,0,0,0,0,0,0,0.0903168444873709,0,0.0860271286499553,0,0,0.0426839506401927,1.73472347597681e-18,0,0,0,0,0,0,-0.0218261020585173,0,0,0,0,-0.0177522593498177,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704839701194694,0,0,0.0634551065579647,0,0.0366792123126797,0,0,0,0,0,0,0.0822341041313561,0,0,0,0,0,0.130257979855467,0,0,0,0,0,-0.0578871818900574,0,0,0.0917118364209424,0,0,0,0,0,0,0,-0.00494986193179761,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0681818379236031,0,0.0669533565161299,0,0,0,0.318544530581176,0,0.0369170521816537,0,0,0,0.0759756142296782,0,0,0.00406393764980384,0,0,0,0,0,0,0,0,0,0,0.0454413842082151,0,0,0,0,0,0,0,0,0,0,0,-0.0143824184566047,0,0,0,0,0.0348770687653985,0,0
X600019.SH,0,0,0,0,0,0.0631474788276654,0,0,0,0,0,0,0,0,0,0.0690864057365336,0,0,0,0.112966412854882,-0.0128496014387533,0.0231629176607878,0,0,0,0,0,0,0,0,0,0.101665145642712,0,0.142614824547411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162071969493128,0,0,0,0,0.0215982946805447,0,0
X600309.SH,0,0,0,0.147479786743888,0,0,0,0,0,0,0,0,0,0,0,0.251961543855674,0,0,0,0,0,0,0,0,0,0,0.0789936696594131,0.0657961419856133,0.167235594113953,0,0,0,0,0,0,0,0,0,0.143739480336469,0.0233504104686569,-0.111050035177816,-0.159986088330645,0,0,0,0,0,0,0,0,0,0.000176637733865307,0.124728379786601,0,0,0,0.183716273182172,0,0
X600011.SH,0,0,0,0,0,0.0934196395520327,0,0,0.0822367912950017,0,0,0,0,0,0,0,0,0,0,0,0,0.025491317872442,0,0,0,-0.0625124966820857,0,0,0,0,0,0,0,0,0.240129874595765,0,0,0,-0.128841725328902,0,0,0,0,0,0,0,0,0,0,0.251655003991745,0,0,0.00813625664031586,0,-0.170287167745255,0,-0.0363310984504115,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699067190017321,0,0,0,-0.102010509230296,-0.00962144382317674,0,0,0,0,0,0.772667511563161,0,0,0,0,0,0,0,0,0,0,0,0,0.0077334323842702,0,-0.0692319350631625,0,0,0,0,0,0,0,0,0,-0.0916595497055838,0,0,0.00553170242514044,0,-0.133008012836605,0,0
X600010.SH,0,0,0,0,0,0,0.183155328731483,0,0,0,0,0,0,0,0,0,0.358728332977241,0,0,0.106266525182299,0.0171480517180129,0.012423806110435,0,0,0,0,0,0,0,0,0,0,0,0.0693681146940309,0,0,0,0,0,0.0650796667836216,0,0.0978511444755752,0,0,0,0,0,0,0,0.145890949849725,0,0,-0.0788998392687809,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.194695023989001,0,0,0,0,0,0,0,0.447216418212501,0,0,0,0,0.00567698243749264,0,0,0,0,0,0,0,0,0,0.0451342697732428,0,0,0,0,0,0,0,0,0,0,0,0,0.0803423675791057,0,0,0,0,0,0,0.0161816776312628,-0.0155484868539585,0,0,0,0,0,0
