,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X601992.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000959.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X000630.SZ,X601699.SH,X600126.SH,X600021.SH,X002470.SZ,X000012.SZ,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0245000681451178,0,0,0,0.0443319647458753,0,0,0.0236102008143754,0,0,0,0,0,0,0.0399302169032568,0,0,0.00397492795920532,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00825868780998991,0,0.0590676111758692,0,0,0.0718323958827313,0,-0.0108927852217617,0,0,0.0410518207784516,0,0,0,0,0,0.000394792009835476,0,0.00591596410461116,0,0.00331262256205544,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0647895867806253,0,0.00823706360008033,0,0,0,0,0.0690232022001951,0,0,0,0,0,-0.00881133753819084,0,0,0,0,0,0,-0.0166358774629703,0,0,0,0,0,0,0,0,0.097437117771771,0,0,0.00276464385162068,0,0,0,0,0,0,0,0,0,0.0816663937411244,0.0201037364580252,0,-0.0219909721402204,0.0295187537953346,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.20405624910797,0,0,0,0,0,0.000795465576592268,0,0,0,0,0,0.0835733984323734,0.0297829293530442,0,0,0.0011785225936102,0,0,0,0,0.0351132145431742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278678823662969,0,0,-0.0287386452992013,0.0675742613584124,0,0.0247060379372037,0.0219311889244828,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0257218962712191,0,0,0,0.0741073278582691,0,0,0.0278745301607372,0,0,0,0.0654101543060337,0,0,0.120927211661276,0,0,0,-0.0322998888369751,0,0,-0.173771906188754,0,0,0,0,0,0,0,0,-0.0159729675924658,0,0.149382062761659,0,0,0,0,0,0,0.0125602112219702,0,0,-0.0882719922818041,0.0702205079405974,0,0,0.0165727614601721,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321655330257248,0,0,0.0267941615167619,0,0.0783343316121973,0,0.0955556707087711,0,0,0,0,0,0,0,0,0.141602609999848,0,0,0,0,0,0.10320067894734,0.0335974693470335,0,0,0.09463666638274,0,0,0,0,0,0.0211538152980834,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.308345903130216,0,0,0,0,0,0,-0.0439162990657443,0,0,0,0,0,0.129100165662437,0,0,0,0,0,0.0677472064284285,0,0,0,-0.199196010744646,0,0,0.191518521277865,0,0,-0.11439842907523,0.118554821133494,0,0,0,0,0,0,0,0.0441921001046469,0.0302671665652551,0,0.062386702602979,0,0,0,0.0685576695478042,-0.109719183452653,-0.0848192678751946,0,0,0,0,0
X600585.SH,0,0.106106702718067,0,0,0,0.0179983825053546,0,0.340141888790853,0,0,0.0944392763976163,0,0,0.0358048959616258,0,0,0,0,0,0.0744152673561266,0,0.0867462941966899,0.0882523901858497,0,0,0,0,0,0,0,-0.163892654948998,0,0,0.126576375411512,0,-0.0523672639605969,3.46944695195361e-18,0,0.149462661537501,0,0,0,0,0,0,0,0,0,0,0,0,0.116330479676687,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669470564940921,0,0,0,0,0,0,0,0,0,0.0728855391032106,0.0466474472950377,0,0.06275454953411,0,0.0186157140330224,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.208334741505851,0,0,0,0.00318154177736278,0.336692719612589,0.037108929315054,0,0,0.230047574987089,0,0,0.0492589567949262,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.00751646710652705,0,0,0,0,0,0,0,0,0.0023741283961104,0,0,0,0.886379693638668,0.0501561629921323,0,0,0,0,-0.1820312674086,-0.046900399296483,0,-0.0389259237499457,0,0,0,0,0,0,0.0722485936783801,0,0,0,0,0,0,-0.678053483909066,0.231381914804161,0,0,0,0,0.038703105363982,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.135723993251289,0,0,0,0,0,0.00520583402354366,0,0,0,0,0,0,0,0.132741412812872,0,0.106153326693808,0,0,0.00762940637975193,0,0,0,0,0,0,0,0,0.0451073138176651,0,0,0,0,0,0,0.274017101851924,0,0,0.0378287407445324,0,0.0980517284625628,0.00994394163844353,0.00550708692098401,0,0,0,0,0,0,0,0,0
