,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X601600.SH,X002460.SZ,X600660.SH,X600886.SH,X002466.SZ,X000792.SZ,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X000807.SZ,X600489.SH,X000786.SZ,X000983.SZ,X601699.SH,X600160.SH,X000932.SZ,X000630.SZ,X002080.SZ,X000408.SZ,X000539.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600688.SH,X000723.SZ,X600995.SH,X600157.SH,X000933.SZ,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.952939750189334,0,0,0,0,0,0,0.153540269088348,0,2.16840434497101e-19,0,-0.103799762292388,0,0,0.00266694434314901,0,0,0,0,0.139206400274717,0,0.012579075690005,0,0,0,0,0,0,-0.199478596495659,0.0977107498071733,0,0,0,0.098072047574473,0,0,0,0,0,0.0586834513469049,0,0,0,0,0.00505519537358735,0,0,0,0,0.0831189151504827,-0.0445934994974089,0,0,0,0,0,0,0
X600028.SH,0.645050964804975,0,0,0,0,0.0660865749014779,0.195285234114456,0,0,0,0,0,0,0,0,-0.0175725783566063,0,0,0,0,-0.107942107811943,0,0,0,0,0.0784350307886511,0,0,0,0,0,-0.0162203366951465,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12554389403188,0,0,0,0,-0.0627440018238774,0.00758537613474636,0.0712039531374189,0,0,0,0,0,0
X601088.SH,0.0593320645080129,0,0,0,-0.0521231660771292,0,0,0.359770061169311,0,-0.0128486629515307,0,0,0,0,0,0,0.0931891338923679,0,0,0,0.0775524343938302,0,4.33680868994202e-19,0,0,0,0.109968325387049,0,0,0.0337146113691323,0,0,0,0,-0.0563701086615706,0,0,0,0,0,0,0,0,0,0,-0.0914836576767393,0,0,0.0235117807313063,0,0,0,0.0212573177817975,0,0,0,0,0,0
X600309.SH,-0.0561257246318021,0,0,0,-0.0139661345315835,0,0,0.0233080516981265,0,0,0,0,0,0,0,0,0,0,0.245593770224895,0,0.0581110236952736,0,0.123809511451339,0,0,0,0,-0.016833889924858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836782199443145,0,0.00973998936081818,0,0,0.0469892141689115,0,0,0,0.0354522866310088,-0.0445065747499733,0,0,0,0,0,0
X600011.SH,0,0.292113438588168,-0.182639321834808,0,0,0,0.231750613279105,0,0,0,0,0,0,0.320421559968225,0,0,0,0,0,0,-0.142878498845481,0,0,0,0,0,0,0.51397233624762,0,-0.0779418641743846,0,0,0,0,0,-0.178836658692949,0,-0.11222618844155,0,0,0,0,-0.0425213212439053,0,0,0,0.0964477829518254,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247634895027635,0.100646814073833,0.101202070723887,0,0,0,0,0.059623565062411,0,0.177111784525303,0,0,0,0.0983650140668764,0,0.101582834758541,0,0,0,0,0.0299254573115347,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0403930365860965,0,0,0,0,0
X600585.SH,-0.0685697155701317,0,0,0,0.0537049841391067,0.218705610116814,0,0,0,0,0,0.208309971362937,0,0,0.297999271141133,0,0,0,0,0,0,0,0,0,0,0,0,-0.124199981256734,0,0,0,0,0,0,-0.0456726427400915,0,0,0,0.0381019074357556,0.0500499880713411,0,0,0,0,-0.0648966457265889,0,0,0,-0.298333644530605,0,0,-0.0145868922885149,-0.0481126885483103,0,0,0,0,0,0
X600188.SH,0,0,0.433940752974642,0,0,0,0,0,0,0,0,0,0,-0.140300748437619,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.092959394462445,-0.57415964711573,0,0,0.349353226047578,0.151389680496913,0,0,0,0,0,0,0,0,0,0,0,0,0.104647254333247,0,0,0,0.0938484871486547,-0.11093549469397,0,0,0,0,0,0
X601898.SH,0.183449695347526,0,0.127729812414826,0,0,0,0,0.231004138987054,0,0,0,0,0,0,0.0365455181255794,0.0609487527186598,0,0,0,0,0.029366812317973,0,-0.187240805910567,0,0,0.0700867474383308,0,0,0,-0.029585787278035,0,0.118478098623839,0.183717944417976,0.0284403933260672,-0.0382585016490024,0,0,0,0,-0.16152253723518,0,0,0,0,0.0171930547810394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.11408158106877,0,0,0,0,0,0.0855910587153136,0,0,0,-0.0700130167597156,0,0,-0.0190906263189958,0,0,0,-0.154601950430265,0,-0.0665273121381115,0,0,0,0,0.126145068382376,0,0,0,0,0.755129910472691,0,0,0,0,0.199406336869779,0,0,0,0,0,0,0,0,-0.0343498733010816,0.0816774862062362,-0.23077062061861,0,0,0,0,-0.0269990472515885,0,0,0,0,0,0,0
