,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X300072.SZ,X600547.SH,X601600.SH,X600795.SH,X601991.SH,X600309.SH,X600660.SH,X600188.SH,X600362.SH,X000709.SZ,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000959.SZ,X600489.SH,X000898.SZ,X600008.SH,X601158.SH,X600299.SH,X002460.SZ,X600352.SH,X600219.SH,X000408.SZ,X000883.SZ,X600160.SH,X600578.SH,X000630.SZ,X000792.SZ,X000723.SZ,X600583.SH,X600176.SH,X000539.SZ,X000027.SZ,X000401.SZ,X000786.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0470550665094805,0,0,0,0.0293481138702501,0,0,0,0,0.134032181893725,0,-0.0111965483923776,-0.0216922014726057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316352765405799,0,0,-0.0403563007891897,0,0,0,0,0,0,0,0,0,0.0591172107825453,0,0,0,-0.0182465748478098,0,0,0,-0.011941010195366,0,0,0,0,0,0,0
X600028.SH,0.0963122610524142,0,0,0,0,0,0,0.0213518865248358,0,0.0385082841757417,0.0571629810320459,0,0,0,0,0.0311460054835541,0,0.0373486889664737,0,0,0,0,0,0,0,0,0,-0.112437116044724,0.079682813218783,0,0,0,-0.0431770630494793,0,0,0,0,-0.00387569536127646,0,0,0,0,0.00419229510757385,0,0,0,-0.00933362699430159,0,0,0,-0.00502993427116271,0.0048084476344002,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0931796040148021,0,0,0,0,0,0,0,0,0,0,0.0308493548354732,0,0,0.114941111211586,0,0.0756851740314308,0,0,0,0,0,-0.0332095024040925,-0.0144574568215253,0.179747125515905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017514052842036,0,0,0,-0.0733091917249039,0,0,0,-0.0124977152401505,-0.00196069536599401,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0712076507185322,0,0,0,0,0,0,0,0,0,-0.00771228910438365,0,0,0,0,0,0,0,0.0694053449244083,0,0,-0.00840104239220408,0.0259723205334303,0.423215824602836,0,-0.0919193194973147,0.389983174000025,0,0,0,0,0,0,0.0108279285885868,-0.165587025865079,0,0,-8.67361737988404e-19,0,0,0,-0.0284381334654361,0,0,0,0.0101069593351424,-0.0338793359421095,0,0.349522666752573,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.150663768690652,0,0,0,0,0,0,0,0.0972199943327271,0.0503895926515737,0.133874011535782,0,0,0.065561428989299,0,0,0,0,0.0360658937154524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00189048328225343,0,0,-0.132064143616741,0.0523214508431059,-0.0279319066081476,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0190481380163459,0,0,0,0,0.160281594365187,0,-0.0564701261614177,-0.0394693307478246,0,0,0.245074328835393,0,0,0,0,0.10960697493932,0,0,0,-0.258091521512571,0,-0.132740689029112,0,0,0,0,0,0,0,-0.144404028690325,0,0,0,-0.074030472948951,0,0,0,0,0.200380006383009,0,0,0,0.00105235513336751,-0.00461755389375725,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0364101581945637,0,0,0.000199293778348826,0,0.0879044536048378,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0289995659671391,0.241260348973663,0.05875591514589,0,0,0,0,0,0,0,0,0,0,0,0.166722475605054,0,-0.0459012168946128,0,0.14787984681101,0.0707545311532874,0,0,0,0.00236353030217045,0.00381446054976123,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,-0.0016763392674404,0,0,0,0,-0.116639633160108,0,0,0,0,0,0,0,0.0752333449761085,0.505267252869835,0,0,0,-0.151654022000773,0.062040405601892,0,0,0,0.0519700225820859,0.245786332917163,0,0,0,0,0,0,0,0,0.0630051918998238,0,0,0,0,0,0,0,0.436441641281465,0,0,0,0,0.0622163089978568,0,0,0,0,0,0
X601898.SH,0,0,0.145655152741361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110326937223386,0.0761093088323168,0,0,0,0,0.0858852682909498,0.0172469939868427,0,0,0,0,0.0165622733282377,0,0,0.00460447907907974,0,0,0,0,0,0,0,0,0,0.182988321175954,0.124926497542563,0,0,0,0,0,0,0,0.00818393931346188,0,0,0,0,0,0
X600688.SH,0,0.541996960307137,0,0.0332429498433419,0.155086232303286,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0305687441071598,0,0,0,0.173396735995068,0,0,0,0,0,0,0,0,0,-0.103435092374628,0,0,0,0.0053439046123683,0,0,0,-0.0379988830704255,0,0,0,0,0,0,-0.00985908300949193,0,0,-0.0102014350590424,0.0078782502024806,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.492784819453648,0,0,0,0,0,0,0,0,0,0,0.289185004251785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11469758535809,0,0,-0.500536955253121,0,0,-0.0684424588495603,0,0.135339584901403,-0.0568020920642822,0,0,0,-0.256428789332858,0,0.34691846424692,0,-0.0111471367858322,0.178645102237334,-0.43251749345641,0,0.0947148691220198,0.0616575461228359,0,0,0,0,0,0
X600547.SH,0,0,0,0.0265283130462515,0,0.0531570294319158,0,0,0,0,0,0,0,0,-0.0965932829438521,-0.143061528740631,0,0,0,0.0308868747769064,0,0,0,0,0,0,-0.0239103289501144,0.0893278368832371,0,0,0,0,-0.102189497086008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183014615728202,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0711920955034965,0,0.0895333093715595,0,0,0,0,0,0,0,0,0,0.0107857699428872,0.448496416493824,0,0,0.171614314618934,0,0,0.112820335671662,0,0,0,0,0,0,0,-0.0638242064963765,0,0.0460063635378121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443893214027401,0,0.00269384480085956,0.0212804777913604,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0298199510488703,0,0,0,0.0494910428832562,0.0115644039782683,0.0339167800903176,0,0,0.0270105376524343,0,0.0534324446640253,0,-0.0641256661511008,0,0,0,0,0,0,-0.00760325487920562,0,0,0,0,-0.0302103650200869,0,0,0.0476181950453065,0,0,0,0,0,0.156107391914887,0,0.0180892607626644,0,0.00885794941878161,0,0.00155502713473015,2.16840434497101e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,-0.0568814881264732,0,0.0337254993928351,0,0,0,-0.342741580041931,0.13360251325903,0,-7.13433974046351e-05,0,0,0,0,0.100329799991179,0,0,0,0,0.346750143890059,0,0,-0.118344858488397,0,0,0,0,0.392669591524134,0,0,0,0,0,0,0,0,-0.184906493805364,0.0960842292895885,0,0,0.094372738981863,0,0,0,0,0,0,0
X600309.SH,0,0,0,-0.197204278482492,0,0,0,-0.145569362373769,0,0,0.0365133173048701,0,-0.00962512058869298,0,0,0,0,0.224202811219726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16079352281026,0,0,0,0,0,0,0,0,0,0,0.230872971672589,0,0,0.266603660931886,0,0,0,0,0.00724971112914488,0,0,0,0,0,0
X600660.SH,0,0,0,0.366513854626083,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.113073232791664,0,0,0,3.46944695195361e-18,0,0.160931274948233,0,0,0.0361033271033813,0,0,0,0,0.0627031168625801,0,0.0557625546377744,0,0,0,-0.130146565418325,0,0,0,0,0,0,0.00947354167943699,0,0,0,-0.0147381253714801,0,0,0,0.0182738430178943,0.0196616860245767,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.686982835561864,0,-0.0412067535693329,0,-0.158078800160332,0,0,0,-0.175319250275125,0,0.329270261876418,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0196072666431242,0.0447375788385516,0,0,0,0,0,0.0889400459027694,0,0.0694158927094166,0,0,0,0.00668247318865394,0.0149675447758514,0,0,0,0,0,0
