,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600157.SH,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X600660.SH,X600008.SH,X000630.SZ,X000027.SZ,X000825.SZ,X002470.SZ,X000629.SZ,X600549.SH,X600021.SH,X600315.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.50809439938339,0,-0.0243610116351352,0,0,0,0,0,0,0,0.177788851865138,0.141441310015419,0,0,0,0,0,0.0407352521569619,0,0,0,0,0,0,0,0,0,0,0.0315744431086605,0,0,0.0111600648234711,0,0,0,0,0,0,0,0,0,0,0,0,0.0300006957072657,0,0,0,0,0,0.00266259289260937,0,0,0,0,0,0
X600028.SH,0.272308331802559,0,0,0,5.42101086242752e-20,0,0,0,0,0.123925342505716,0,0,0,0,0,0,0,0.401985375496219,0,0,0,0,0,0,0,0,0,0.042155505099117,0,0,0,0,0,0,0.0338215402965595,0,0,0,0,0,0,0,0,0.0500836054581949,0,0,0,0,0,0,-0.0537499658728221,-0.00437568073041221,0,0,0,0,0,0
X601088.SH,0,0.0952221970839916,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.126683012733476,0.077320641658235,0,0,0,0,0,0,0,0,0,0,0,0.00607332699222971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486670295938431,0,0,0,0.385060208465343,0.1623472157383,0,0,0,0,0.00231840311658377,0,0,0,0,0,0
X600019.SH,0,0.00222601350950749,0,0,0,0,0,0,0,0,0,0,0,0.0893724810120826,0,0,0,0,0,0,0,0,0,0,0.560310849317093,0.0739785896985909,0,0,0,0,0.059342370060533,0,0,0,0,0,0,0,0,0,-0.0852475736512423,0,0,0,0,0,0,0,0,0,-0.0845664193228001,-0.0215998601551848,0,0,0,0,0,0
X600011.SH,0.184312522471363,0,0,0.00779187432600234,0,0,0,0.0627303714430546,0,0,0.105791231555871,0,0.0619318351936387,0,0,0.113867139418364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401679323760509,0,0,0.298468163629338,0,0,0,0,0,0,0,0,-0.0211815948920535,0,0,0,0,0,0
X600585.SH,0,3.46944695195361e-18,0,0,0,0,0,0,0.0364879221048609,0,0,0,0.0231315688840209,0,0,0,0.018455513173119,0.188002000490349,0,0,0,0.122911517366644,0,0,0,0,0,0,0,0,0,0.132724399359571,0.0372705667004232,0,0.0323292315359271,0,0,0,0,0,0,0,0,0.207216345843192,0,0,0.0348166127284795,0,0,0,0,0.00719986218235403,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.115082872286898,0.0701385647845383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809997022971987,0,0,0,0,0,0,0.0252295402941907,0,0.0124805017372392,2.16840434497101e-19,0,0.150996058586371,0,0,0,0,0.00378759616298404,0,0,0.345194514809532,0.168091412419561,0,0,0,0,-0.00180320402193382,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0455532393750714,0,0,0,0,0,0,0,0.0597156946553383,0.0936688716282535,0,0,0,0,0,0,0,0,0,-0.0149369155873951,0.33854599957611,0,0,0,0,0.113158712620468,0,0,0,0,0,0.145001397471684,0,0,0.0775097903220577,-0.0682481644730016,0.241954602964052,0,0,0,0.102526280774383,0,0,0,0,0,1.73472347597681e-18,-0.0182323262161673,0,0,0,0.0632807592836434,0,0
X601991.SH,0,0,0,0,0,0,0.102413092122954,0,0,0.344022266160728,0.104276715150011,0,0,0,0,0.0653602341824285,2.81141538913971e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230759234776549,0,0,0,0,0,0,0,0,0,0,0,-0.0237093468924242,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.221439945186032,0,0.228877803106868,0,0,0.130401995991833,0,0,0,0.0140593318867301,0,0,0,0,0,0,0,0,0.114572867645126,0,0,0.117653479213978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519831292820171,0,0,0,0,0,0,0,0,-0.0124080630916921,-0.0307127982580362,0,0,0,0,0,0
