,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X000408.SZ,X600027.SH,X000786.SZ,X601991.SH,X600219.SH,X600426.SH,X002128.SZ,X600176.SH,X000983.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X002353.SZ,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600299.SH,X600549.SH,X600352.SH,X000883.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.160118523898077,0.239954424192589,0,0,0,0,0,0,0,0,0,0,0,0,0.00970780528085696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452418859057325,0,0,0,0,0,0,0,0.177175788380215,0,0,0,0,0,0,0,0,0,0,0.00560076561316721,0.0136523828879662,0,0,0,0.0292270688756235,0,0
X601088.SH,0,0,0.0398068051828566,0,0,0.534259848849893,0,0,0,0,0,0,0,0,0,-0.0432025729738319,0,0,0,0.0116166967367275,0,0,0,0,0,0,0.0282433739713278,0,0,0.139898024691591,0,0,0.00368939523863248,0,0,0,0,-3.46944695195361e-18,0,0.0294501339206698,0,0,0,0,0,0,0,0,0,0,0,0.0222885184630204,-0.0144295220723624,0,0,0,0,0,0
X600028.SH,0.02037823076878,0,0,0,0,0.30677235590027,0,0,0,0,0,0,0,0,0.00631675676115477,0,0,0,0,0,0,0,0,0.0873443963175479,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766336052547152,0,0,0.0871205085716989,0,0,0,0,0,0,-0.059605586078899,0.0121072792995645,0.00155299300834968,0,0,0,-0.0426273739246373,0,0
X600309.SH,0,-0.051528154316573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233430927246903,0.116676293935558,0,0,0,0.207365975271308,0,0,0,0,0,0,0,0.0170206838760031,0,0,0,0.097616765769488,0,0,0.0309399690006125,0,0,0,0.101380636528409,0,0.0179463448761167,0,0,0,0,0.029928106039084,-0.0712887198029658,-0.0130535846433216,0.00647628468706887,0,0,0,0,0,0
X600660.SH,0.136809147064609,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281639197249249,0,0.0983274039299145,0,0,0.212902566812368,0,0.0879689662397665,0,0,0.0472949652045328,0,0,0,-0.074005097642246,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.093195311877617,0,0,0,0,0,0,0,0,0,0,-0.00848788963120927,0.00902552058942342,-0.0026681081589009,0.124234862497689,0,-0.13870862272986,0,0
X601898.SH,0,0.264255996152398,0.0610802486110183,0,0,0,0.299625132778372,0.398657935207563,0,0,0,0.0377024955849025,0,0,0,0,0,0,0,-0.0553573268769417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.102674871480248,0,0,0,0,0,0,-0.0462594177112342,0,0,0,0,0,0.0837049570184453,0.0137147673700505,-0.0177652625930013,-0.0361605886069236,0,0,0,0,0
X600019.SH,0.0805100239179884,0.0408879298923742,0,0,0,0.0175155875388659,0,0,0.236365781864833,0,0.275864088106782,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.00519419364004586,0,0,0,0.0899372716767177,0.0392398041662889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791753492007593,0,0,0,0,0,0,0,0,0.0381548078217636,-0.0141708380723304,0,0,0,-0.0364520500270274,0,0
X600188.SH,0,0,0,0,0,0.0472003295115897,0,0,0,0,0,0,0.0124536768201048,0,0,0,0.0162691518191969,0,0,0,0,0,0,0,0,0,0,0.0157073072590235,0,0,0,0,0,0,0,0,0.131881053374133,0,0,0,0,0,0,0.215500774698236,0.121666093900325,0,0,0,0,0,0,0,-0.012854515050052,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.216406030910584,0,0,0,0,0,0,0,0,0,0,0.920024347127891,0,-0.137658439515441,0,0,0.122997527041047,0,0,1.73472347597681e-18,0,0,0.0742020802907648,0,0,0,0,0,0,0,0,0,0,0.233175975929605,0,0,-0.261720306804724,0,0,0.00859602218887173,0,0,0,0,0,-0.0175620868401004,0,0,0,0,-0.125415868206466,0,0
X600585.SH,0,0,0,0.0849258889421324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142180524507756,0,-0.423425059805063,0,0,0,0.0372059551478672,0.0946645805355962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24579276052392,0.144077316823845,-0.0490504011857881,0,0,0,0,0,0,0,0,0,0.0173983865945918,0,0.0429642882724089,0,0
