,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X600362.SH,X601600.SH,X600188.SH,X600352.SH,X600489.SH,X000786.SZ,X601991.SH,X600688.SH,X600795.SH,X600111.SH,X600027.SH,X600176.SH,X601992.SH,X600299.SH,X002466.SZ,X600529.SH,X600426.SH,X600315.SH,X600126.SH,X002353.SZ,X002075.SZ,X002080.SZ,X000723.SZ,X002409.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000959.SZ,X601158.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718187520227169,0,0,0.198956088557119,0,0,0,0.0141578694891319,0,0,0,0,0,0,0,0.0831405303200645,0,0,0,0,0.0079228306732136,0,0,0.0184798748502246,0,0,0,0,0,0,0.00957326954851295,0.00285024710524914,-0.0129533480494487,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.054927623160144,0.00598505975846272,0,0,0,0,0.0345491240426283,0,0,0,0,0,0,0,0,0.0144652742415066,0,0,0.116819228106233,0,0,0,0,0,0,0,0.0331502123587552,0.0920816260011704,0,0,0.059447169709962,0,0,0,0,0.0414897600600037,0,0,0,0,0,0,-0.0049950925353177,0.00676254195647362,-0.00915447218745982,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0391132374852601,-0.0369664584335774,0,0,0,0,0,0,0,0,0.031110308233799,0,0,0,0,0,0,0,0,0.429636986542339,0.00899514273470521,0,0,0,0,0.0807901797341728,0,0,0,0,0.0823114577962478,0.0245991217776665,0,0,0,0,0,0,0,0,0,0,-0.0504920692574952,0.00232583919137088,-0.0119211228133907,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0991364129936115,0,0.151420907841315,0,0,0,0,0.278408723211251,0,0,0,0,0,0,0.0192194337689244,0,0,0,0,0.0978714104433539,0,0,-0.0154416372038199,-0.0127059275826709,0,0,0,0.0524992488892421,0,0,0,0,0.00940459463258619,0,0,0,0,0,0,0,0,0,0.313666816682569,0,-0.00334844701818795,0.00374437761778397,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.119924397551068,0,0,0,0,0,0,0,0,0,0,0,0,0.101090357274674,-0.0361641346319207,0,0,0,0,0.0078971038101255,0,0,0.0040803588453204,0,0.322053513891743,0.0270761275238343,0,0.0194246904165385,0,0,0,0.0890702053076579,0,0,0,0,0,0,0,0,0,0,0,-0.00393166974347803,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.168269874926969,0,0,0,0,0,0,0,0,0,0,0.536480111738358,0,0,0,0,0,0,0,0,0,0.0412348065563465,0,0,0,0,0,0,0,0,-0.0330280949308461,0,0,0,0,0,0,0,0,0,0,-0.021666587473987,-0.0222873949619025,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0359353286969487,0,0,0,0,0.0518798253221741,0,0,0,0,0,0,0,0,0,0,0,0.07993764181959,0,0,0,0,0.113154167220054,0.122151827017563,0,0,-0.0528638226275175,0,0.110470485200362,-0.028576632119906,-0.0175288742333958,0,0.00406727915576658,0,0.0380883442232217,0,0,0,0,0,0,0,0,0,0.0190824990659582,0,-0.0115108510654784,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212454222006397,0.291033922097641,0,0.0904191940617675,0,0,-0.279607559629738,0.175650649987902,0,0,0.0657360891422122,0,0,-0.0429311506727978,0.00285041615456172,0,0.00832205171564178,0,0,-0.0986302508464638,0,0,0,0,0,0,0,0,0,0,-0.100520936397927,0,-0.018259148278303,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257225866864224,0,0,0,0,0,0,0,0,0,0.249135745762533,0,0,0.0607559370819278,0.135325017951406,0,0,0.127326007902093,-0.00933977699178519,0,0,0.0988820794942112,0,0.213629060409005,0,0,0,0,0,0,0,0,0,0,0,-0.013399930665234,-0.0065627312129196,0,0,0,0,0,0
X002271.SZ,0,0,0,0.408691985535871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188635187809516,-0.156365739362666,0,0,0,0.0250146020896231,0.168659490453091,0,0.0675546630905388,0.0495400180300035,-0.025232415843455,0,0,0,-0.010975021576479,0.188669924190334,0,0,0,0,0,0,0,0,0,0,-0.00182665287585828,-0.0091453012100645,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13474936622506,0,0.0794402411397689,0,0,0,0,0,0,-0.0658249666563922,0.0194145855450997,0.0529156318440008,0,-0.114923467962883,0,0,0,0,0.00549959126489121,0.21264569979515,0,0,0,0,0,0,0,0,0,-0.049968348700931,0.0308372525757498,-0.0209448565444991,0,0,0,-0.187315107283768,0,0
X600886.SH,0,0,0.139652391983538,0,0.112157501090354,0,0,0,0.0098805182578208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107599260850933,0,0,0,-0.015071892775269,-0.00160653893223803,0,0,0,0,0,0,0,-0.0434896181993887,0,0,0,0,-0.0113199500395843,0,0,0,0,0,0.0325859367592441,-0.000556023432047019,0,0,0,0,-0.0551721407119207,0,0
X600660.SH,0,0,0,0,0.116977867540316,0,0,0.00369517721923245,0,0,0.035773451715487,0,0,0,0,0,0,0,0,0,0,0.164744891766473,0,0.0408151946403392,0,0,0,0,0,0,0,0,0,0.0254374551075717,-0.0589481422489315,0,0,0,0.17352924418578,0.0587696676918831,0,0,0,0,0,0,0,0,0,0,0.0119682106907165,0.0114661076807427,-0.000280646472580937,0,0,0,0,0,0
X601898.SH,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0558841157562033,0,0,0,0,0,0,0,0,0,0,0.00602279703902436,0,0.0366925225192214,0,0,0,0,0,0,0.0354910222956532,-0.0234617341531697,0.0623177303946664,0,0,0,0,0,0.0931782113760859,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0226610381717373,0,0.00194382743841554,0.00307776462545007,0,0,0,0,0,0
