,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X600426.SH,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000786.SZ,X000408.SZ,X000630.SZ,X600612.SH,X000932.SZ,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600348.SH,X600995.SH,X600688.SH,X600157.SH,X601168.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.669477119859139,0,0,0,0,0,0,0,0,0,0.165378245765038,0,-0.195769751499146,0,0,0.0100947083552153,0,0.070251402549606,0,0,0,0,0,0,0,0,0,-0.314547130419068,0,0,0,-0.166799454995996,0,0,0.145344660579798,0.0488383293157181,0,0.246608881348496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291231035764429,0,0,0,0.00212327286341439,0,0
X600028.SH,0.684270932594492,0,0,0,0,0,0,0,0.0529069641794705,0,0,0,0,0,0,0,0,-0.0632991083682718,0,1.73472347597681e-18,0,0,0,0,0,0,0.0790358444259313,0,0.0560210733747238,0.140225761794279,0,0,0,0,0,0,0,0,0,0,0,-0.0150750305847525,0,0,-0.0950900621243666,0,0,0,0,0,0,-0.00280631310961818,-0.00617284512500123,0.0509624006732886,0,0,0,0,0
X601088.SH,0.15629684198635,0,0,0,0.107234727339728,0,0.228270634054307,0,0,0,0,0,0,-0.0153415024264141,0,0,0,0,0,-0.0912183154445359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967668842505856,0,0,0,0,0,0,-0.177206472689708,0,0,0,0,0,0,0,0,0,0,0.00484925266188634,0.000138732912818166,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0580073473008567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197109289582944,0,0.0757915113073432,0,0,0,0.105551911910072,0.0103652655002783,0,0,0.18264108313617,0.098784298061924,0,0,0,0,0,0,0.265561914232591,0.18349568583831,0,0,0,0,0,0,0.563968112827941,0,0,0,-0.0554827463485644,0.0789902468361657,-0.128089633085706,-0.0147835948219971,0,-0.108040461280711,0,0
X600188.SH,0,0,0,0,0,0.00681369350232119,0.185785529710589,0,0,0.120700607948883,0,0,0,0,0,0,0,0.220786565781886,0,0,-0.00182187698476499,0,0,0,0,0.18459629084092,0,0,0,0,-0.0273382309407498,0,0.117753911939961,0,0,0,0,0,0,0,0,0.195945264692749,0,0,0.064416056570344,0,0,0,0,0,0,-0.00716396277973407,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.101798409825493,0,0,0,0.0541159741955609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720705764458735,0.672658052344758,0,0,0.428275313908687,0,0.129046525372951,0,0,0,0,0,0,0.0355523087307325,0,0,0,0.0332680820704875,0,0,0,0.0173783482307722,0,0
X601898.SH,0.0317518553039676,0,0.2389226375461,0,0.212133751258168,0.0361142465612882,0,0,0,0,0,0,0,0,0,0.0480668002620296,0,0.029673947041485,0,0,0,0,0,0,0,0.00295191756914114,0,0,0,0,0,0,0,0,0,0.0527995858551689,0,0,0,0,0,0.036730306344364,0,0.0999313092526957,0,0,0,0,0,0,0,0.0108598932510423,-0.0232925332848276,0,0,0,0.0410460032887093,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.209358033374166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287608364746792,0.0967925750208329,0,0,0,0,-0.022793237205231,0.0878575936795808,0,0,0,0,-0.0407045281810546,-0.00345136030080325,0.00599806813014116,-0.140755230968468,0,0,0,0.0794422092409687,0,0,0,0,0,-0.00544012398459783,-0.00776395992754317,0,0,0,-0.00547209901978254,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0631676798977072,0,0,0,0,0,0,0,0,-0.0189111516021089,0,0,0,0.103451203121575,0.322411232887894,0.02217852497725,0,0,0.244411904814024,-0.00659513497461622,0,0,0,0.0626383119787198,0,0.0548588214392638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117496000646204,0.00821333415092198,-0.0971879529199113,0,0,0,0,0
X600547.SH,0,0.117451225460111,0,0,0.0295493951822797,0,0,0,0,0,0,0,0,0,0,-0.0724682014735973,0,0,0,0,0,0,0,0,0,0.0117113496820387,0,0,0.0557144853233576,0.476505773160533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189356679826548,0.000530838368797209,0,0,0,0,0,0
