,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X000877.SZ,X002466.SZ,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X000408.SZ,X600219.SH,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000807.SZ,X600801.SH,X600688.SH,X002353.SZ,X000825.SZ,X600352.SH,X000932.SZ,X600027.SH,X300073.SZ,X000630.SZ,X000959.SZ,X600157.SH,X600489.SH,X600516.SH,X600141.SH,X000960.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.146809926546735,0,0,0,0,0.102092193279973,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111003949423565,0,0,0,0,0,0.0894328919223065,0.0661074904924044,0.126370586561881,0,0.0691815817529691,0,0,0.0234429039989613,0,0,0,0,0,0,0,0.00233510057795583,0,0,0,0,0,0,0,0.0437048516986744,0,0
X600028.SH,0.167909324534078,0,0,0,0,0,0,-0.0260897167872449,0,0,0,0,0,0.016659664475929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133397878778016,0.0648855940763749,0.0751853479165571,0,0,0,0,0,-0.0387162661608844,0.0357155570727446,0,0,0,0,0,0.0189946488161131,0.0911170622780959,0,-0.00636669831672265,0.00383650937437569,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0711690958365769,0,0.105867874326798,0,0,0,0.0975211159792793,0,0,0,0,0,0,0,0,0,0,0,0.0694420033894305,0,-0.0459485333228317,0,0,-0.139178932581876,0,0,0,0,0.151773093512196,0,0,0,0,0,0,-0.0427121805981668,0,0,0,0,0,0,0.31011736271831,0,0,0,0,0,0,0.00372737725367097,0,0
X600309.SH,0.0131955995044408,0,0,0,0,0,0,0,0.00166091491451554,0.0106959510832643,0,0,0.10733610593083,0,0,0,0,0.0769593766730832,0,0,0,0,0,0,0,0,0,0.0413143087739086,0,0.195702651204309,0,0,0,0,0,0,0,0.0428718793454018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00984655292289433,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0463872043374946,0,0,0,0,0,0.0585652701760289,0.00389640375863265,0,0,0,0,0,0,0,0,0.108440186565276,0,0,0,0,0,0,0,0.453373055815549,0,0,0.0148118903584692,0,0,0,0,0,0.0265312366837976,0,0,-0.00735364235053707,0,0,-0.032514177760252,0,-0.0106292710663877,0,0,0,0,-0.016276215194501,0,0
X002460.SZ,0,0,0,0,0,0,0,0.127764162056039,0,0,0,0.362614694297335,0,-0.0155822822093584,0.0549737454103276,0.108838278501853,0,0,0,0,0,0,0,0,0,-0.243913864873062,0.0392858520801343,0,1.73472347597681e-18,0,0,0.235005742087792,0,0,0.0490208468899122,0,0,0,0,0,0,0.261850784256227,0,0,0,0,0,0.0680268761274281,0,0,0.0706549561202935,-0.00282629956207615,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.168422192052092,0,0,0,0.317974441508197,0,0,0,0,0,0.178079348635982,0,0,0,0,0,0,0,0.186861641364907,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.442774120905606,0,0,0,0,0,0,0,0,0,0,0,-0.0916080359379611,0,0.0174255015321306,0,0,0,0,3.46944695195361e-18,0,0
X600111.SH,0,0,0,0,0,0.0502163491366686,0.0694835921770454,0,0,0.0170295527591745,0,0.158122939693409,0,0,0.191046801478293,0,0.15581994283838,0,0,0,0,0,0,0,0,0.0478026715559138,0,0,0,0,0,0,0,0.0983081536853126,0,0.0291362569360648,0,0,0,0,0,0,0,0,0,0,0,0.0857409844845442,0.0385686226595391,0,0,0.00369612299498214,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0998631179497326,0.0563176003312894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143614910075093,0.0381748029133844,0,1.73472347597681e-18,0,0.303884376303794,0.0268624498717335,-0.00453188258059849,0,0.124396610717968,0,0,0,0,0.11136346811262,0,0,0,0.000769807415895383,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0141247260658177,0,0,0,0,0,0,0,0,0,0,-0.225561440995783,0.0353552110892642,0,0.228308781682939,0,0,0.385322902447799,0,0,0,0,0,0,0.053105025832188,0,0,0,0.0505290233424603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647178687218659,0,0.416726131338912,0,0.0365823473642956,0,0,0,0,0,0,0
