,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600010.SH,X002271.SZ,X600660.SH,X600011.SH,X000301.SZ,X000877.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600176.SH,X600795.SH,X600362.SH,X600426.SH,X000786.SZ,X600096.SH,X600803.SH,X000723.SZ,X000983.SZ,X000408.SZ,X002080.SZ,X300073.SZ,X600141.SH,X601991.SH,X601699.SH,X600486.SH,X600219.SH,X002192.SZ,X300037.SZ,X002353.SZ,X600027.SH,X600801.SH,X000959.SZ,X002497.SZ,X600295.SH,X600157.SH,X000683.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0468527474055659,0,0,0,0.0527983286016669,0,0,0,0,0.0543874282877814,0,0,0,0,-0.0130344327543059,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.14340302618733,0.111877018434872,0.0433509276214501,0,0.0557999643055508,0,0,0,0,0,0,0.0483553119168288,0,0,0,0.119584868215397,0,0,0,0.051764095413301,0.122256699637513,0,0,0,0,-0.00898304646300514,0,0,0,0,0.00895807527423709,0,0
X601088.SH,0,0,0,0,0,0.184397316501593,0,0,0.0368052655003268,0,0.0950668193862291,0,0,-0.00702472435321442,-0.149148359600102,0,-0.0536594143631561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329817627525846,0,0,-0.0129079314019982,0,0,0.113777832413511,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0105011111476366,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0101263351094548,0,0,0,0,0.0026950225865865,0,0,0,0,0,0,0,0,0,0,0,0.172774198976401,0,0,0.0112453696829864,0,0.0148184221620654,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0663190136754745,0,0,0,0,0.0333602869083663,0,-1.0842021724855e-19,0,0,-0.0202789403180549,0,0,0,0,0,0,0
X600309.SH,0,0.0347198442539581,0,0,0,0,0,0,-0.0212975528387515,0,0.0727057749635343,0,0,0,0,0.00497771104655481,-0.0346360753949137,0.192725314859768,0,0,0,0,0,0.072899784977501,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0503388453188945,0,0.114604588886197,0,0,0,0,0.0830385650892337,0,0,0,0,0.017434791093184,0,0,0,0,-0.0104359282319894,0,0
X002460.SZ,0,0,0,0,0,0,0.333121261977118,0,0,0,0,0.160243279145044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227944740915203,0,0.0877602526594275,0,0,0,0,0,0,0,0.148968661856247,0.121492422193234,0,0,0,0,0,0.013114798951086,-0.0450479150332317,-0.0547257381529257,0,0,-0.0511552966632975,0,0
X600188.SH,0,0.33186438692556,0,0,0,0,0,0,0.0412761995870957,0,0,0,0,0,0,-0.248866425570535,0,0,0,0,0,0,0,0,0,0,0.00999398838838479,0,0,0,0,0,0,0,0,0,0.396622849074515,0,0,0,0,0,0,0,0,0,0.0725241727777893,0,3.46944695195361e-18,0,0,0.0509568124457162,-0.0927779788089221,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.674750907163132,-0.110784529326937,0,0,0,0,0,0,0.0132283161624897,0,0,0,0.00409041525302729,0,0,0,0.0717410636601482,0,0,0,0,0,0,0,0,0,0.046487578841506,0,0,0,0.0440536532443433,0,0.00727248941708872,0,0,0.103602699243556,0,0,0,0,0,0.0766271637523023,0,0,0,0,0,0.00357721539961804,0,0,0,0,-0.02690557067818,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0584050592478863,0,0,0,0,0.119947950365691,0,0,0,0,0,0.165800770609354,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210914178222247,0,0,0,0,0,-0.0085404607474845,0,0,0,0.410713912348696,0.0193435873622512,0,0,0,0,0,0,-0.000991217975453748,0,0,0,0,-1.35525271560688e-20,0,0
X000792.SZ,0,0,0,0,0.0570341820672463,0.163924751692144,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536897973215183,0,0,0,0,0,0,0,0.0364039102201056,0,0,0,-0.0841210903114837,0.482046789990498,0,0,0.175400545832718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321452802272315,0,0,-0.0453573863092515,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0722993825109851,0,0,0,0,0,0,0,0.0839278549254483,0,0,0,0,0,0,0,0,0,0,0,0.0673894356705364,0,0,0,0.0425561387884565,0,0,0,0,0,0,0,-0.0341709994367131,0,0,0,0,0,0,0.268763143956915,0,0.0278585748649605,0.104972893327206,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
