,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X601158.SH,X000709.SZ,X000792.SZ,X600489.SH,X600583.SH,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000630.SZ,X000983.SZ,X000629.SZ,X002470.SZ,X000723.SZ,X600549.SH,X600176.SH,X000060.SZ,X600021.SH,X000012.SZ,X002407.SZ,X000959.SZ,X600022.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0449231168792014,0,0,0,0,0,0,0,0,0,0.00359034680264329,0,0,0,0.0153950344397343,0,0,0,0.233387849820356,0,0,0,0,0.0690608896061776,0,0,0.101945065743383,0,0,0,0,0,0,0,0,0,0.0764694719532274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0560427703252113,0,0,0,0,0,0,0.0640212370220611,-0.0142558788195243,0,0.0460431484325555,0,0,0,0,0,0,0.0108697251611443,0,0,0,0,0.170550460917866,0,0.113427089948957,0,0,0,0,0,0,0,0,-6.41861302553976e-06,0.0599877332866894,0,0,0,0,-0.0296033690566529,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.199611350261045,0.0116154164172761,0,0.00690891808240968,0,0,0,0,0,0,0,0.0114143310043426,0,0,0,0,0,0,0.112934259813331,0,0,0.0598283579659406,0,0.0145290360710453,0,0,0,0,0,0,0,0.0412708068538745,0.196756859110236,0,0.0678759865622082,0,0,0,0,0,0,0,0,0,0,-0.0258560138699403,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0469198959521548,0,0,0,0,0.0250215302785654,0,0.308967533092006,0,0,0,0,0,0,0.0191281780908008,-0.015145042667776,0,0,0,0,0,0,0,0.17097197178882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666895227434522,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20401275971003,0,0,0,0,0.00374846742867182,0,0,0,0,0.217232408298944,0.0613321414946686,0.0415178926548769,0,0.0777712765628373,0,0.132209857574003,0,0,0,0,0,0.0466801069556278,0,0.0265877797383454,0.039362129207731,0,0.0287279661887229,0,0,0,0,0,0.0137427152441393,0,0.0264847897669632,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.021774047560348,0.173520198609686,0.1927468206144,0,0,0,0,0,0.0260872582134314,0,0,0,0,-0.0119054844217716,0,0,0,0,0,0,0.206743158491463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316720883574466,0,0,0,0,0,0,0.0498774806512445,0,0,0.0618219025682267,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.189033609294025,0,0,0,0,0,0,0,0,0,0,0,0,0.0428437629080033,0.0640895468857188,0,0,0.305163557653683,-4.33680868994202e-19,0,0.0108384353244619,0,0.0846822433474847,0,0,0,0,0,0,0,0,0,0.0215286333107169,0,0,0,0,0,0.0257300106900155,0,0.0303269431884491,0,-0.0534999599879269,0,0.104179863544424,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575140391981587,0.1742611823347,0,0,0,0,0,0,0.123732030050277,0,0,0.329201375005442,0,0,0,0.000151781339178182,0,0,0,0,0,0,0,0.0120437936725045,0.0295680668374479,0,0,0.0242396782719642,0,0.109208576515223,0,0,0,0,0,0,0,-0.0596924897741275,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00716517554061944,0,0,0,0.0358992767813995,0,0,0.0222275168538642,0,0,0,0,0,0.0316720715446091,0,0,0.117536716224028,0,0.0112562263015764,0,0.268421200749315,0.107252912390069,0,0,0,0,0.0719268971045602,0.213171446769772,0,0.00964446518511067,0,0,0,0,0,0,0.0489870663506815,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701077764015338,0.149363450466365,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414313162026128,0,0,0.0537069553131449,0,0,0,0,0,0.0264012322805728,0,0,0.178870764723649,0.261825859815233,0,0,0.0343276075464812,0,0.0492878412191454,0,0,0.0235820914311006,0,0.00256017497863759,-0.00506858565065665,0.0979226841508146,0.380989765714026,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.131728753421057,0,0,0,0,0,0,0,0,0,0.00542245835685728,0,0,0,0.0117835329117461,0,0,0,0.0223367758627058,0,0,0,0,0.211765035133612,0,0.0897408550905506,0,0,0,0,0,0,0,0,0.130318995494225,0.0547196335339938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125236919867595,0.093032011585637,0.139891911175657,0,0,0.166588467945864,0,0,0,0,0,0,0.0408598238409123,0,0,0.670370058823112,0,0,0,0,0,0,0,-0.0981665038345662,0,0,0.119073731996039,0,0,0,0.00377952506895285,-6.93889390390723e-18,0,0,0,0,-0.0702836945950894,0.091705406695044,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267897219833813,0,0,0,0,0,0,0,0,0.0192979099769487,0,0,0.0171132991190164,0,0.0888201200425785,0,0.00859167457780408,0,0,0,0.303564759325433,0,0.0447199467223826,0,0,0,0,0,0,0.136197014689249,0,0,0,0.135300734831213,0.0186834107571461,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0595340426127199,0,0,0,0,0,0,0,-0.0154361472535931,0.146142580730445,0,0,0,0,0,0,0.224438197946227,0,0,0,0,0,0,0,0,0,0.132183652074235,0,0.110891388166985,0,0,0.138103049815438,0,0,0,0,0,0,0,0,0,0,0,0.0466399671512735,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.00672150280686045,0.114479573348797,0,0.142540209965317,0,0,0,0,0,0,0.0507801695993784,0.227938519547212,-0.12534235992668,0,0,0,0.102367064779151,0,0,0,0.105565286765066,0.00149200605336128,0,0,0,0,0,0,0,0,0,0.352302093406384,0,0,0,0,0,0,0,0,0,0.101355822065812,0,0,0,0,-0.165457473958267,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.290105866436719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216501081967789,0,0,0,0,0,0,0,0.0239866958071671,0.0488913171861156,0,0,0,0.234624032982834,0,0.055821795704253,0,0,0,0,0,0,0.0587426437329011,0,0.0236875595584165,0,0,0.107186214605597,0,0,0.0103532814141827,0,0,0,0,0,0
