,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600188.SH,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X601158.SH,X000792.SZ,X600489.SH,X000898.SZ,X600352.SH,X600583.SH,X300072.SZ,X000883.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X000630.SZ,X000723.SZ,X000629.SZ,X002470.SZ,X600549.SH,X000060.SZ,X002407.SZ,X600176.SH,X000959.SZ,X600022.SH,X601699.SH,X600021.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0515746743446201,0,0,0,0,0,1.73472347597681e-18,0,0.107052226455318,0,0.034318827914644,0,0,0,0,0,0,0,0.221918301676922,0,0,0,0,0.079814910754614,0,0.0463656107367948,0,0,0,0,0,0,0,0.0279051389556106,0.0141702860666175,0,0,0,0,0,0,0,0,0,0,0.0067144036235122,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0553183546424098,0,0,0,0,0,0.0626841176677152,0,-0.0154692712529646,0,0.0426219514081788,0,0,-0.000417175985441921,0,0,0,0,0,0,0,0,0,0.116536928995041,0.174582849557381,0,0,0,0,0,0,0,0,0,0.0608403328483671,0,-0.0286481721350097,0,0,0,0.00381413245510154,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.232592346712197,0,0,0.0106717009751237,0,0,0,0,0,0,0,0.0108128793246561,0,0,0,0,0,0,0.133061795459106,0,0,0,0,0,0,0,0,0,0,0.0275420215253057,0,0,0.0997878964395647,0.205697921857377,0,0,0,0,0,0,0,0,0,0,0,-0.0208573513156835,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.051301916260676,0,0,0,0,0,0.0200966186629593,0,0.361984174191405,0,0,0,0,0.0476144168851494,0,-0.0020871354450637,0,0,0.0146665105360789,0,0,0,0,0,6.93889390390723e-18,0.115748243631975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143935129111836,-0.0348774829315695,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0232463118783911,0,0,0,0,0,0,0.248739115860967,0,0,0,8.67361737988404e-19,0.0297881869253424,0,0,0,0.242085298705088,0,0.079342174024739,0,0.0638533583414944,0,0,0,0,0,0,0,0,0.0427098418823981,0.0384856635657077,0,0.0350983614489769,0.0452269173262437,0.0386338315503733,0,0,0,0,0,0,0,0.0111773260592918,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0537316121632698,0,0.138778608124036,0.137980734396674,0,0,0.0395165519738926,0,0,0.00918974388711631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720518552140701,0.0510130033141571,0,0,0,0,0.131234524093052,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,4.33680868994202e-19,0.148941123104574,0,0,0,0.0664580160514066,0.0571776089331124,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.202586254034111,0,0,0.00830073712305064,0,0,0,0,0,0.0631255310556206,0,0,0,0.0320558278275433,0.234641368371749,0,0.280557959118797,0,0,0,0,0.0596937000432697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214128933803751,0,0,0,0,0,-0.043612247760372,0.044210993344937,0.0689301714742534,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882573264547018,0,0.169361216836241,0,0,0,0,0,0,0.0343726500907244,0,0,0,0.318299604607697,0,0,0,0,0,0,0,0,0,0,0,0,0.0855998341804691,0,0,0.132733969917764,0,0.0424298153566455,0,0,0,0,0,0,-0.0446441332470695,0.0445045494135652,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00887478117696712,0,0,0.00423209626662285,0,0,0,0,0,0,0.0137579515224061,0,0,0,0,0.112276455626276,0,0.0639651982957901,0.223040376387862,0.0691444382963649,0,0,0,0,0,0,0.0455806733089334,0.215505530015616,0,0.0294747082299294,0,0,0,0.019760512044419,0,0.0688112848144064,0,0.031576968892623,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446584767031004,0,0,0,0,0,0,0,0,0.00417983573595733,0,0,0,0,0,0,0,0,0,0,0,0,0.038621452934425,0,0,0.235137878032838,0,0,0.184192860591946,0.109298597340313,0.0858650618959036,0,0,0,0,0.0573438551034804,0,0,0.0106602630244972,0,0,0.414391527699001,0,0,0,0
