,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X002466.SZ,X600352.SH,X600111.SH,X600489.SH,X600795.SH,X601991.SH,X300037.SZ,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X600219.SH,X000932.SZ,X601168.SH,X002409.SZ,X000898.SZ,X000723.SZ,X600529.SH,X000630.SZ,X000807.SZ,X000027.SZ,X600315.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0520239903634922,0,0.0348669017717648,0.0397962150315689,0,0,0,0,0,-1.35525271560688e-20,0,0,0.00523103862071077,0.00517314179146265,0,0,0,0,0.00800746094753141,0,0,-0.00252114934337335,0,0,0,0,0,0.0337941232664976,0,0,0,0,0,0.0398931050198737,0,0.00656860197190266,0,0,0,0,0,-0.00970828419553764,0,0,0,0,-0.00628147665945485,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00768022670933066,-0.0545317445494865,0,0,0,0,0,0,0.0353836342831316,0,-0.00434834503123337,0,0,0,-0.0100841349242193,0,0.11267263932263,0,0,0,0,0,0,0.0178390556608651,0,0.00942298130092277,0,0,0.0883809831820578,0,0,0,0.00361122430088767,0.0899036458612756,0,-0.015226322265488,0,0,0,-0.0110295275451776,0,0,0,0,0,0,0,-0.00871083727224281,0,0
X601088.SH,0,0,0,0,0,0,0.0775416843278277,0,0,0,0,0,0.0150568900525836,0.104244990570075,0.0609216394320084,0,0,0.0189000670759905,0,0,0.243245361300836,0,0,0,0,0,0,0,0,-0.0410301558884851,0,0,0,0,0,0,0,-0.0153935343822488,0.0590380375145191,0,0,0,0,0,-0.0712358658266788,0,0.0417597626180115,0,0,0,0,0.0159489730298338,0,0,0,0,-0.00678536892074586,0,0
X600585.SH,0,0,0,0,0.0517077570674657,0,0.000774305832246487,0.201249081716101,0,0,0,0,0,0.0208245626109459,0,0,0,0.0393452176256983,0.131170003752506,0,0,0,0,0,0,0,0.0694353247500588,0,0,0,0,0,0,-0.0102776283640853,0,0,0,0,0,0.0151998501606369,0.00484718677026072,0,0,0,0.0339735225731636,0,0,0,0,0,0,0.0195243293452998,0,0,0,0,-0.00346979520373065,0,0
X600309.SH,0,0,0,0,0,0,2.16840434497101e-19,0.194287980171234,0.194215241751581,0,0,0,0,0,0,0,0,0.28712173068837,0,0,0,0,0,0,0,0,0,0,0,0.0292455651299674,0,1.38777878078145e-17,0,0.0522606788574609,0,0,0,0.00450981078098808,0,0,-2.16840434497101e-19,0,0,0,1.73472347597681e-18,0,0,0,8.67361737988404e-19,0,0,0.0310110251135686,0.00295069676418486,0,0,0,0.0442852579823435,0,0
X600019.SH,0,0,0,0,0,0,0.00390673744351934,0.141123668465696,0,-0.102572111502734,0,0,0,0,0,0,0,-0.0820785436083924,0,0,0,0,0,0,0,0.0687632601121018,0.0139082676403032,0,0,0,0,0,0,0,0.130927151855649,0,0,0,0,0,0.0572494221259226,0,0,0,-0.0367984580152197,0,0.114155402644574,0,0,0,0.145459068698498,0.0156135743234046,0.0363578685107043,0,0,0,-0.0113586136036388,0,0
X002460.SZ,0,0,0,0,0,0.101550136581117,0,0,0,0,0.235403437659115,0,0,0,-0.0260434966490508,0,0,0,0,0,0,0,0,0.398226725477325,0,0,0,0,0,0.14221267051506,0,0,0,0.0909391069558441,0,0,0,0,0,0,0.156251353845824,-0.0629985140270404,0,0.112854956696538,0,0,-0.24201419368087,0,0.250791223101336,0,0,-0.0227898273653229,0,0,0,0,-0.0357337776978164,0,0
X600547.SH,0,0,0,0,0.0732982248380079,0,0,0,0.0247509004018156,-0.0147822758583134,0,0,0,0,-0.0243871781418093,0,-0.110312861488179,0,0,0,0,0,0,0,0,0,0.669869307762459,0,0,0.026801715316664,0,0,0,0,0,0,0,0,0,0,-0.0183350368888169,-0.0324066023570261,0,0,0.0340545472665678,0.00863789487411241,0,0,0.0997392577611082,0,-0.0329428224359948,-0.00148614841061623,0.0021697833500444,0,0,0,0.00658463435836007,0,0
X000708.SZ,0,0,0,0,0.103915623175146,0,0,0,0,0,0,0,0,0,0,0,0.0283163375221309,0,0,0,-0.0788071519266439,0,0,0.0540742451972954,0,0,0,0,0,-0.0765187166413181,0,0,0.115840414463349,0,0,0.036678716103124,0,0,0.311912586434728,0.150952701893079,0,0.0456261824702733,0,-0.0164413881040018,0.0359974009845391,0,0,0,0,0.0282783489849334,0,-0.0233939492587525,0,0,0,0,0.000663673970289424,0,0
X600660.SH,0,0,0,0,0,-0.248270276539306,0.00125855428368902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16436759030208,0,0,0.0417612824656362,0,0,0,0,0.190072729682752,0,0,0.0141261782698192,0.137171898918763,0,0,0,0.0118813313857611,0,0,0,-0.0832743870570537,0,0,-0.0143656952958826,0,0,0,0,0,0,0,0,0,0,0,0.00980792328125817,0,0
