,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600188.SH,X600027.SH,X601992.SH,X600688.SH,X600309.SH,X000898.SZ,X601158.SH,X000709.SZ,X600583.SH,X000792.SZ,X000883.SZ,X000539.SZ,X002353.SZ,X600489.SH,X000825.SZ,X000629.SZ,X600547.SH,X000027.SZ,X000630.SZ,X600549.SH,X600808.SH,X600352.SH,X600660.SH,X000831.SZ,X601699.SH,X600008.SH,X600578.SH,X600315.SH,X000959.SZ,X000983.SZ,X600098.SH,X002470.SZ,X000937.SZ,X600307.SH,X600863.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.687587750384045,0,0,0,0,0,0,0,0,0,0,0,0,0.0545109936949625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008780402019936,-0.0239217930702895,0,0,0,0,0,0.0143969712073245,0.0200581189855331,0,0,0.0467678678219606,0,0,0,0,-0.0210087345421982,0,0,-0.111120390186563,0,-0.0390495515978246,0,0
X600028.SH,0.617339028038514,0,0,0,0,0,0,0,0,0,0,0,0,-0.127096458403473,0,0,0,0.299203923559292,0,0,0,0,0,0,-0.0406515507074144,0,0.0552200496588202,0,-0.025336705776533,0,0,0,0.0485728229685994,0,0.0475439713462075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028269683211587,0,0.013280765974504,0,0,-0.0329212137590612,0,0
X601088.SH,0,0.0807355756729579,0,0,0,0,0.150820228156747,0,0,0,0,0,0,0,0.142502274790255,0,0.0840798958032435,0,0,0,0,0,0,0,0,0,0.033785041265075,0,0,0,0,0,0,0,0,0,0,0.0725503304768686,0,0.0147106785153723,0.0412804221086216,0,0,0.119266223882683,0,0,0.0568695723372273,0,0,0,0,-0.00517323083109424,0,0,0,0,0,0,0
X600011.SH,0.0743144255322673,0,0,0,0,0.186822933110162,0,0,0,0.0133267638238255,0,0,0,0,0,0.288627252131242,0,0.196126885957017,0,0,0,0,0,0,-0.0864790122580522,0,0,0,-0.0461335347363434,0,0,-8.67361737988404e-19,0,0,0,0,0,0.100624671555978,0,0,0,0,0,0,0,0,0,-0.00443690152812343,0,0,0,0.0240475622862578,-0.0402519787102651,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.207000920290695,0.0250678241310612,0,0.104963734354398,0,0,0,0,0,0,0,0,-0.00748857032162928,0,0,0,0,0,0,0,-0.0102753629062538,0,0,-0.0184755361855981,0,0,0,0,0.0886660717754398,0.0837510748863741,0,0,0,0,-0.0368156562720612,0.0385720025930444,0,0,0,0,0,0,0,-0.0204342221759201,0,0,0,0,-0.0770494880331526,0,0
X600019.SH,0,0,0,0.0741631322462766,0,0,0,0,0,0,0,0,0,0.0515777743946677,0.0374480670562738,0.0391613572649985,0,0,0,0.317741453399345,0,0.14007257374921,0,0,0,0,0,0,-0.0124340148117104,0.138391972545449,0,0.101410576001245,0,0,0,0,0,0,0,0,0,0,0.105702758920692,0,0,-0.0819293379585972,0,6.93889390390723e-18,0,0,0,0,0.00298038578304337,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.328674703849518,0.0423352117821695,0,0,0,0,0.0484234944506679,0,0.0946082183983786,0,-0.00209605483342298,0,0,0,0,0,-0.00804208726029553,0,0,0,0,0,0,0,0,0,0,0,0,0.107814583885623,0.164748781538981,0,0,0,0,0.0983877227248751,0,0,0,0,0,0,0,-0.0157909039330906,-0.0172478553375968,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0213122681491325,0,0,0,0.00281383060902414,0,0,0.0259007311703452,0,0,0.0789269868143308,0,0,0,0,0,0,0,0.0108107108662037,0,0,0.103378821244887,0,0.00261642046277361,0,0,0,0,0.0673850462629175,0,0.0519848344652165,0,0.14802140262061,0,0,0,0,0,0,0.00805391798856298,0,0,0,0.0149516913053362,-0.0354839156797123,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0407300468270581,0,0.377436201297124,0,0,0.0436873163776922,0,0,0,0,0.0891059302156346,0,0,0,0,0,0,0,0,0,0.139552103073856,0,-0.0210616713344657,0,0,0.0365995775634884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786855297259734,0,0.00926865170006513,-0.00191048448991616,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0776426491845995,0,0,0,0,0,0,0,0,0,0.332624554140576,0,0,0,0.15608045633087,0,0.182381177103977,0,0,-0.150733212325082,0,0,0,0,0,0,0.183777573829032,0.115159764373992,0,0,0.302448304643609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829212169146723,0.00608956468877485,0,0,0,0.152301440651611,0,0
