,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X600516.SH,X000898.SZ,X600111.SH,X002460.SZ,X600176.SH,X000709.SZ,X600352.SH,X600299.SH,X600219.SH,X000786.SZ,X000629.SZ,X600808.SH,X600489.SH,X601158.SH,X600157.SH,X600801.SH,X000825.SZ,X000630.SZ,X002271.SZ,X000553.SZ,X000883.SZ,X002110.SZ,X300072.SZ,X000027.SZ,X002470.SZ,X600583.SH,X600985.SH,X000408.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.231470684096754,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414340056448815,0,0,0,0.0288213139084829,0.00854628144858752,0,0,0,0,0,0,0,0,0,0.00854149520375471,0,0,0,0,0,0,0,0,0,0,0.0559423321735455,0.115753661020012,0,0.0467912723916199,0,0,0.0041350543835263,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.133329495305746,0,0.189824258450945,0,-0.120195203046045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499501613907279,0,0,4.33680868994202e-19,0,0,0,-0.0689177397774282,0,0,0,0.310111422673674,0,0,0,-1.38777878078145e-17,0,0,0,0.06206184085692,0,0.173663660409042,0,0.0425025815560595,0,0,0.0140170718893666,0,-0.0317382952869313,0,0
X601088.SH,0,0,0,0,0,0.162071968773544,0,0.0129963727289362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100116363936016,0,0,0,0,0,0,0,0,0,0.0758531024491112,0,0.106485585353949,0,0.0904888209675354,0,0,0,0,0,0,0,-0.0110699876213279,0,0,0,0.00471374598148195,0.00463328591602697,0,0,0,0.00610653019244632,0,0
X600585.SH,0,0,0,0,0,0.0167860242754662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0699257096544498,-0.0510414431810958,0.192531608082197,0,0,0,0,-8.67361737988404e-19,0.264195656286527,0,0,0,0,0,0.228847420582628,-0.0427718802753122,-0.0145091755053804,0,0,0,0,0,0,-0.00219295796072113,0.0169062368362782,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0416714964717797,0,0,0.0118839112852555,0,0,0,0,0,0,0,0.0958077601648385,0,0,0,0,1.73472347597681e-18,0.043414490635084,0.0690424674266638,0,0,0,0,0,0,0,0,0,0,0,0.0263903770906942,0,0,0,0,0,0,0.332774235048439,0,0,0,0,0,0,0,0,0,0.0123517904153153,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16517331422187,0,0,0,0,0,0,0.136599417633082,0,-0.10256443420238,0,0.036741456781555,0.46828505012774,0,0,0,0.1801176103564,0,0,0,0,0,0.116789180089213,0,0,0,0.0844295133344977,0,0,0,0,-0.0163612023806875,0.0405481029506902,0,0,0,0.0218269053460866,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0241570943801468,0,0,0,0,0,0,0,0.499063847145785,0,0,0.650408657130606,0,0,-0.208511394665827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413931820965314,0,0,-0.0415641815732955,0.0262579449262127,0,0,0,0,0,0.0789150738269105,0,0,0,-0.118827780385788,0.0431237143834098,0.00650738177180872,0.00436097947900449,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189108589739099,0,0,0,0.0005601444411601,0.0287027886208945,0,0.305620779165833,1.73472347597681e-18,0,0,0,0,-2.16840434497101e-19,0,0.0686687941885299,0,0,0,0,0,0,0,0.0635771375036631,0,0,0.119549299064152,0,0,0,0,0,0,0.189306708638669,0,0.0254052519591028,-0.0314961996287696,0,0,0,-0.0711410859621875,0,0
X601600.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.330489677946137,0,0,0,0.0429382622922992,0,0,0.134653024739149,0.0303263547119289,0.0330769060479947,0,0,0,0,0,0.0149746277083388,0,0,0,0,0,0,0,0,0.0835940627415578,0,0.0372561705742164,0.0909958016010256,0,0,0,0.0368915722914666,0,0,0,-0.0223173106907306,-0.0047951859634813,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.00397387574339358,-0.0320429221249011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.00125865748818167,0,0,0,0,1.01447744760752,0,0.0203942752187338,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.103946841706432,0,-0.00178251763207454,0,0,0,-0.0148249213182501,0.0287299898708482,0,-0.0485370321708444,0,0,0,0
