,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X000027.SZ,X601992.SH,X600583.SH,X000539.SZ,X000792.SZ,X002466.SZ,X600309.SH,X600623.SH,X000630.SZ,X600352.SH,X000709.SZ,X600660.SH,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600863.SH,X600489.SH,X600808.SH,X600307.SH,X000060.SZ,X600547.SH,X600578.SH,X000629.SZ,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.397477509294343,0,0,0,0,0,0.102833242146387,0,0.0167648536819611,0.00380506021518442,0,0,0,0,0,0,0.0601364943746697,0,0,0,0,0.0350161177979265,0,0,0,0,0,0,0,0.0438590074731659,0,0,0,0,0,0,0.00325708524805853,0.00768027288494623,0,0,0,0,0,0,0,0,0,0,0,-0.0192192573200292,0,0,0.165688433033447,0,0,0,0
X600028.SH,0.159502078115028,0,0.135624433608742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19754186712993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783388109143137,0,0,0,0.113095106839519,0,0,0,-0.0306485215154275,0,0,0.0998950695371981,0,0,0,0
X601088.SH,0,0,0,0.202335731660095,-1.38777878078145e-17,0.0524963498137183,0.00930351560101281,0,0,0,0,0.214627707647838,0,0,0,0,0,0,0,0,0,0,0.22605293070677,0,0,0.103830211249787,0,0,0,0,0,0,0,0,0,0,0,-0.0497280073820843,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,5.42101086242752e-20,0,-0.0134907330139214,-0.0208161530240271,0,0,0,0,0,0
X600011.SH,0,0,0.0965258839809164,0,0,0,0,0,0,0,0,0.46344433431234,0.0898502413397707,0,0,0,0,0,0,0,0,0.144206333584138,0,0,0,0,0,0,0,0,0,0,0,0.0804067079937921,0,0.109325013735055,0,0,-0.0914232275697225,0,0,0,0,0,0,0,0,0,0,0,0,0.00212958025846026,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0158271595797677,0,0,0,0,0.0692328422519339,0.0639911669979822,0,0.150525216132987,0,0,0,0,0,0,0.0907319868432791,0,0,0.00468990408503289,0,0,0,0.37018492774753,0,0,0,0,-0.083996762248469,0,0,0,0,0.122402270052621,0.0855325027275944,0,0,0,0,0.0458092665371736,0,-0.00990478202496455,0,-0.0453564423493704,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.23239390761428,0.112925874397092,0.0306369163440144,0,0,0,0,0,0,0.0196271470867287,0,0,0,0,0,0,0.0438762037620899,0,0,0,0,0,0,0,0.0135387123857001,0,0,0,0,0,0.163306782013283,0,0,0.044731882378545,0,0,0,0,0,0,0,-0.0424143653096587,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.415150785789873,0,0,0,0,0,0,0,0.0526898430105071,0,0,0.059020554236929,0,0,0,0,0,0.144485328876759,0,0,0,0.0307412851512714,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256500225477778,0,0,0,0,0,0,-0.0352730668474496,0,0,0,0,0,0,0
X601898.SH,0.106200376554736,0,0,0,0,0,0,0,0,0.350957137058493,0.0182952744669226,0,0,0,0.135384247672326,0,0,0,0,0,0.0949377604711346,0,0,0,0,0.0278720770745175,0,0,0,0,0,0,0,0,0.150289920362285,0,0,0.0178917064069214,0.148414573253108,0,0,0,0,0,0,0,0,-0.0741212542398748,0,0,-0.0348810277979769,0.0181028948519406,0,0.020993653176194,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.131949672139635,0,0,0.0880928975120391,0,0.00809577410032054,0,0,0,0.00228004337038261,0.0305260698469888,0.0651191272661746,0.0299565509478347,0.0252461521756953,0,0,0,0,0,0,0,0.266738741259231,0,0,0,0,0,0.0282900000802962,0,0,0,0,0,0.0201223145132989,0,0,0,0,-0.0436145144610373,0.0130931351383617,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220801832399681,0,0,0.0193287131916699,0,0.0915000143222762,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0106818704404757,0.0743169360654074,0,0.148543798579998,0,0.122990622623071,0,0,0,0.16210939491915,0,0,0,-0.0236875517906473,0.0127174685841196,0,0,0,0,0,0
