,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600547.SH,X600583.SH,X000709.SZ,X600309.SH,X000539.SZ,X000883.SZ,X600489.SH,X000898.SZ,X000027.SZ,X600352.SH,X000630.SZ,X002470.SZ,X000012.SZ,X002075.SZ,X300072.SZ,X000629.SZ,X000983.SZ,X000060.SZ,X600098.SH,X000959.SZ,X600160.SH,X600176.SH,X600021.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.154840491213589,0,0,-0.0054787101022127,0,0,0,0.0413842000398946,0,0.169399771953009,0.0366664619567599,0,0,0,0,0,0,0,0.0159391813402237,0,0,0,0,0,0,0,0,0,0,0,0,0.0287867730917026,0.0166188798284694,0,0,0,0,0,0,0.0380734693372367,0,0,0.0167587080057572,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0421914778071979,0,0,-0.00472344153882719,0,0.00186834391002286,0,0,0,0.144889410659345,0.0767092744591059,0,0,0,0,0,0,0.0989894214571525,0.00662471141879777,0,0,0,0,0,0,0,0,0,0,0,0,0.0446913451511895,0.0594968857023253,0,1.73472347597681e-18,0,0,0,0.0226739430767184,0,0,0.0164967199461874,0.0021373987736043,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.601214645086144,0,0,0,0,0.0353000710654344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892978738143208,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0481047997610616,0,0,0.00605933521271297,0,0,0.100530309653115,0,0,-0.00803551246271894,0,0,0,0,0,0
X600011.SH,0,0,0.0263741817489324,0,0,0.0406745288091524,0,0,0.0760730638682766,0,0,0,0,0,0,0.0238241883857661,0,0,0,0.0113917889065182,0.0322829825350544,0,0,0,0,0,0,0.146472856821343,0,0,0,0,0,0,0,0,0,0.0581002630746109,0,0.0134984979582997,0,0,0,0.183351804604494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.192741796072183,0,0,0,0,0,0,0,0,0,0,0.0366448137473148,0,0,0,0,0,0,0,0.165571379476705,0,0,0,0,0,0,0,0.300143111771382,0.0041222343232832,0,0,0,0.0376796173445205,0,0.0907014980551256,0,0.089635481611446,0.0537262263797666,0,0,0,0,0,-0.00452348366518796,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.3825735251419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336393068735612,0,0.0827231614235322,0,0,0,0.03261315734293,0,-3.46944695195361e-18,0.109087846287984,0.0184461998988025,0,0.147867646855732,0,0,-0.0383351418436802,0,0,0,-0.0126058392849997,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0782682750327374,0,0.129114947569994,0.0431428653471474,0,0,0,0,0,0,0.210442750776109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565005655053418,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0791405676002519,0,0,0,0,0,0,-0.00274828439648553,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.112602287603534,0,0,0.0879671652507276,0,0,0,0,0,0.0813143023610043,0.0460589812521466,0,0,0.0335614283685652,0.020674067439078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145491299414682,0,0,0.0583650617295933,0,0.0643498732504287,0,0,0.0437070752911322,0,0,0.149651837381093,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.040637714641433,0,0,0,0,0,0,0,0.313207947601214,0,0,0,0,0.0885386251374784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274138041935902,0,0,0.115290767713895,0,-1.73472347597681e-18,-6.93889390390723e-18,0,0.0887943079359484,-1.0842021724855e-19,0,0.125099135145279,0,0,-0.00881798867562534,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.134528715039208,0,0,0,0,0,0,0,0,0,0,0,0,0.0286479880193582,0,0,0,0,0,0,0,0,0,0.160070304081705,0,0,0,9.52602668321187e-05,0.234286485745415,0,0.0366186865725634,0.0904468244921564,0,0,0,0,0.0138448442659513,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236545489206462,0,0,0,0.120248097885546,0.0315748285123239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022951633049778,0,0,4.33680868994202e-19,0,0,0.103018695397314,0,0,0.144626683525187,0.0141604534978352,0,0,0,0,0,0,-0.0148593318943168,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206997038355931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976978681948802,0.0418658601104006,0,0,0,0.0198031159676897,0,0,0.00395417074744916,0.0556140970169467,0,0,0.000800271847769053,0,0.302949435729989,0.0546338293161843,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.315292762369467,0,0,0,0,0,0,0,0,0.246668202950068,0,0,0,0,0,0,0,0,0,0,-0.288544532337845,0,0,0,0,0,0,-0.0389175837256826,0.301338123492233,0,0,-0.00323537149739658,0,0,0,0,0,0.4842648258321,0,0,0.0152282042357257,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039503201295992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572824513870192,0.029261319691675,0,0,0,0,0,0,0,0,0,0.0294183979772299,0.107745332933169,0.104059046641994,0.0987465792192059,0,0,0,0.259905874124901,0.025333316862588,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.219307083428913,0,0,0,0,0,0,0.218747528733113,0,0,0,0.251531526745262,0,0,0,0,0,0,0,0.0238551781901022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844112085024714,0,0,0,0,0,0.00955634943468113,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0.114722208689809,0,0,0,0,0,0,0,0,0,0.00926803617849957,0,0,0,0,0,0,0,0,0,0,0.0685277551225519,0,0,0,0,0,0,0,0,0,0.210685050625904,0,0,0.239395513850719,0,0,0,0.148016543093341,0,0.0645912532097292,1.38777878078145e-17,0,0.0312887261001949,0,0,0.0687195754573786,0,0.0238401454200256,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0965683213201821,0,0,0,0,0,0,0,0,0,0.153988801654627,0,0,0,0,0.0345619939784083,0.0164576064205965,0.0529089785579396,0,0,0.0243083791106007,0,0,0.171534009941332,0,0,0,0,0,0,0,0,0,0.0559792600433387,0,0,0,3.46944695195361e-18,0.251264303804782,0,0,0.0596512376377167,0,0,0.015812711046993,0,0,0.015208999858073,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174224379273349,0,0,0.0727162596533819,0,0,0,0,0,0.029481481469315,0,0,0,0,0,0,0,0.117888438746844,0,0,0,0.0919085290659548,0.00743561350020348,0,0,0,0.0115955940844398,0,0,0.10276940478976,0,0.0427691343061019,0,0.0238920355900686,0,0.187236256280851,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0669772660276504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352493781995134,0,0,0.203487898931909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340676902001862,0,0.179309916746712,0.114232013425787,0,0,0,0,0,0,0,0.0266437829348065,-0.0390139360906304,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.621463250168254,0,0,0,0,0,0,0,0,0,0,0.060764689399131,0,0,0,0,0.167805303988269,0,0,0,0,0.0745003728599404,0,0,0,0.0921063248865239,0,0,0,0,0,0,0,-0.0725869156324543,0,0,0,0.0700023162669,0,0,0,0.00283308548746845,0,0,-0.0167066446368602,0,0,0,0,0,0
