,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X601600.SH,X600547.SH,X600362.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600660.SH,X600111.SH,X600886.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000792.SZ,X601158.SH,X000723.SZ,X002466.SZ,X600623.SH,X000959.SZ,X002075.SZ,X000709.SZ,X000983.SZ,X600583.SH,X000408.SZ,X000883.SZ,X600352.SH,X000630.SZ,X600549.SH,X000937.SZ,X601699.SH,X000060.SZ,X000539.SZ,X600176.SH,X000027.SZ,X000012.SZ,X600098.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0372507851341755,0.018824938320622,0,0,0.00257819540868474,0.0492278998929232,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.00538217179839475,0,0,0,0,0,0,0,0,0.188443449487527,0,0,0,0,0,0,0,0.0505615316894698,0,0,0,0,0.000330068078686506,0.0206955577202276,0,0,-0.00578311489011679,0,0,0,0,0,0
X600028.SH,0,0,0.0287438847891559,0,0,0,0,0,0,-0.0118117902427085,-0.0138625510037391,0,0,0,0.0374317792351365,0,0,0,-0.00241397533266175,0,0,0,0,0,0,0,0,-0.0249880629001468,0,0,0,0,0,0,0.024659432293072,0.313181941225314,0,0,0,0,-0.0165193720277792,0,0,0,0,0,0,0,0,0.0823661086597886,0,-0.0165372908842188,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.178540740645534,0.0670246675016759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108605886588446,0,0,0,0,0,0,0,-0.138743946280534,0,0,0.0759819559240145,0,0,0,0,0,0,0.0284051688162135,0.0600638408542664,0,0.0651538941805161,0,0,0,0,0,0,0,0,-0.0836235641876053,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0197067327830086,0.0319178968047772,0,-0.0359872872160996,0,0,0,0,0.0772242370600639,0,0,0,0,0.110688625567992,0,0,-0.0390839608595313,0,0,0,0,0,0,0.00165598348667307,0,-0.0305261485945942,0,0,0,0.0377819816902396,0,0,0,0,-0.0259670862671374,0.0317205191092344,0,0,0,0,0,0,0,0,0,-0.027526101614794,0.055155714746657,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.522501085615919,0,0,-0.0114012608289456,0.0353033682787282,0,-0.062729950821568,0,0,0,0,0,0,0,0,0,0.0528219988835851,0,0.105887435453662,0,0,0,0.0178634653116208,0,0,0,0,0,-0.0455472861245061,0,0,0,0,0,0,0,0.209285787467993,0,0,0,0,-0.0644578078263167,-0.0182950644747191,0,0,0.0871501996744288,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0358180505103797,0,0,0,0.058894718499635,0.0298174442397667,0,0,0,0,0,0,0,0.0290574486166365,0,0,0,0.0822342728571612,0,0,0,0,0,0,0.201673649871381,0,0,0,0,0,0.0375920423407897,0.00113156642495757,0,0,0.0458895108095559,0,0.0184166008831367,0,0,0,0.021642664621933,0,-0.0327122307152596,0.0099901043452055,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0782248248900149,0,-0.0515818097755119,0,0,0,0,0.0866671079640444,0,0,0,0,0.157564300301747,0,0,0.0927535875545975,0,0.157119134552259,-0.0347467391972881,0,0,0.0450030037177892,0,0,0,0,0,0,0,0,0,0,0,0,0.0299968253518037,0.127511589289652,0,0,0,0,0.136025813293171,0,-0.118426747291409,0,0.0306455045324958,0,0,0,0,0,0,0
X601898.SH,0,0,0.291037653627342,0,0,0,0,0,0,-0.0314342819208704,0.033758127090515,0,0,0.113667018563965,0,0.0412985374155819,0,0,0,0.00612451610368367,0,0,0,0,0,0,0,0.0437772985052534,0,0,0,0,0.0902889435334117,0,0.181001232569421,0,-0.184394921322869,0,0.349621536430531,0,0,0,0.0631670087961571,0,0,0,0,0,-0.0280614616822388,-1.73472347597681e-18,0,0,-0.0706767774926943,0,0,0,0,0,0
X601600.SH,0,0,0.0637265939516251,0,0,0,0,0.0417639519387292,0,0.0295158597349872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141462942749847,-3.46944695195361e-18,0,0.183469249490975,0,-0.0128240432677263,0,0,0,0,0.00290064840667151,0,0,0,0,0,0.139914791974977,0,0,0,0.146093620198284,0,0,0,0,0,0,0,-0.0271045572687406,-0.0418172030604324,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242153223363883,0,0,0,0,0,0,0,1.00239557605101,0,0,-0.127939313928812,0.0266549700430209,0,0,0,0,0,0,0,0,0,0,0,0.0345597875636223,-0.0171353678224643,-0.0164450611485894,0,0,0,0,0,0,0.0109010904154562,0.174427651435086,0,0,-0.0427673783141073,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.117406780201518,0,0.11314342050187,0.0187738784576603,0,0,0,0,0,0.164472319724903,0,0,0,0,0.122157913540719,0,0,0,0,-0.0361844995501293,-0.0644672129747304,0,0.128676739182206,0,0.0723683877962975,0,0,0.0160704121764213,0,0,0,0,0,0,0,0.553931613132051,0,0.050769944693478,0,0,0,0,0,0,0,0,0,-0.0829461440090466,-0.0238117591741058,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0131545003615955,0.0298146610076238,0,0,0,0.0384281873354105,0.0427411029230377,0,0,0,0,0,0,0,0,0,0,0.151594173319335,0.0165183916433777,0,0,0,-0.0180974633666305,0,0,0,0,0.0687682654124312,0,0,0,0.101509853682577,0,0,-1.73472347597681e-18,0,0.110489234057197,0.262521437488874,0.0410024963288642,0,0.0153149214770489,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.0057734235590202,0,0,0,0,0.0144173812379905,0.0904738530987366,0,0,0,0.0152854203505685,0,0,0,0,0.0870671997003549,0,0,0,0,0,0,0.0576956076306012,0,-0.0044608761215266,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0976487046248458,0,0,0.0683912230941102,0,0.00337470946059576,0.0927493210399786,0.0272190514133822,0,-0.0604610617786978,-0.00664208194438879,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.139086285118256,0,0,0,0,0,0,-0.0611370328524727,0.548385603629235,0,0,0,0,0,0,0.0529671094294715,0,0,0,0,0,0,0,0,0,0,0,0.206263724424361,0,0,0,0,0,0.202388101293818,0,0,0,0,0,0,0.169341235729955,0.133628201261107,-0.0448575113050637,0,-0.0624412718070069,-0.0197420989706637,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0281478348503943,0,-0.0257166057734785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.665301383431331,0,0,0,0,0,0,0,0,0,0.270282759844336,0,0.0598709550402948,0,0.00460528395509908,0,0,-1.54616192256213,0,0,0,0.530947660463014,-0.364797648218828,0.45042723555523,0,0.0960293035343613,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0972705213834473,0,0,0,0.53194715259837,-0.0351349143307349,0,0,0,0.0262850552786119,0,0,0,-0.00651355159961097,0,0,0,0,0,0,0,0.0809466623562887,0.0619563325235582,0,0,-0.128841360751939,0,0,0,0,0,0,0,-0.00417724616995599,0,0,0,0,0,0.088010416997124,0.0935541547713017,0,0,-0.0323906965596698,0,0,0,0,0,0
