,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000709.SZ,X601158.SH,X600299.SH,X002466.SZ,X000959.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X600098.SH,X000983.SZ,X000539.SZ,X000825.SZ,X002092.SZ,X600021.SH,X000027.SZ,X000723.SZ,X600623.SH,X601699.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.244615092382607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745950831555117,0,0,0,0.0657808453867977,0,0.102850889181392,0,0,0,0,0.0732785608105503,0,0,0,0,0,0,0,0,0,0,0,-0.0267944507341413,0,0,0,0.00997518574788454,0,0,0,-0.00398914393893825,-0.00330833836611719,0,0,0,0,0,0
X600028.SH,0.878288154432396,0,0,0,0,0.00565695780389112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225140026714795,0,0.0561632936604972,0,0.0233540298322847,0,0,0,-0.0266213421786098,0,0.00402126260869071,0,0,0,0,0,0
X601088.SH,0,0.06176454082479,0,0,0.210469395050142,0,0,0,0,0,0,0,0,0,0,0.00172644880198815,0,0,0,-0.000642463424285421,0.0964991485663173,0,0,0.0964537264249693,0.00694710252471035,0,0.0689294297138244,0,0,0,0,-0.0738194308891203,0,0,0,0,0,0,0,0,0,-0.000905769766046435,0,0.0414060355622641,0,0,-0.0368996843592893,0.217625509018303,0,-0.0132559554486309,-0.0225942842309039,0.00638414595537709,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0217667547172977,0,-0.0382275800768327,0,0,0,0,-0.0395087243639472,0,0,-0.112766988462743,0,0,0,0.332755505344857,-0.044767267224956,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17039025235532,0,0,-0.081853115671657,0,0.0649462147572369,0,0,0,0,0,0.0239254730019018,-0.0064585556689978,-0.00224984518836931,0,0,0,0,0,0
X600011.SH,0,0,0,0.010979886216924,0,0.0986415474326624,0,0,0,0,-0.024501598784119,0,0.150914777120744,0,0,0,-0.0456096058532597,0,0.493988627246954,0,0,0,0,-0.0830761065169426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544820187541602,0,0,0,0,0,-0.0279936937267745,0.0221058313067927,-0.014939496389746,0.00652503443374709,0.0155540033447344,0,0,0,0,0
X600585.SH,0,0.304874889472617,0,0,0,0,0,0,0.178227859212882,0,0.031200662226179,0,0,0,0,0,0.108905453322547,0,0,0.0481902950098998,8.67361737988404e-19,0,0,0.0996209864487556,0,0,0,0,0,0.0653192807695968,-0.0554891574391418,0,0,0.08686522673918,-0.557520421864073,0,0,0,0,0,0,0.0640416219453803,0,0,0,-0.0353533151680709,0,0,0,-0.121309955582896,-0.0118503572790097,0.00405495542995249,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.139790754214259,0,0,0,0,0.0495458662332925,0,0,0,0,0,0,0,0,0,0.178013620963236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607533320583997,0.0147599881833265,0,0,0,0.104140533936362,0.0262405278290945,0,0,-0.0187382050777641,-0.0019190779026964,0,0,0,0,0,0
X601898.SH,0,0,0.0937687045217251,0,0,0,0,0,0.101109788541536,0,0,0.0985704535441576,0,0,0,0,0.202676659119121,0,0,0,0.00365995459989475,0,0,0,0.0783479700173885,0,0,0,0,0,0,0.141790875741241,0,0,0,0,0,0,-0.0611324037987314,0,0,0,0,0,0,0,0,0.101926398193462,0,0,-0.015433306018228,0.00477408463201537,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0293722130579185,0,0,0,0,0.00592217380028465,0.275507264939321,0,0,-0.103151474782313,-0.0506691263126796,0,0,0,0,0.122259861157164,0,0,0,-0.162553161270992,0.00942259661453956,0,0,0,0,0,0,0,0,0,0,0.585265068724262,0,0,0,0,0,0,0.0679279454049325,0,0,0,0,0,-0.0923803786863903,-0.0121286796971125,8.10871652653684e-05,0,0,0,0,0,0
X600688.SH,0,0.445766795235383,0,0.0741621580949932,0,0,0,0,0.029675322508465,0,0,0,0,0,0,0,0,0,0,0,-0.0876218690036509,0,0,8.67361737988404e-19,0,0,0,0,0.0921519481548561,0,0,0.159157637720181,0,0,0,0,0,0.120367005522124,-0.0479953423601377,0,0,0,0,0,0,0.000723132449643254,0,0.00919875939519799,0,-0.0610545057819286,0.0100257662142186,-0.00581117454376083,0,0,0,0,0,0
