,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000708.SZ,X002466.SZ,X600489.SH,X000301.SZ,X600803.SH,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X600219.SH,X600426.SH,X000807.SZ,X000983.SZ,X002128.SZ,X000877.SZ,X601699.SH,X000408.SZ,X600176.SH,X000630.SZ,X600985.SH,X601168.SH,X600096.SH,X000933.SZ,X600157.SH,X002353.SZ,X600378.SH,X002271.SZ,X600995.SH,X600352.SH,X000883.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.426081751685463,0,0.0496805266610909,0,0,0,0,0.174738775980733,0,0,0,0,0,0,0,0,0.458550604969758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0219153284068087,0,0,0,0,0,0,-0.24236878080152,0,0,0,0,0,0,0,0,-0.119079574946786,0,0,-0.04627728928817,0,0
X601088.SH,0.0743856176196247,0,0,-0.0532021717758712,0.326609046599728,0,0,0,0,0.0234672243670224,0,0,0,0,0,0,0,-0.0112180853698946,0,0,0,0,0,0,0,0,0,0,0,0.0429753501064422,0,0,0,0,0,0,0,0,0.131026553389138,0,0,0,0,0,0,-0.033226597289823,0,0,0,-0.0286952719883427,0,0,-0.0293255224407656,0,0,0,-0.032780355471681,0,0
X600028.SH,0.561881303482712,0,0,0,0.226771045382076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110781061424288,0,0,0.0714784490755671,0,0,0,0.0877922910850347,0,0,0,0,0,-0.0303803730611103,0,0,-0.0449282531946431,0,0,0,-0.0487025688318552,0,0.0202783939045093,0,0,-0.110199548535135,-0.0289893860218016,0,0,0,0,0,-0.0359767970145614,0,0,0,0,-0.0377498243305224,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730978390448769,0,0.298797054669496,0,0,0.00784487774658888,0,0,0,0,0,0,0.0344940772364502,0,0.17240655864185,0,0.163592430197478,1.73472347597681e-18,0,0.0107990128796172,0,0,0,0,0,0.0222232699571812,0,0,0,0,0,0,0,0,-0.0498267982498464,0,0,0,0,0,0,0
X601898.SH,0.328180198042718,0,0,0,0,0,0.0224013038241182,0,0.030246878031132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903693589691421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.118435462219292,0,0,0,0
X600188.SH,0,0,0,0,0.037148714868661,0,0,0,0,0,0,0,0,-0.23383280301289,0,0,0,0,0,0,0,0,0,0,0,0.0799659124278174,0,0,0,0,0,0,0,0,0.641238353879818,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.249238702987321,0,0.0885840858280142,0,0,0.0989262500763902,0,0,0,0.0826232367848212,0,0,-0.0482449593281693,0,0
X600019.SH,0.234872457852652,0,0,0,0.0292051524266192,0,0,0,0,0.196316358389476,0,0,0,0,0.0362026368904244,0,0,0,0,0.0886594115429942,0,0,0.0938062847601602,0,0,0,0,0,0.025413574241106,0,0,0,0,0.0615305285292491,0.0689194938351509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235137727293031,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216011659068893,0,0,-0.111032156126753,0,0.0128934841246649,0.102141675920401,0,0.197365356337091,-0.0373163156174636,0,0,0.0607707024179622,0,0,0,-0.17225714393504,0,0.0442292437993342,0,0,0,0,0,0,-0.246326039175826,0,0,0,-0.0235594241713639,0,0,0,0,0,-0.157159862338368,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.166669849042955,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0270157149289093,0,0,0.0822192772694073,0.028848616742127,0,0,0.020665079364716,0,0,0,0,0,0,0.29036981949305,0,0.00600364622787461,0,0,0.0406214660036908,0,0,0,0,0,0,0,0.033963945295845,0,0,0,0,0,0,0,0,0,-0.0381709443110791,0,0
X601600.SH,0,0,0,0,0,0,0.102965019349432,0,0,0,0,0,0,0,0,0,0,0,0.981261983585966,0,0,0,0,0,0,0,0,0,0.315639896035401,0,0.118275629241916,0,0,-0.173142595755584,-6.93889390390723e-18,0.27067095006814,0,0,0,0,0,0,0,0,0,-0.19174691392956,0,0,0,-0.00186214808424484,0,0,-0.014014607334181,0,0,0,0.102198113458831,0,0
X600886.SH,0,0.118756821218566,0,-0.0282721733064274,0,0,0,0,0,0,0,0,0,0,-0.0166770224226999,0.500203919093882,0,-0.0820951037548165,0,0,0,0,0,0.0638759195714674,0,0,0,0,0,0,0,0,0,0,0,-0.0538048278026206,0,0,0,0,0,0,0,0,0,-0.054311941930473,0,0,0,0,0.0935858244378129,-0.00366504794095687,0.0598034705509834,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0676908212267851,0.162222375173085,0,0,0,0,0,0,0,0,0.0657063176368252,0,-0.0100013285195037,0.062696592881346,0,0,0.378307941113633,0.0949854537789211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156709129448438,0,0,0.00276355608743398,0,0,0.104044510918543,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0654414918921059,0,0,0,0,0,0,0,0,0,0,0,0.0616494512575766,0,0,0,0.608537961177086,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562503245934239,0,0,0,0,0,0,-0.01279197980398,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.10182794628949,0,0.200967984270654,0,0,0.141689530395932,0,0.259337039493125,0.051059110244983,0,0,0,0.0553079937209041,0,0,0,0,0,0,0,0,0,0,0.156855563798279,0,0,0,0,0,0,0,0,0.0176181983740954,0,0,0,0,0,0,-0.0151614871435448,0.00757279235215376,0,0.0630678565978244,0,0,0,0
X600010.SH,0.0023296065556229,0,0,0,0,0,0.161870770305002,0,0.0352656786914178,0,0,0,0,0,0,0,0.281755280861034,0,0,0,0.027072636191813,0,0.0260105788508561,0.053874204205805,0,0,0,0,0,0,0,0,0,0.0577277111504562,0,0,0,0,0,0,0,0,0.107974932079157,0,0,0.130763691823067,0,0,0,0,0,0,0,0,0,0,0.0961109590585683,0,0
X600795.SH,0,0,0.175265381691117,0,0,0,0,0,0,0.0999104353356317,0.381478174157484,0,0,0,0,0,0,0,0,0,-0.0272878789043222,0,0,0,-0.0412652208818012,-8.67361737988404e-19,0.0524203935500777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753016039224696,0,0,0,0,0,0,0,0,-0.032399951630914,-0.0291666440950993,0,0,0,-0.00752855747669749,0,0
