,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X600188.SH,X601898.SH,X600688.SH,X601600.SH,X002466.SZ,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X600111.SH,X000898.SZ,X600352.SH,X000553.SZ,X600027.SH,X600176.SH,X601992.SH,X000825.SZ,X000709.SZ,X000786.SZ,X600299.SH,X000792.SZ,X000408.SZ,X600426.SH,X601699.SH,X600808.SH,X000883.SZ,X600315.SH,X002110.SZ,X601158.SH,X000932.SZ,X002271.SZ,X600219.SH,X600339.SH,X000830.SZ,X000983.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.226993779883777,0,0,0,0,0,0,0,0.0136819729927037,0,0,0.0411867376448765,0,0,0,0,0,0.00561789551838991,0.0507913257759666,0,0,0.106146968154985,0,0.0241097904197518,0,0,0,0,0,0,0,0.0445566351264645,0.0371430337396395,0,0,0.125283279393909,0,0,0.0314097273616676,0,0,0,0,0,0.0330425276520775,0,0,0,0,0.0127843710856847,0,0,0,0,0,0,0
X600028.SH,0,0,0.186962020138195,0,0,0,0,0,0,0,0,0,0,-0.0663426243361726,0,0,0,0,0,0,0,0,0,0,0,-0.14175189465474,-0.144092440197689,0,0,0,0,0,0,0.0145878761171893,0,0.0535202425522263,0.201205636983464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642601485021339,0,0,-0.113032418340892,0,0,0,0
X601088.SH,0,0.234575717487726,0,0.131481298548924,0,0,0,0,0,0.375758085113934,0,0.253899317972837,0,0.0406195761665206,0,0,0,0,0,0,-0.0117098170440517,0,0,0,0,0,0,0,0,0,0,0,0,-0.025558447037118,-0.00888631693892739,0,0.0279351791866302,0,0,0,0,0,0,0.0324080658353956,0,0,0,0,0,0,0.00270273497320058,-0.0219842071547066,0,0,0,0,0,0
X600585.SH,0,0,0.0521122637878873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157833299284338,0,0,-0.0483469642703193,0,0,0,0,0,0,0,0.164433091892909,0.0910329622401802,0,0,0.397127460314549,0,0,0,-0.0366488654789461,0.0287886332288277,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,6.93889390390723e-18,-0.207717816692778,0.320215888071296,0,0,0.0824933847378369,0,0,0,0,0,0,-0.0783763481497982,0.0199681387525347,0,0,0,0,-0.061347067749858,0,0.133871147859681,0,0,0,0,0,0,-0.0652807079686544,0,0.0451907732526649,0.212360968857689,0,0,0,0,0,0,0,-0.0331000136390052,0,0,0,0,-0.00164906881698723,0.0280630709085557,0,0,0,0,0,0
X600309.SH,0,0.0145049268403347,0,0.0770351348998249,0.0612705202278289,0,0,0,0,0,0,0,0,-0.218196670384993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108651503404756,0,-0.085945723994331,0.217975329437772,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118234985316678,0,0,0,0.0325433223278936,0.0742422848774629,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145545233762402,0,0,0,0,0,0.0180490255071675,0,0,0,0,0,0,0.223990777650793,0.0275124696794793,0,0,0,0,0.26698370487936,-0.0907713265285494,0,0,0,0,0,0.0302005854965018,0,0,0,0,0,0.0131294751528088,0,0,0,0,0.0118025789184383,-0.0543225164323401,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514569014793646,0,0,0,0.0993480549000049,-0.0971629245970174,0,0.116461314521412,0,0,0,-0.0971145804863014,0.559611128806888,0,0,0,0,0,0,0,0,0,0,0.192852777810779,0,0,0,0,0,0,0,0.298039946213373,0,0,0,0,0,0.0274657651401193,0,0,0,-0.431346244363094,0,0
X600660.SH,0,0,0,0,0,0,-0.125998748380243,0,0,0,0,0,0,0,0,0,0,-0.406841754910689,-0.0187290189910382,0,0,0,0,0,0,0,0,0.397465499567782,0.119365569555397,0,0,0,-0.453623377826737,-0.0592843119418954,-0.0430515249926369,0,0,0,0,0,0,0,0,0,0,0.00413998687490026,0,0,0,0,0.0240919173191307,-0.0464829854286903,0,0,0,0.0788627068003907,0,0
X600188.SH,0,0,0.436122233603838,0,0.0688088813015837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428770223833942,-0.14920919554095,0,0,0,0,0,0,-0.10843677784015,0.309769417256013,0,0,0,0,0,0,0,0,0.370252624189034,0,0,0,0.0733641997867582,0,0,-0.00363482424121304,0,0,0,0.352082003441836,0,0,-0.0358996150313828,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0408474733498594,0,0,0,0,0,0.0633752243791938,0,0.0264141546417197,0,0,0,0,0,0,0.0820410057266209,0.101258987453637,0,0,0,0,1.38777878078145e-17,0,0,0.000177801164185667,0,0,0,0,0,0,0,0,-0.0143537966086233,0.0481201754440689,0.344182944913502,0,0,-0.00666409802464693,0,0,0,0,0,0,0
X600688.SH,0.0844453779470821,0.108214265043446,0,0,0,0,0,0.0733616273191686,0,0,0,0,0,0.115369653201833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192835442855911,0,0,0,0,0,0,0,0,0,-0.0496683684900722,0,0.00124987972432374,0.140389007073457,0,0,0,0.00357833431739567,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.301209847077949,0,0,0,0,0,0,0,0,0,0,0,0.0335494422861225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167102469161062,0,0.492218110686023,0,0,0,0,0,0,-0.107251689156832,0.165619648281838,0,0,0,0.0726173898347759,-0.171285200000964,-0.0119979151866008,0,0,0,0,0.0238581641891055,0,0
X002466.SZ,0,0,0.327755388773611,0,0,0,0.183671683598296,0,0,0,0,0,0,0,0,0,0,0,0,0.107552838909797,0.496961671752684,0,0,0,0,0,0,0,0,0,-0.61183124629392,0,0,0,0,0,0,-0.371496683994445,0,0,0,0,0,0.240352986119323,0,-0.00898132464060279,0,0,0,0,0.0845887390701659,-0.0615001439778645,0.380649620432563,0,0,0,0,0
X601991.SH,0.132751779174436,0,0,0,0,0,0.0690469270624673,0.0654872746244521,0,0,0,0,0,0,0,0,0,0,0,0,0.0759054583145348,0,0,0,0.0218703947010679,0,0.0439752247340778,0.0993669729012263,0,0,0,0,0,0,0,0,0.000749173622254295,0,0,0.0142037294774528,0,0,0.0594003613193477,0,0,0.119704934707434,0,0,0,0,0.0130738711702275,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0052288328941723,0,0,0,0.134469240530244,0.318264775760101,0.0263818706749348,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0551769725075766,0,0,0,0,0,0,0.0355541734673635,-0.100681041712874,0,0.0624902515076462,0,0.0519985781672648,0,0,-0.0245352044557676,0,0,0,0,0,-0.0378875965922841,0.0455272639539914,0,0,0,0.0113819961731586,-0.018104717449795,0,0,0,-0.0554921087578391,0,0
X600795.SH,0,0,0,0,0,0,0,0.0306566947110108,0,0,0,0,0,0,0,0,0,0.100181266154825,0,0,0,0,0,0,0.0577428032861976,0,0.0212460477723079,0.0314516569952446,0.0371030460132651,0,0.0837522090001094,0,0,0,0.135400372201097,0.0479967034926294,0,0,0,0,0,0,0.0359571779886477,0,0,0.00692977115952229,0,0,0.0184975032448057,0,0.0015391277913166,-0.00219729291959393,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000900654812860745,0,0,0,0.116762696309209,0,0.130786888375306,0.140365075740979,0,0,0,0.0971436955711373,0,0,0,0,0,0,0,0,-0.104162535592867,0,0,0,0,0.031764608549001,0,0,0,0,0,-0.0250426310952192,0,0,0,-0.0356030970896234,0,0
X600547.SH,0,0,0,0,0,0,0,-0.00959263748209544,0,0,0,0,0.0398355840294947,0.157351168940853,0,0,0,0,0,-0.0560654136575741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450051441362716,0,0,0,0,0,1.05590345403482,-0.0401290523589106,-0.00634674980166436,-0.0022608171117888,0,0,0,0.0686941256410927,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218382562586341,0,0,0.306982057925654,-0.292446008214637,0,0,0,0,0,0,0.059757170513502,0,0,0,0,0,0,0.0848910332920284,0,0,0,0,0,0.380929913560356,0,0,-0.0272561560294407,-0.0191410219789971,0,0,0,0,0,0,0
X002460.SZ,0,0.0781692133987753,0,0,0,-0.0940810294451039,0,0,0,0,0,0,0,0.351334782029761,0,0,0,0,0,3.46944695195361e-18,0,0.0206296438925905,0,0,0,0,0,0.394777606121212,0.220198244192752,0,0,0.0700211953159254,0,6.93889390390723e-18,0.114854114789863,0,0,0,0,0.159897287575067,0,0,0,0,0,0,0,0,0,0,-0.00272014803386759,-0.0435944511216408,0,0,0,0,0,0
X300072.SZ,0,-0.135220058700963,0,0,0,0,0,0,0,0,0,0,-0.333508136625977,0,0,0,0,0,0.105749943409948,0.400437415282906,0.14434609663883,0,0,0,0,0,0,0.205777196428943,0,0,0,0,0,0,0.0379248347707807,0.120471950358535,0,0,0,0,0,0,0,0,0,0.427155093112017,0,-0.747736501465324,0,0,4.33680868994202e-19,-0.0551985924572676,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959274285369499,0,0,0,0,0,0.0876522592640891,-0.0234368146514626,0.0310052630199335,0,-1.0842021724855e-19,0,0,0.0648214481387756,0.128525765968854,3.46944695195361e-18,0,0,0,0,0,-0.00665540673959089,0,0,0,0.191813442878595,0,0,0.126240167241038,0.0473827933417294,0,0,-0.0278290550624535,-0.00579603755739723,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0326356978222222,0.128200471649723,0.0669686588089524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599310488593785,0.00667452146183539,0.0182878005417683,0,0,0,0,0,0.0858420157729891,0.0437046239526825,0,0,0.0544153065389687,0,0,0,0.0134635284218428,0,0.122231166495476,0,0,0.111446889913932,0,0.152426858872329,0.00627919560295019,0,0,0,0,0,0,0,-0.0105083117391487,0,0,0,0,0,0
X600352.SH,0,0.0452340316696665,0,0,0,-0.0180805780251527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680852857111081,0,0,0,0,0,-0.0627176293493717,0,0.157103869656842,0,0,0,0,0,0,0.0604243674968184,0,0,0,0,0.127908882675757,-0.0486171547443405,0,0,0.0956691653661579,0,0,0.300920322469028,0,0,0,0.0229056849494001,-0.00359618110005166,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762934270316151,0,0.013849229055652,0,0,0,0,0,0,0,0,0,0,0,0,0.0315458709369172,0.0741583654589627,0,0,0,0,0.11935604906133,0,0.0543505647358588,0,0,0.139319923570198,0,0,0.190712178557491,0,0,-0.0227238697188346,0,0,0,0,0,0
