,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600188.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X600547.SH,X601992.SH,X600886.SH,X600176.SH,X600111.SH,X600516.SH,X000786.SZ,X000898.SZ,X600299.SH,X000709.SZ,X002271.SZ,X600352.SH,X600027.SH,X000792.SZ,X000553.SZ,X600489.SH,X000825.SZ,X601158.SH,X601699.SH,X000408.SZ,X600219.SH,X000883.SZ,X000630.SZ,X600583.SH,X600549.SH,X002470.SZ,X600808.SH,X600315.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.257771196579476,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0653121803885425,0,0,0,0.194888908039817,0.0108617732642892,0,0,0,0,0,0,0.0288838708953595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145180113063789,0,0,0,0,0.045143867919058,0,-0.0143501516233675,0.0117767485588686,0,0,0,0,0,0
X600028.SH,0.532528020013059,0,0.133337811640026,0,0,0,0,0,0,0,-0.000315993768137525,0,0,0,0,0,0,0,0.104929772415266,0,0,0,0,-0.00671490025750177,0.0422386443149834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09723763294032,0,0,0,-0.219020517780351,0,0,-0.0309531699356225,0.0252201741221943,0,0,0,0,0,0
X601088.SH,0,0.0891809870122918,0,0.249851453073296,0,0,0,0.0277803473552896,0,0,0,0,0.0323613401020317,0,0,0,0,0,0,0,0,0,0,-0.0618099563958557,0,0,-0.142867216148695,0,0,0,0,0,0,0,0,0,0.385591142316675,0,0,0,0,0,0,0,0,0,0,0,0.0200823633698007,-0.0154357692528823,0,0,0,0,0,0
X600019.SH,0,0.0751261870544577,0.289137109743353,0,0.132897807064072,0,0,0,0,0,0,0,0,0.10847090126004,0,0,0,0,0,0,0,-0.116953292506226,0,0,0,0,-0.077228200999029,0,0,0,0,0,0,0,0.0558176852859118,0,0,0,0,0,0,0,0,0,0.230438581949973,0,0.0839618238847681,0,0.00634089334411412,-0.0064601376994658,0,0,0,0,0,0
X600585.SH,0,0,0.184238654429779,0.160975697362685,0,0,0,0,0,0,0,0,0,0.195425842545862,0.0857388321606317,0,0,0,0,0,0,0.216357962046602,0,0,0.0578911142640244,0,0.0637692133204775,0,0,-0.172992416357184,0,-0.208144674541339,0,0,-0.0280060239909486,0,0,0,0,0,0,0,0,0,0,0,0.202093195913066,0,-0.0158688212203155,0.0095353097746088,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0560401586992608,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.192102049991156,0.0232716929659052,0,0,0,0,0,0.00115384896775888,0,0,0,0,0,0,0.241784450434712,0.0677613649689003,0.155477127529156,0,0,0,0.136381074174196,0,0,0,-0.120395291674997,0,0,0,0,0,0,0,0.0258464477995473,-0.0432627092896492,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026795379318233,0,0,0,0,0,0.0607389609946206,0,0,0.0538461992145122,0,0,0.0112747219315628,0,0,0,0.163511037912674,0,-1.73472347597681e-18,0,0,0,0,0,0.0406264151256144,0,0,0,0.0441353930280578,0,0.076669681963604,0.129896210808096,0.0552095585932775,0,0,0.0285333690657675,0,0,0,0,0,0,0
X601600.SH,0,0.252784890642884,0,0,0,0,0,0,0,0,0,0,0,0.343981166857266,0,0,-0.307779749410106,0,0,0,0,-0.063748683705648,0,0,0,0,0.156750723901963,0,0.123565434495693,-0.0840526800807212,0,0,0,0,0,0,0.0150515137460109,-0.494206151764738,0,0,0,0,0,-0.467729030504053,0,0,-0.198866136513838,0,0.155028911267015,-0.274540210012875,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.0503713340050227,0,0,0,0,0,0,0,0,0.0703749389901242,0,0,0,0.048605006401065,0,0,0,0,0.0881300374188579,0,0,6.93889390390723e-18,0,0,0.0542785880509805,0,0,0.0560482191130533,0,0,0,0,0.0766973303120953,0,0,0,0.0267107471901329,0,0,-0.00854424209775644,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.137394680597697,0,0,0,0.054866605336114,0.100343883146541,0,0,0,0,0,0,0,0,0,0,0.0396696176084794,0.0597312460439783,0,0,1.73472347597681e-18,0,0.25331500213623,0,0,0,0,0.0984656515199642,0,0.128368640778126,0.0975878410487929,0,0,0,0.00359575708332225,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495183394684456,-0.0818477060924178,0,0,0,0,0.157278508574076,0,0,0,0,-0.0699465127190644,-0.0605156262943251,0,0,0,0,0.0117648877297507,0,0,0,0.0037785904406167,0,0,0.0193869333084361,0.101832711562141,0,-0.0346624356601875,0,-0.055990306616565,0,0,-0.0183719081701569,-0.0601833388772094,0,0,0,0,0
X600688.SH,0,0.448862496439455,0,-0.0695273782165841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301805532976879,0,0,0,0,-0.0173689035304733,0,0,-0.0506873701143446,0,0.057131785211899,-0.000807218253135893,0,0,-0.113420812285647,0,0,0,0.160743445597746,0,0.0388131459723743,0,0,0,0,-0.0433690200973699,0.0501624247950523,0,0.153954215903064,0,0,0,0
X600660.SH,0,0,0.00660068518247171,0,0.0842155384337767,-0.017873891297236,0,0,0,0,0,0,0,-0.129105253727811,0,0,0,0,0,0,0,0.163410504607707,0,0,0,0,0,0,0.15008300828745,0,0,0,0,0,-0.0372839311702036,0,0,0,0.00632543118487199,0,0,-0.0994790167310799,0,0,0,0.218705540875478,0.222512974560111,0,0,-0.018906133049451,0,0,0,0,0,0
X600188.SH,0,0.0182305875182045,0.283354877424877,0.145884103148562,0.0677922446159699,0,0,0,0,0,0,0,0,0,0,0,0,0.154179086843835,0,0,0,0,0,0,0.176178457191364,0.418093328732858,0,0,0,0.0510908897954226,0,0,0,0,-1.38777878078145e-17,0,0.0645938926902406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
