,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X000301.SZ,X002271.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X300073.SZ,X600096.SH,X000408.SZ,X000629.SZ,X601991.SH,X002080.SZ,X000786.SZ,X600803.SH,X000983.SZ,X000723.SZ,X600027.SH,X600348.SH,X600160.SH,X600141.SH,X601699.SH,X600219.SH,X600157.SH,X002407.SZ,X600801.SH,X600399.SH,X300037.SZ,X600486.SH,X600378.SH,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0199557033761218,0,0,0,0,0,-0.00280398980682445,0,0.0212798050252885,0,0,0,0,0,0.0517195222729495,0,0,0,0,0,0,0.12702238850924,0,0.0205115841778986,0,0,-0.12832365288425,0,0.164309706994892,0,0,0.125978146522449,0,0,0,0,0.0544347126004558,0,0,0,0,0,0.0523955866739329,0,0,0,0,0,0,0,0.0109506896317352,0,0
X601088.SH,0,0,0,0.040313967226333,0.0704203418641956,0,0.161222304458968,0,0.0822235849858293,0,0,0,0,0,-0.132286708096544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965356608350416,0,0,0,0,0,0.156164097759472,0,0,0,0,0.301523934404875,0,0,0.101084593371304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0593672194146592,0,0.0220727401623482,0,0,0,0,0,0,0,0,0.00542435466893067,0,0,0.00622557336232705,0,0,0,0,0.114519898826017,0,0.0219578338599521,0,0,0,0,0,0,0.0153603595835779,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0144367902871239,0.102577749647181,0,0,0.0347864449604714,0,0,0,0,0,-0.00561717685826537,-0.00879860077081498,0,0,0,0,0,0
X600309.SH,0,0.0792474733504492,0,0,0,0,0,0,0,0,0.132178646317533,0,0,0,-0.00991106631817342,0,0.181964028720133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286736969499848,0,0,0,0,0.0446822331797996,0,0,0.0349136208378392,0.040153119286851,0,0,0,0,0,0,-0.0360053892798653,0,0
X002466.SZ,0,0,0,0,0,0.643230967796782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877930593042351,0,-0.162048767739395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947158919165791,0,0.0689693103874195,0,0.111717031003716,0,0.143675874292954,0,0,0.0104183967802953,0,0,0,0.0128833764622342,0,0
X002460.SZ,0,0,0,0,0.145049764108187,0,0,0,0,0,0,0.0695880621396879,0,0,0,0,0,0,0.179766720317518,0,0.0429191574338193,0,0,0,0,0,0.0319005607318528,0,0,0,0,0,0,0,0,0.0493763545505903,0,0,8.67361737988404e-19,0.0757006796823456,0.0835448009191102,0,0,0.119927191879985,0,0,0,0,0,0,0,0,0.0143393081493669,0,0,0,0.0325743105794028,0,0
X600188.SH,0.0387393168429273,0.358352565139588,0,0,0,0,0,0,0,0,0.203814405204923,0,-0.0387211509914827,0,0,0,0,0,0,0,0,0,-0.149982299291208,0,0,0,0,0,0,0.0812751403049295,0,0,0,0,0,0,0,0.0183183494721471,0,0,0.406830220880804,0,0,0,0.026881299957801,0,0,0,0,0,0,0.0527433139801964,-0.13211155929752,0,0,0,0.0049575573578876,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0109213242676109,0,0,0,0,0,0,0.186490841962566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060430225090306,0,0,0,0,0,0.0417066617476357,8.67361737988404e-19,0.0158986260903053,0,0,0,0,0,0,0.409126036933191,0,0,0,0,0,0,0.00246089171601975,-0.042368221211466,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.140086235532308,0.0277873352794542,0,0,0,0,0,0,0.0282315799795429,0,0,0,0,0,0.0907276949575375,0,0,0,0,0,0,0,0,0.0837379959016915,0.125674751439063,0,0,0,0,0,0,0,0.132288501171904,0.0445622805956305,0,0,0,0,0,0.0262563579706059,0,0,0,0,0,6.93889390390723e-18,0,-0.00368424182471107,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0724293835888675,0,0,0,0,0,0.0717976062114145,0,0.0873695090355583,0,0,0,0,0,0,0,0,0,0,0,0.129124183852691,0,0,0.0447260256583702,0,0,0,0,0.10662349609023,0,0,0,0,0,0,0,0,0,0,0.0209908886835657,0,0,0,0,0.00812207664718908,0,0
