,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X600299.SH,X000709.SZ,X000786.SZ,X002460.SZ,X000629.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X000553.SZ,X000630.SZ,X600426.SH,X600985.SH,X601699.SH,X600612.SH,X600583.SH,X000027.SZ,X000401.SZ,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184904551241667,0,0,0.0298036891504011,0,0.0159043297729246,0.0166185361529277,0.0215162537288766,0,0.0427370122507746,0,0,0,0,0,0.000905259469064022,0.0787414952173009,0,0,0.0896896424306788,0,0,0,0,0,-0.0026608326244908,0.00616542046797208,0,0,0,0.00176515072576449,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126931550773746,0,0.00841272501222567,0,0,0,0,0,0,0,0,0,0.016647211688702,0.0239651863574583,0,0.0340268965718682,0,0,0,0,0,0,0.0706665846617025,0.086976566336472,0,0,0,0,0,0,0,0,0,0,0,-0.0242048211232033,0,0,0,0,3.46944695195361e-18,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490154892658896,0.06282093774056,0,0,0.0432396013215583,0,0.0209094595672872,0,0,0,0,0,0,0.0495680161507039,0,0,0,0,0.127404292140353,0,0,0,0,-0.0836407765151466,0.0220569722247397,0,0,0,0.147962117142316,0,0,0,0,0,0,0,-0.00647722498760325,0,0,0,0,0.0128428759455674,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340916714232622,0.326776849212251,0,0.0503406445013812,0,0,0.113230206872305,0,0,0,0,0,0,0.0013484923739079,0,0,0,0,0,0,0,0,0,0,0.032225647875065,0,0.0757564574502072,0,0,0,0,0,0,-0.0109640414142543,0,0,0,0,0.0162585082262543,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505480344264149,0.196200137358034,-0.0655270263014881,0.0207384957563273,0,0,0,0,0,0,0,0.0697247106277059,0,0,0.0567175811664386,0.0300516672408378,0.0238004904989097,0,0,0,0,0.0821919260634184,0,0,0,0,0,0,0,0,0.00861315416093357,0,0,-0.0218664066606352,-0.0111094081462398,0,0,0,0.0178244895177287,0,0
X600309.SH,0,0,0,0.117772217276002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312400445848395,0,0.0503123887229206,-0.00389363143933207,0,0,0,0,5.42101086242752e-20,0.016184933242653,0,0,0,0,0,0,0,0,0,0,-0.00853539074446008,0.247613986158116,0,0,0,0,0.0983168248624157,-0.00869063178113651,0,-0.148394518976445,0,0,0,0,0,0,0,0,0.15514008944835,0,0
X600011.SH,0,0,0,0,0,0.141256313957971,0,0,0.229144909105316,0,0,0.204683620906484,0,0,0,0,0,0,0,0,-0.031928693783927,3.46944695195361e-18,0,0.137551407803222,-0.265973936630601,0,0,0,0,0.0419038688900501,0,0,0,0.206607367214661,0,0,0,0,0.139954986182767,-0.239973298978636,0,0,0,0,0,0,0,0,0,0,0,-0.00372667554524901,-0.0425212883873404,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0728045802195612,0,0,0.0251352594165847,0,0,0,0,0,0,0,-0.279257856199825,0,0,0,0,0,0,0.718804632632397,0,0.00783478895730446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143569567078436,0,0.225986575204196,0,0,0,0,-0.0767751863637176,0,-0.0632414870135852,0,0,0,0,-0.103616329903583,0,0
X600010.SH,0,0,0,0,0,0,0.37206932578385,0,0,0.218296879419586,0,0,0,0,0,0.145813224864127,0,0,0,0.124571413156473,0.0718258535565251,0.0197949734361804,0,0,0,0,0,0,0,0,0,0,0.0316192288193127,0,0,0,0,0,0,0,0,0,0.212810200098011,0,0,0,0,0,0,0,0,0,-0.0531949465167629,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.161130581824311,0,0,0,0,0,0,0.339793821751718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136207312976405,0,0,0.00281181026767567,0,0,0,0,0,0.263926876748565,0.0449590786789654,0,0,0,0,0,0,0,0,0,-0.0511775396311003,0,0,0,0,0,0
