,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600660.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X601699.SH,X002460.SZ,X600027.SH,X600160.SH,X000983.SZ,X000301.SZ,X600426.SH,X002466.SZ,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000933.SZ,X600985.SH,X600176.SH,X002128.SZ,X000630.SZ,X000807.SZ,X601168.SH,X600219.SH,X000408.SZ,X002271.SZ,X600612.SH,X600348.SH,X000883.SZ,X600096.SH,X000932.SZ,X002353.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.574662832618342,0,0,0,0,0.0163761076216035,0,0.236179696720766,0,0,-0.0906901774539849,-0.126518461361449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037602867573673,0,-0.0612905948454356,0,0,0,0,0,0,0,0,0,0,0,0,0.0277363984752233,0,0,0,-0.0224131434060788,0.0153639756606718,0,0,0,0,0,0
X601088.SH,0.160495100293808,0,0,0,0.136242938522214,0.164199063216558,0,0,-0.0343200680529464,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0716858350259146,0,0,0,0,0,0,0,0,0.0752594258195984,-0.0689362145399048,0,0,-0.0153018248696932,0,0,0,-0.05419219410247,0,0,0,0,0,0.0354162566182445,0,0,0,0,-0.0268321212428453,0,0,0,0,0,0
X600028.SH,0.340155061547593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246463416991501,0,0,-0.00352873919903778,0.0758335094256775,0,0.046861873068849,-0.156528429686973,0.00695230746282675,0.0152299795570937,0,0,0,0,-0.0725011867950788,0,0,0,0,0,0,0,0,0,0.0768861519955817,0,0,0,0,0,0,0,0,0,0,0,0,0.0163937865089525,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.189416521995573,0,0,0,0.0974873675460252,0,0,0,0,0,0,0.0466060793666481,0,0.0219299861914679,0,0,-0.00384703691515034,0,0,0,0,0.0344712154845852,0,0,0.135929161457695,0,0,-1.38777878078145e-17,0,0,0.150600906802469,0,0,0,0,0,0,0.0197271406504597,-0.159864894873371,0,0,0,0,0,0,0,0,-0.0535676627957384,0.0198495463242506,0,0,0,0.0705902630948863,0,0
X600188.SH,0.019151903261772,0,0,0,0,0.289212180297809,0,0,0,0,0.0565929964153751,0,0,0,0,0,0,0,0,0,0.340526179309974,0,0,-8.67361737988404e-19,0,0,0,-0.0551745852327826,-0.0810711373869182,0,0,0,0.0315529062876578,0,-0.0172757087113241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017245887152927,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.137711791976068,0.214813451413675,0,0,0,0,0,0,0.175244725983848,0,0.0897389884276734,0,0,-1.38777878078145e-17,-0.0565827205778348,0.0765978634172479,0,0,0,0,0,0,0,0,0,0,0.671625390786653,0.0549612790069858,0,0,0,0,0,0,-0.0707633849514689,0,0,0,0,0,0.0822013849311056,0,0,0,0.091035981428163,-0.0386697492344251,0,0,0,0,0,0
X600019.SH,0,0,0,0.127202007006957,0.0802842993331968,0,0,0,0,0,0,0.00483408031335871,0.0956114086277085,0,0,0,0.010404113144856,0,0,0,0,0,0,0,0,0,0.0420702716759906,0,0.0103512000555672,0.177000552084079,0,0,0,0.000192737120715897,0,0,0,0,0.0346179529797058,0,0,0,0,0.0251588127455,0,0,0.236236609807027,0,0,0,0,0.00358899028716073,0.0391177854910525,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404608099964863,0,0,0,-0.0528675199315582,0,-0.0629353358670461,0,0.0621570487514145,0,0,0,0,0,-0.0406323611980274,0,0.251030787011949,0,0,0,0,0.0344638467725404,0,0,0,0,0,0,0,0,0.0843861935243653,0,0,0,0,0,0,-0.0293842737208843,0.0295620299487627,0,0,0,0,0,0
X600585.SH,-0.0109235197003556,0,0,0,0,0.148172983562967,0,0,0,0,0,-0.0478937088161837,0,0,0,0,0,0.0691515338400562,0,0,0,0,0,0,-0.0333339208189882,0,0,-0.0233549368667648,0.176090103810304,0,0,0,0,0,0.0574911785105356,0,0,0,0,0,0,0.168286421074688,0.0184854116245092,0,0,0,0.0537164783276053,0,0,0,0,0.00729149110529999,-0.0165481329300364,-0.19749418027338,0,0,0.0324967643929325,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.143167062129531,0,0,0,0,0,0.203425952479065,0,0,0,0,0,0.0818552871177929,0,0,0,0,0,0,0.218430009090791,0,0,0.161809787891308,0,0,0,0,0.205358546059634,0.21663077049511,0,0.0415012944267939,0,0.0722286099095906,0,0,0,0.0253207763983715,0,0,0,0,0.0037997783149307,-0.0228824824165973,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749168561555254,0,0,0,0,0,0,0,0,0.0155739828724766,0,0,0,0,0.087090606335258,0,0,-0.0458977823362177,0,0.0291794905840481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686098960061554,0.0781982709161113,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281416552064002,0,0,0,0,-0.055080152981369,0,0,0.134174230470995,-0.0335352067466083,0,0,0.0793572265884542,-0.0290485095364334,0,0,0,0,-0.0586369548817399,0,0,0,0.0413861996380308,0,0.0847242919710725,0,0,-0.089025447933639,0,0,0,0,0,0,0,0,-0.0864041331937688,-0.0179113429281788,-0.00217883398884316,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301413639582088,0.0625846780264044,-0.00174817361036704,0,0,0,0.0416447027054371,0,0,0.102535293825135,0,0,0,0,0,0,0,0.131469539651872,0.107146142367861,0,0,0,0,2.16840434497101e-19,-0.113416698055109,-0.109016877608039,0,0,0,-0.0305869064594843,0,0,0.042592100275166,0,0,0.0162795422869927,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.036154918558227,0,0,0,0,0,0.066737983490195,0,0,0,0,0.335211623417024,0,0,0,0,0,0,0.0233969260743414,0,0,0.00359561847696142,0,0,0.0204789277856397,0,0,0,0.0342388891837011,0,0.0989863751713616,0,0,0,0,0,0.00590727617129614,0.0142464363307788,0,0,-0.0579305004209378,2.16840434497101e-19,0.0381273754588877,0.0492207833138647,0,0,0,0,0
