,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X601991.SH,X600157.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600111.SH,X600886.SH,X600660.SH,X600489.SH,X000723.SZ,X002466.SZ,X600623.SH,X601158.SH,X600299.SH,X000792.SZ,X002075.SZ,X000408.SZ,X000959.SZ,X000898.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X000630.SZ,X601699.SH,X600021.SH,X600126.SH,X000012.SZ,X002460.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0206093686273365,0,0,0.0247380987140854,0,0,0,0.00688014342047502,0,0,0.0099702143058922,0,0,0.0269834768443688,0,0,0,0,0.0162493133095318,0,0.00425885484046374,0,2.16840434497101e-19,0.0302099989541681,0,0,0,0,0,0.0952712350426564,0,0,0,0.0619107645163604,0,0,0,0,0,0,0,0,0,0,0,0,-0.00912285452459154,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.151141425346245,0,0,0,0,0,0,0.0552287415736822,0,0,0,0,-0.00822874283475853,-0.0281168075193874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315794954728264,0,0,0,0,0,0,0,-0.0610842339084771,0,0,0.0330729555096988,0.0817449787716358,0,0,-0.00587391478340378,-0.0431654988054799,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-0.0683464089438556,0.187296890258115,0,0,0.0573031757247287,0,0,0.048515933992604,0,0,0,0,0,0,0,0.0246402478616791,0,0.0801895275843551,4.33680868994202e-19,0.030892257281012,0,0,0,0,-0.00155009700236705,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.109957144480992,0,0.0118180123936319,0,0,0.0752711187213275,-0.132190504002331,0,0,0,0.0209962292303668,-0.0346429626608058,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0144334861581219,0,0,0,0.077813822110086,0,0,0.0308543750571556,0,0,0,0,0,0,0,0.171784160615754,0,0.00440603664690144,0,0,0,-0.0329541681731624,-0.16329208689493,0,-0.0769213988783052,0,-0.0216679812370227,0,0,0,0,0,0.202883122149254,0,0,0,0,0,0,0,0.0406853993578688,-0.06128123690333,0.053154967809594,0,0,-0.00403691473644463,0.0119568700439597,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.402231769622991,0,0.0442570085441602,0,0,0,0,-0.0106645854317116,0,0,0,0,0,0.0754622141576172,0,0,0,0,0,0,0,0,0,0,0,0.224736210823303,0.106566495993993,0,0,0,-0.0561589918567667,0,0,0,0,0,0,0,0,0,0.0395413806839497,0,0,0,0,0.0513208589032361,-0.0508759773493195,-0.0678293930221983,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347057141348699,0,0,0.024699652861323,0,0,0.0283775394320725,0.108593982476597,0.0924359935307463,0,0,0,0,0,0,0,0.119650744322061,0,0,0.0455904863558257,0.00994294166341589,0,0,0.0943063555785311,0,0,0.0782118058242749,0,0,0,0,0,0,0.024648721141086,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0319027498133852,0,0,0.276066451123084,0,0,0.0890101398636587,0,0,0.0494989781788584,0,0,0,0,0,0.126960954929189,0,0,0.101223766496751,0,0.0308342369900023,0,0,0,0,0,-0.113783154538636,0,0,0.0564860480697434,0,0,0,0,0.115091295697551,0,0,0,0,0,0,0,0.00322190779058594,0,0,0,0,0.134563393985149,0,0,0,0,0,0,0
X601898.SH,0,0,0.339106505736364,0,0,0,0,0,0,0,0.0916118265764809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978507808653487,0,0,0,0,0,0.0484192989160342,0,0,0,0.063255410645767,0,0,-0.0903741537318065,0,0,0,0.178476830709276,0.264100668644949,0,0.0771149647198121,0,0,0,0,0.0295003995114653,-0.109458438504292,0,0,0,0,0,0
X600547.SH,0,0,0,-0.331560963953835,0,0,0,0,0,0,0,0,0,0.0137410794343698,0,0,0,0,0,-0.103076814209746,0,0,0,1.05626764352447,0,0,0.0452167591206314,0,0,0,0,-0.0493723427277216,0.0258694550578919,0,0,0,0,0,0,0,0,0,-0.0246132677729882,0,-0.0202599332258402,-0.297467687754273,-0.0384043322290731,0,0,0,0,-0.00663998086229085,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127989486077376,0,0,0,0,0,0.0321053089299096,0,0,0.0589007690138,0,0,0,0,0.0346544562416383,0,0,0,0,0,0,0,0,0.0708322698444586,0,0,0,0,0.376790751811173,0,0,0,0,0.0295792693939062,0.0117490894663887,0.0380755076274235,0.124794019597568,0,0,-0.00427063271428063,0,0,0,0,0,0
