,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600027.SH,X600489.SH,X000708.SZ,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X600157.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600352.SH,X002271.SZ,X600378.SH,X600995.SH,X000883.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.209314786849535,0,0,0,0.0906448575732597,0,0,0,0,0,0,0,0.118102745904702,0,0,0,0,0.226189417171169,0,0,0.265529445875014,0,0,0.00905588495650438,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555495662203511,0,0,0,-0.0284505351006071,0,0
X601088.SH,0,0,0,0,0,0.40183516929579,0,0,0,0,0,0,0,0,0,0,-0.105034997113472,0,-0.00672772691161196,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0391486212573027,0,0,0,0,0.144438420211131,0,0,0,0,0,0.058650230735873,0,0,0,0,0,0,0,0,0,0,0,0.00822111061427007,0.00260756416031215,0,0,0,-0.0237790506697453,0,0
X600028.SH,0.0311933259688184,0,0,0,0,0.0304861778343848,0,0,0,0,0,0,0,0,0.0631784124652969,0,0,0,0,0,0,0,0,0.000329094184361604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339092000990641,0,0.355037737535869,0,0,0,0,0,0,0,0,-0.0570750914543397,-0.00599635128321508,0,-0.00463175675672989,0,0,-0.0463625583557034,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072457795471959,0,0.10401008203866,0.0734942002935201,0,0,0,0.0437964613148925,0,0.110940895677492,0,0,0,0,0,0,0,0,0,0,0.350551619022366,0,0.0511679746685857,0,0,0,0,0,0,0.00486253835026826,0,0.00333913945448055,0,0,0,0,0,0,0,0,-0.00575611014463282,0,0
X600660.SH,0,0,0,0,0,0,-0.0276967988536143,0,0,0,0,0,0,0,-0.00363203254972392,0.188687408551164,8.67361737988404e-19,0,0,0.039942057635258,0.214546268097649,0,0,0,0,0.0164451051453105,0,0,0.0763116520368385,0,0,-1.73472347597681e-18,0,0,0,0,0,0.122363288779391,0,-0.141652100382191,0,0,0.0732050566153515,0,-0.0554071332395023,0,0,0,0,0,0,0,0,-0.152916513996757,0.166353301404601,0,-0.00725228304194569,0,0
X601898.SH,0,0.659854868060253,0,0,0,0,0,0,0,0,0,0,0,0,0.0512124557563534,0,0,0,0,0,-0.041196571702996,0,0,0.16779721037474,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123525532115158,0,0,0,0,0,0,0,0.0285932529797714,-0.00586172649685501,-0.00923581319070972,0,0,0,0,0
X600019.SH,0.259439285734292,0,0,0,0,0,0,0,0,0.206062227044796,0,0,0,0,0,0,0,0,0,0.129647665421917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449111032910568,0,0,0.0893444066654521,0.107266830649936,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.000796046801324041,0,0,0,-0.00578448340035025,0,0
X600188.SH,0,0,0,0.244936108195765,0,0.228456884938775,0,0,0,0,0,0,0,0,0,0,0.0873831301284566,0,0,-6.93889390390723e-18,0,0.0946296311917912,0,0,0.00324105200679461,0,0,0,0,0.0703546410899217,0,0,0,0,0,0,0,0,0,0.0634627554046938,0,0,0,0,0,0,0,0.0285970338883918,0,0,0,0,0,0.011422050446913,0,0,-0.0835147694020802,0,0
X600585.SH,0,0,0,0,0,0.185025003899136,0,0,0,0,0,0,0,0,0.0218601714023911,0,0,0,0,-0.134904816254156,0.169160695532488,0,0,0,0,0,0,0.0748851971537018,0,0,0,0,0,0,0.145071627140279,0,0,0,0.291263862693746,0,0,0.216781397632956,0,-0.0813867958904167,0,0.0813336761247405,0,0,0,0,0,0.0355169690128456,0.00898447009404993,0,0,0,0.0164478527028636,0,0
X601600.SH,0,0,0,0,0,0,0.322463893853027,0,0,0,0,0,0,0,0,0,0,0.97967394807984,0,0,-0.0900302360470384,0,0,0,0,0,0,0,0,0,0,0,0.147643667734905,0,0,0,0,0,-0.281965265726047,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271063138501674,0.0315062903605877,0,0,0,-0.00573296567841323,0,0
X600886.SH,0,0.0301145311574059,0,0,0,0,0,0,0,0,0,0.156680950586719,0,0,-0.155880781069545,0.418034561842407,-0.0697190870695752,0,0,0,0,0,0,0,0,0,0,0.0173739117374037,0,0,0,0,0,0,0,0.111384188160987,0,0,0,-0.0466108103086048,0,0,0,0,0,-0.101471847587855,0,0,0,0,0,-0.0108868788116763,0.0167463623053322,0,0,0,-0.0106894004790203,0,0
X600011.SH,0,0,0,0,0,0,0.0953419120885995,0.103930419412028,0,5.8176200554935e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209711136737005,0.0232844655888585,0,0,0,0,0,0,0,0,0,0,0.15270704412696,0,0,0,0.0814869241948428,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0157386922821585,0,0.039157610708986,0,0,-0.0129632296262698,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0193152648325231,0.0164494670604659,0,0,0,0,0,0,0,0,0,-0.030210672109851,0,0,0.565049935614537,0,0.0885531849533183,0,0,0,0,0,0,0,0,-0.0546957445092281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125984166925914,0.0115116804761593,0,0,0,0,-0.0148021452608232,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354154177207359,0,0.197506317936549,0,0.246720736098806,0,0.056911169964358,0,0,0,3.46944695195361e-18,0,0,0.041001786154161,0,0.0170035632161302,0,0,0,0,0.056347286459626,0,0,0,0,0.0696736486707457,0,0,0,0.150511865713473,0,0,0,0,0,0,0,-0.00954695478041991,0.00557428074611288,0,0,0,-0.0154514959322327,0,0
X600010.SH,0.160901427124666,0.100388407230875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261049579198625,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29657020470278,0,0,0,-0.000724563392188842,0,0.133093521211207,0,0,0,0,0,-0.0378608395328502,0.0141652983750397,-0.0285858989329331,0,0,0.104865686192035,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.33541062465085,0,0.0238366729373329,0,0,0,0,0,0,0,0,0.265427051923177,0,0,0.0863601329434571,0,0,0.0640650701673227,0.0448629637806879,0,0,-0.126974419874118,0,0,0,0,0,0,0,0.0657391945832234,0,0,0,0,0,0,0,0,0,0,-0.0201333939199962,-0.00324578287877122,0.00530539665798108,0,0,0,-0.0218712436241241,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254347035809576,0,0,0,0,0.0997405787210522,0,0.122277068500418,0,0.156194126016831,0,0,0,0,0.0221102729799963,0.109165921322019,0,0,0,0,0,0,0,0,0,0,0.159078577661269,0,0,0,0.0381132231471843,0,0.0162257321887087,0,0,0,0,0,-0.0214753200779427,0.0273971198416479,0,0,0,0.0235893245394832,0,0
X600362.SH,0,0,0,0.0801952568214955,0,0,0.0411424180089616,0,0,0.191310462742566,0,0,0,0,0,0,0,0,0.0281279362242319,0.00134550610582342,0,0,0.126007685261879,0.336821230633429,0,0,0,0,0,0,0,0,0,0,0,0,0.0666297082068453,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,-0.00303432849276327,0.0129787660785174,0,0,0,-0.0112136152209319,0,0
X002460.SZ,0,-0.00807813307766631,0,0,0,0,0,-0.0449648596383552,0,0,0,0,0,0.00476617040248599,0,0,0,0,0,0,0,0,0,0,0.93370645867193,0.0165746035666482,0,-0.0429970001531055,0,0,0,0,0,0,0,-0.0666518503581883,0,0,0,0,0,0,0,0,0,0.0777105331694046,0,0,0,0,-0.0600020026639646,-0.0307418517606706,0.0298751257638755,0.0594559173391174,0,0,-0.0370683269864118,0,0
X600803.SH,0,0,0,0.65537573267805,0,0,0,0,0,0,0,0,-0.0328414335634631,0,-0.025809383839295,0,0,0,0,0,0,0,0,0,0,-0.0235552323069084,0,0,0,0,0.125125467854862,0,0,0,0,0,0,0,0,0,0,0,0.0267176262983592,0,0,0,0,0,0,0,0,0,0.0138934326556066,0,0,0,-0.100299704132263,0,0
X600160.SH,0,0,0,0,0.205096168358142,0,0,0,0,0,0,0,0,0.106385175778431,0,0,0,0,0.0201341083908194,0,0,0,0,0,0.0227208378809307,0,0,0,0,0.0140371377428017,0,0.129486836999608,0,0,0.137141690090779,-3.46944695195361e-18,0,0,0,0,0,0,0,0.190071768903645,0,0,0.0989885851006124,0,0,0,0,0,-0.0266039761658815,0,0,0,4.33680868994202e-19,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.463111500014647,0,0,-0.080984662536226,0.161252219418749,0,0,0,0.1086429776667,0,0,0,0,0,0,0.0678330684652761,0,0.0044934244224153,-0.0495805994523768,0,0,0.218852556160534,0,0,0,0,0,0,0.0599051735643287,0,0,0.0669477260444065,0,0,0,0,0,0,0,0,0.00754077205569648,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.160144668229751,0,0,0,0,0,0.787463898723581,0,0,0,0,0,0.0199060979388638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.00396286983992066,0,0,0,0,0.09007768550883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0.108681961347458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862005599084556,0.0558227089060391,0,0,0,0,0,0,0,0,0,0,0.326492053910654,0,0,0.00564462061120996,0,0,0.0761960872547358,0,0,0.0554250479754749,0,0,0,0.145617747092801,0,0,0,0,0,0,0,-0.0263520582863229,0,0,0,0,-2.16840434497101e-19,0,0
